transcript_BGM_M len_BGM_M n_var_BGM_M
TRINITY_DN14561_c0_g5_i3 1960 15
TRINITY_DN145638_c0_g2_i1 385 16
TRINITY_DN14565_c0_g1_i1 346 6
TRINITY_DN145678_c0_g1_i1 301 9
TRINITY_DN1456_c1_g1_i1 763 4
TRINITY_DN1456_c1_g2_i1 922 6
TRINITY_DN14580_c0_g1_i4 2896 57
TRINITY_DN145813_c0_g3_i1 340 5
TRINITY_DN145892_c0_g2_i3 1018 1
TRINITY_DN1458_c2_g1_i1 1000 6
TRINITY_DN145997_c0_g1_i1 475 2
TRINITY_DN145_c0_g1_i3 418 1
TRINITY_DN145_c0_g2_i6 1390 3
TRINITY_DN146077_c0_g1_i1 316 2
TRINITY_DN1460_c0_g1_i5 1696 2
TRINITY_DN1460_c1_g1_i5 643 25
TRINITY_DN14610_c0_g1_i4 451 8
TRINITY_DN14614_c1_g1_i2 2644 1
TRINITY_DN146180_c0_g1_i14 439 2
TRINITY_DN14620_c1_g1_i6 742 2
TRINITY_DN14620_c2_g1_i8 778 7
TRINITY_DN146216_c0_g1_i4 322 1
TRINITY_DN14625_c1_g1_i12 1774 2
TRINITY_DN14625_c1_g2_i1 661 20
TRINITY_DN14625_c1_g3_i1 1774 1
TRINITY_DN14626_c2_g2_i5 748 2
TRINITY_DN14626_c2_g4_i1 865 1
TRINITY_DN14629_c0_g1_i1 889 44
TRINITY_DN146300_c1_g1_i4 1537 1
TRINITY_DN14636_c0_g2_i8 598 4
TRINITY_DN14636_c0_g3_i3 739 17
TRINITY_DN14639_c0_g1_i4 406 14
TRINITY_DN1463_c0_g2_i9 5914 9
TRINITY_DN14647_c0_g2_i11 1894 1
TRINITY_DN1464_c5_g1_i1 2722 1
TRINITY_DN1464_c8_g1_i8 391 11
TRINITY_DN14650_c0_g1_i1 385 1
TRINITY_DN146588_c0_g1_i9 574 20
TRINITY_DN1465_c0_g1_i7 3907 9
TRINITY_DN1465_c1_g1_i4 1852 2
TRINITY_DN1465_c3_g1_i2 550 1
TRINITY_DN1465_c3_g2_i3 1735 6
TRINITY_DN146650_c0_g1_i1 526 2
TRINITY_DN1466_c0_g2_i6 1015 2
TRINITY_DN146725_c0_g1_i2 352 11
TRINITY_DN14680_c0_g1_i7 2074 3
TRINITY_DN146839_c0_g1_i1 538 2
TRINITY_DN14689_c0_g2_i2 862 3
TRINITY_DN146928_c0_g1_i2 412 3
TRINITY_DN146936_c0_g2_i2 403 2
TRINITY_DN146937_c0_g1_i1 313 6
TRINITY_DN146943_c0_g1_i2 307 8
TRINITY_DN14698_c0_g2_i7 1888 2
TRINITY_DN146_c0_g2_i1 793 5
TRINITY_DN146_c0_g3_i3 808 4
TRINITY_DN146_c0_g4_i1 586 2
TRINITY_DN146_c1_g1_i9 1114 1
TRINITY_DN14706_c0_g3_i3 1312 2
TRINITY_DN14706_c0_g5_i1 1708 1
TRINITY_DN14724_c1_g1_i4 1051 2
TRINITY_DN14728_c0_g1_i19 1504 2
TRINITY_DN14735_c0_g1_i3 547 1
TRINITY_DN147399_c0_g1_i2 373 15
TRINITY_DN147433_c0_g1_i1 325 2
TRINITY_DN1474_c4_g1_i2 1570 6
TRINITY_DN14754_c0_g1_i1 334 13
TRINITY_DN14759_c0_g1_i4 748 2
TRINITY_DN1475_c0_g1_i6 1273 34
TRINITY_DN147653_c0_g1_i3 469 1
TRINITY_DN14773_c0_g1_i6 13684 21
TRINITY_DN1477_c1_g1_i1 1909 3
TRINITY_DN14781_c0_g2_i4 2914 98
TRINITY_DN147861_c0_g1_i4 403 1
TRINITY_DN14787_c0_g1_i4 427 10
TRINITY_DN14789_c0_g1_i1 1471 9
TRINITY_DN14789_c1_g1_i1 1318 3
TRINITY_DN1478_c0_g1_i3 2218 15
TRINITY_DN147978_c0_g1_i4 361 11
TRINITY_DN14797_c0_g1_i16 1519 6
TRINITY_DN147982_c0_g2_i1 328 12
TRINITY_DN147_c0_g1_i1 1867 19
TRINITY_DN147_c0_g2_i2 2158 1
TRINITY_DN148064_c0_g1_i1 403 12
TRINITY_DN1480_c0_g2_i2 1558 1
TRINITY_DN14810_c0_g1_i9 814 5
TRINITY_DN148138_c0_g1_i8 373 4
TRINITY_DN148138_c1_g1_i14 331 6
TRINITY_DN1481_c0_g1_i3 1498 4
TRINITY_DN1481_c11_g2_i1 601 8
TRINITY_DN1481_c11_g4_i1 331 5
TRINITY_DN1481_c12_g1_i3 1555 5
TRINITY_DN1481_c14_g1_i9 370 9
TRINITY_DN1481_c4_g1_i6 997 11
TRINITY_DN1481_c4_g3_i3 1723 53
TRINITY_DN1481_c7_g2_i1 1012 4
TRINITY_DN1481_c8_g1_i4 1120 27
TRINITY_DN1482_c4_g1_i3 814 1
TRINITY_DN148314_c0_g1_i7 364 8
TRINITY_DN1483_c0_g1_i11 1246 3
TRINITY_DN14843_c0_g1_i7 4396 28
TRINITY_DN148532_c0_g1_i2 322 9
TRINITY_DN1485_c0_g1_i3 4231 13
TRINITY_DN1485_c1_g2_i1 4405 5
TRINITY_DN14863_c0_g1_i1 550 22
TRINITY_DN14863_c0_g2_i11 1285 1
TRINITY_DN14864_c0_g1_i2 1321 4
TRINITY_DN14873_c1_g1_i2 799 3
TRINITY_DN14879_c2_g1_i1 331 1
TRINITY_DN148821_c0_g1_i5 361 13
TRINITY_DN148832_c0_g2_i1 613 1
TRINITY_DN14888_c0_g1_i1 844 13
TRINITY_DN1488_c0_g1_i8 1339 38
TRINITY_DN14894_c0_g1_i3 4498 4
TRINITY_DN148986_c0_g1_i4 571 3
TRINITY_DN148_c0_g2_i4 1639 2
TRINITY_DN148_c1_g1_i5 646 8
TRINITY_DN148_c2_g1_i3 616 12
TRINITY_DN148_c6_g1_i1 388 9
TRINITY_DN14904_c0_g1_i17 1642 50
TRINITY_DN1490_c0_g1_i4 1294 62
TRINITY_DN1491_c0_g1_i5 1075 3
TRINITY_DN149217_c0_g1_i2 337 3
TRINITY_DN14921_c0_g1_i6 3070 75
TRINITY_DN14926_c0_g1_i3 886 3
TRINITY_DN14930_c1_g1_i5 820 3
TRINITY_DN1493_c0_g1_i15 3853 1
TRINITY_DN149414_c0_g1_i1 1291 2
TRINITY_DN14941_c0_g1_i1 577 1
TRINITY_DN1494_c0_g2_i1 1819 2
TRINITY_DN14951_c0_g1_i5 1618 4
TRINITY_DN1495_c0_g1_i2 1300 2
TRINITY_DN1495_c0_g2_i3 715 32
TRINITY_DN14965_c0_g1_i2 2572 1
TRINITY_DN14966_c0_g1_i1 478 2
TRINITY_DN14968_c0_g1_i2 316 1
TRINITY_DN149698_c0_g1_i3 415 1
TRINITY_DN1496_c0_g1_i1 2239 20
TRINITY_DN14971_c0_g1_i1 2044 2
TRINITY_DN149728_c0_g1_i2 307 13
TRINITY_DN149735_c0_g1_i1 319 1
TRINITY_DN1497_c2_g1_i4 457 9
TRINITY_DN14980_c0_g1_i4 1585 6
TRINITY_DN14981_c0_g1_i11 3700 7
TRINITY_DN14986_c2_g1_i4 1408 2
TRINITY_DN14986_c3_g1_i12 1222 2
TRINITY_DN14988_c0_g1_i3 844 1
TRINITY_DN1498_c0_g1_i9 3376 8
TRINITY_DN1498_c0_g3_i4 6583 16
TRINITY_DN1498_c1_g1_i1 1522 1
TRINITY_DN1498_c3_g2_i1 1930 1
TRINITY_DN14993_c0_g1_i5 934 18
TRINITY_DN149981_c0_g1_i1 364 7
TRINITY_DN149_c0_g2_i2 1243 14
TRINITY_DN14_c0_g1_i6 7639 2
TRINITY_DN150003_c0_g1_i2 313 2
TRINITY_DN15004_c0_g1_i1 1396 1
TRINITY_DN15007_c0_g1_i1 1762 4
TRINITY_DN150107_c0_g1_i2 1402 44
TRINITY_DN15010_c0_g2_i4 331 18
TRINITY_DN150132_c0_g1_i4 505 26
TRINITY_DN150141_c0_g1_i2 316 1
TRINITY_DN15024_c1_g1_i1 7258 2
TRINITY_DN15027_c0_g2_i11 1000 2
TRINITY_DN1502_c0_g2_i11 2173 3
TRINITY_DN150327_c0_g1_i5 379 8
TRINITY_DN150335_c0_g1_i1 397 11
TRINITY_DN150343_c0_g2_i1 310 18
TRINITY_DN150395_c0_g1_i2 364 4
TRINITY_DN1503_c0_g1_i1 1531 1
TRINITY_DN1503_c0_g2_i6 1453 45
TRINITY_DN15041_c0_g1_i1 1195 1
TRINITY_DN15054_c0_g1_i1 2350 2
TRINITY_DN15058_c0_g1_i4 559 6
TRINITY_DN1505_c0_g2_i1 1363 4
TRINITY_DN1505_c1_g2_i1 325 6
TRINITY_DN150613_c0_g1_i1 391 3
TRINITY_DN150648_c0_g1_i4 391 5
TRINITY_DN15073_c0_g1_i3 8023 10
TRINITY_DN1507_c1_g1_i1 727 2
TRINITY_DN15085_c1_g1_i1 307 5
TRINITY_DN1508_c0_g1_i13 1747 78
TRINITY_DN1508_c1_g1_i5 1078 17
TRINITY_DN15092_c0_g1_i5 2344 36
TRINITY_DN150931_c0_g1_i2 301 4
TRINITY_DN150950_c0_g1_i10 382 11
TRINITY_DN15097_c0_g1_i2 313 1
TRINITY_DN15098_c2_g1_i1 334 1
TRINITY_DN1509_c1_g2_i6 472 2
TRINITY_DN1509_c2_g1_i1 658 2
TRINITY_DN1509_c4_g1_i3 1474 51
TRINITY_DN150_c0_g1_i5 1795 54
TRINITY_DN150_c2_g1_i1 2128 2
TRINITY_DN150_c3_g1_i2 1384 2
TRINITY_DN151034_c0_g1_i1 685 27
TRINITY_DN15103_c0_g1_i5 592 7
TRINITY_DN151099_c0_g1_i1 376 14
TRINITY_DN1510_c0_g1_i7 934 1
TRINITY_DN15112_c0_g1_i9 838 36
TRINITY_DN151177_c0_g1_i5 472 11
TRINITY_DN1511_c0_g1_i3 1495 4
TRINITY_DN1511_c0_g2_i7 643 5
TRINITY_DN1511_c0_g5_i1 2833 1
TRINITY_DN15122_c0_g1_i4 355 12
TRINITY_DN1512_c0_g3_i7 334 2
TRINITY_DN15130_c0_g1_i11 4651 39
TRINITY_DN15131_c0_g1_i6 1366 2
TRINITY_DN15132_c0_g1_i7 499 17
TRINITY_DN15137_c0_g2_i8 2932 10
TRINITY_DN151408_c0_g1_i2 682 10
TRINITY_DN151427_c0_g1_i6 331 10
TRINITY_DN15153_c0_g1_i1 301 2
TRINITY_DN151682_c0_g1_i4 835 1
TRINITY_DN1516_c0_g2_i4 775 1
TRINITY_DN15177_c0_g1_i7 1186 10
TRINITY_DN15179_c0_g3_i4 1075 1
TRINITY_DN1517_c22_g1_i6 532 17
TRINITY_DN1517_c3_g3_i2 340 13
TRINITY_DN1517_c3_g5_i1 310 2
TRINITY_DN1517_c5_g1_i10 715 24
TRINITY_DN15186_c0_g1_i15 1825 118
TRINITY_DN151876_c0_g1_i1 505 23
TRINITY_DN15195_c0_g1_i9 634 2
TRINITY_DN151994_c0_g1_i3 364 1
TRINITY_DN151997_c0_g1_i4 352 11
TRINITY_DN151_c0_g1_i5 1336 2
TRINITY_DN151_c2_g1_i1 4054 2
TRINITY_DN152030_c0_g1_i1 691 28
TRINITY_DN152046_c0_g1_i1 484 1
TRINITY_DN152072_c0_g1_i5 361 10
TRINITY_DN152084_c0_g2_i5 415 3
TRINITY_DN152089_c0_g1_i2 703 26
TRINITY_DN1520_c0_g3_i1 2698 10
TRINITY_DN1520_c2_g2_i1 1018 1
TRINITY_DN1520_c4_g1_i6 2365 4
TRINITY_DN1520_c5_g1_i2 1405 19
TRINITY_DN15212_c0_g2_i4 514 3
TRINITY_DN15214_c0_g1_i4 658 18
TRINITY_DN152156_c0_g1_i2 319 13
TRINITY_DN1521_c0_g1_i4 949 1
TRINITY_DN15220_c0_g1_i2 490 27
TRINITY_DN152228_c0_g1_i4 451 17
TRINITY_DN152293_c0_g1_i3 337 18
TRINITY_DN152300_c0_g1_i2 322 1
TRINITY_DN15230_c0_g1_i2 496 1
TRINITY_DN15234_c0_g1_i1 1270 43
TRINITY_DN1523_c1_g1_i1 664 38
TRINITY_DN1523_c1_g2_i3 712 22
TRINITY_DN1523_c2_g1_i6 2116 34
TRINITY_DN1523_c4_g1_i1 2824 126
TRINITY_DN15244_c0_g1_i8 1183 1
TRINITY_DN152499_c0_g1_i1 337 11
TRINITY_DN15257_c0_g2_i7 1513 1
TRINITY_DN15259_c0_g1_i10 799 23
TRINITY_DN152665_c0_g1_i1 442 14
TRINITY_DN15270_c0_g1_i4 346 2
TRINITY_DN152724_c0_g2_i1 418 1
TRINITY_DN152763_c0_g3_i1 316 2
TRINITY_DN152778_c0_g1_i1 508 7
TRINITY_DN1527_c0_g1_i2 3424 126
TRINITY_DN152806_c0_g2_i1 1024 2
TRINITY_DN152807_c0_g1_i1 292 12
TRINITY_DN15288_c1_g1_i1 460 1
TRINITY_DN1528_c2_g1_i2 1588 3
TRINITY_DN152903_c0_g1_i1 349 9
TRINITY_DN15297_c0_g1_i6 2842 2
TRINITY_DN15297_c1_g2_i4 1357 2
TRINITY_DN153016_c0_g1_i3 358 13
TRINITY_DN15313_c0_g1_i2 586 1
TRINITY_DN153145_c0_g1_i2 364 15
TRINITY_DN153155_c0_g1_i4 274 1
TRINITY_DN153203_c0_g3_i1 370 3
TRINITY_DN153219_c0_g1_i1 451 18
TRINITY_DN153234_c0_g1_i3 346 8
TRINITY_DN153289_c0_g1_i2 514 17
TRINITY_DN15335_c0_g2_i1 403 1
TRINITY_DN1533_c0_g1_i21 1249 3
TRINITY_DN1533_c1_g1_i8 721 16
TRINITY_DN15347_c0_g2_i7 2944 35
TRINITY_DN153500_c0_g1_i4 421 4
TRINITY_DN15351_c0_g1_i2 856 1
TRINITY_DN153528_c0_g1_i1 301 9
TRINITY_DN1535_c1_g1_i4 1354 43
TRINITY_DN153623_c0_g1_i1 361 16
TRINITY_DN15364_c1_g1_i14 607 23
TRINITY_DN1536_c0_g1_i1 763 1
TRINITY_DN153701_c0_g1_i1 472 24
TRINITY_DN153717_c0_g1_i5 2047 2
TRINITY_DN153756_c0_g1_i4 718 3
TRINITY_DN1537_c0_g1_i15 1030 15
TRINITY_DN153809_c0_g1_i4 385 14
TRINITY_DN153811_c0_g1_i1 364 14
TRINITY_DN153817_c0_g1_i1 355 10
TRINITY_DN153826_c0_g1_i1 694 7
TRINITY_DN15385_c1_g1_i1 1498 13
TRINITY_DN15388_c0_g1_i1 727 2
TRINITY_DN15395_c0_g1_i5 1831 49
TRINITY_DN1539_c0_g1_i1 1672 1
TRINITY_DN1539_c1_g1_i6 1117 4
TRINITY_DN153_c0_g2_i2 616 1
TRINITY_DN154062_c0_g1_i5 328 5
TRINITY_DN1540_c1_g1_i4 1240 2
TRINITY_DN154136_c0_g1_i1 316 7
TRINITY_DN15413_c0_g1_i10 787 14
TRINITY_DN154154_c0_g2_i5 976 7
TRINITY_DN154191_c0_g4_i4 1918 4
TRINITY_DN1541_c0_g5_i1 712 1
TRINITY_DN1541_c4_g1_i6 6775 1
TRINITY_DN154207_c0_g1_i1 958 2
TRINITY_DN154335_c0_g2_i3 919 4
TRINITY_DN15436_c0_g1_i7 502 16
TRINITY_DN15441_c0_g1_i4 2455 3
TRINITY_DN15445_c0_g1_i20 1207 50
TRINITY_DN154485_c0_g1_i4 328 1
TRINITY_DN1544_c0_g1_i3 1960 4
TRINITY_DN154507_c0_g1_i2 313 8
TRINITY_DN154593_c0_g1_i1 472 1
TRINITY_DN1545_c0_g1_i8 2044 16
TRINITY_DN154604_c0_g1_i1 1465 2
TRINITY_DN154604_c0_g2_i1 553 2
TRINITY_DN15461_c0_g1_i4 328 21
TRINITY_DN15462_c0_g1_i2 595 14
TRINITY_DN15463_c0_g1_i4 643 7
TRINITY_DN154666_c0_g1_i1 3661 3
TRINITY_DN15468_c0_g2_i3 955 2
TRINITY_DN15473_c0_g1_i6 844 3
TRINITY_DN154767_c0_g1_i4 400 12
TRINITY_DN15487_c0_g1_i2 343 14
TRINITY_DN154880_c0_g3_i1 1336 2
TRINITY_DN1548_c0_g2_i2 646 2
TRINITY_DN154932_c0_g1_i10 985 2
TRINITY_DN154942_c0_g1_i12 337 16
TRINITY_DN1549_c0_g1_i5 1069 2
TRINITY_DN154_c0_g1_i18 1969 1
TRINITY_DN155054_c1_g1_i4 2047 16
TRINITY_DN15510_c0_g1_i7 325 14
TRINITY_DN15511_c0_g1_i3 403 1
TRINITY_DN155133_c0_g1_i3 853 2
TRINITY_DN155165_c1_g1_i1 970 1
TRINITY_DN1551_c1_g1_i4 742 24
TRINITY_DN155204_c1_g1_i1 394 1
TRINITY_DN15520_c0_g1_i2 499 21
TRINITY_DN15522_c0_g2_i10 7930 7
TRINITY_DN15523_c0_g1_i14 790 19
TRINITY_DN155255_c0_g1_i1 388 1
TRINITY_DN155287_c0_g1_i1 298 16
TRINITY_DN155309_c0_g1_i1 403 11
TRINITY_DN15532_c0_g1_i2 1084 9
TRINITY_DN15535_c0_g1_i8 382 8
TRINITY_DN15537_c0_g1_i8 2635 3
TRINITY_DN1553_c0_g2_i3 2896 19
TRINITY_DN155420_c0_g1_i5 478 1
TRINITY_DN15544_c0_g1_i5 739 22
TRINITY_DN15546_c0_g1_i6 403 17
TRINITY_DN15546_c1_g1_i2 382 2
TRINITY_DN15547_c0_g1_i6 1648 3
TRINITY_DN155492_c0_g1_i4 424 3
TRINITY_DN1554_c0_g1_i19 4894 2
TRINITY_DN155567_c0_g1_i5 400 1
TRINITY_DN15563_c1_g2_i4 2086 3
TRINITY_DN15568_c1_g1_i5 865 10
TRINITY_DN1556_c0_g3_i17 2827 2
TRINITY_DN1556_c1_g1_i14 1642 50
TRINITY_DN155750_c0_g2_i2 313 14
TRINITY_DN155772_c0_g1_i1 316 15
TRINITY_DN1557_c0_g1_i11 310 1
TRINITY_DN15581_c0_g1_i6 1729 5
TRINITY_DN155898_c0_g1_i4 955 1
TRINITY_DN1558_c0_g1_i10 3142 2
TRINITY_DN1558_c0_g2_i2 934 13
TRINITY_DN15592_c0_g1_i4 613 5
TRINITY_DN15592_c0_g2_i1 466 20
TRINITY_DN155943_c0_g2_i2 316 2
TRINITY_DN1559_c0_g1_i3 5245 8
TRINITY_DN155_c1_g1_i6 1399 5
TRINITY_DN15605_c0_g1_i9 1090 44
TRINITY_DN15608_c0_g1_i7 1510 5
TRINITY_DN15609_c1_g1_i3 1699 2
TRINITY_DN1560_c0_g1_i6 802 35
TRINITY_DN1560_c0_g2_i4 535 17
TRINITY_DN15611_c1_g1_i2 1045 1
TRINITY_DN156133_c0_g3_i1 310 3
TRINITY_DN156152_c0_g1_i5 379 3
TRINITY_DN1561_c0_g2_i3 439 2
TRINITY_DN15631_c0_g1_i6 3589 2
TRINITY_DN15634_c2_g1_i1 718 3
TRINITY_DN15638_c0_g1_i10 364 1
TRINITY_DN1563_c0_g1_i1 427 5
TRINITY_DN15640_c0_g1_i3 460 5
TRINITY_DN156434_c0_g3_i1 370 14
TRINITY_DN15646_c0_g1_i8 2722 3
TRINITY_DN15659_c0_g1_i3 595 21
TRINITY_DN1565_c0_g2_i6 1984 2
TRINITY_DN1565_c1_g1_i4 835 1
TRINITY_DN1565_c2_g1_i2 700 3
TRINITY_DN15663_c0_g1_i5 484 3
TRINITY_DN15664_c0_g1_i5 1393 7
TRINITY_DN15669_c0_g1_i7 514 22
TRINITY_DN1566_c0_g1_i1 3742 15
TRINITY_DN15672_c2_g1_i2 1255 3
TRINITY_DN1567_c0_g1_i3 856 1
TRINITY_DN1567_c0_g2_i8 2938 2
TRINITY_DN1567_c1_g1_i2 577 1
TRINITY_DN1567_c4_g2_i10 424 1
TRINITY_DN156809_c0_g1_i1 397 1
TRINITY_DN156817_c0_g2_i6 265 12
TRINITY_DN156886_c0_g1_i1 400 2
TRINITY_DN156898_c0_g1_i2 352 14
TRINITY_DN15691_c0_g1_i1 1138 1
TRINITY_DN15695_c0_g1_i3 370 16
TRINITY_DN156966_c0_g1_i1 496 1
TRINITY_DN156_c2_g1_i1 3046 7
TRINITY_DN156_c5_g1_i2 3592 5
TRINITY_DN1570_c0_g1_i9 535 8
TRINITY_DN1570_c2_g3_i2 361 1
TRINITY_DN157118_c0_g1_i6 394 4
TRINITY_DN157192_c1_g1_i1 397 1
TRINITY_DN1571_c0_g1_i11 340 21
TRINITY_DN15721_c0_g1_i2 691 2
TRINITY_DN157270_c0_g1_i1 403 10
TRINITY_DN157284_c0_g1_i6 469 21
TRINITY_DN1572_c1_g1_i3 826 3
TRINITY_DN157318_c0_g2_i1 319 7
TRINITY_DN15731_c1_g1_i1 298 14
TRINITY_DN157367_c1_g1_i2 340 2
TRINITY_DN1573_c1_g3_i2 2653 1
TRINITY_DN1573_c6_g1_i1 766 1
TRINITY_DN157424_c0_g1_i2 325 15
TRINITY_DN157453_c0_g1_i9 730 10
TRINITY_DN15745_c0_g1_i8 4123 8
TRINITY_DN157476_c1_g1_i1 376 18
TRINITY_DN1574_c0_g1_i10 1576 13
TRINITY_DN1574_c0_g2_i2 514 3
TRINITY_DN1575_c10_g1_i3 1255 2
TRINITY_DN1575_c1_g1_i1 4225 6
TRINITY_DN1575_c5_g1_i1 2671 37
TRINITY_DN1575_c6_g1_i6 856 8
TRINITY_DN1575_c7_g1_i5 1216 2
TRINITY_DN157606_c0_g1_i5 391 4
TRINITY_DN15762_c1_g1_i6 973 1
TRINITY_DN15775_c0_g1_i9 2500 59
TRINITY_DN1577_c2_g1_i2 2233 36
TRINITY_DN1577_c2_g2_i19 1363 4
TRINITY_DN157837_c1_g3_i3 412 12
TRINITY_DN15783_c0_g1_i1 310 1
TRINITY_DN15791_c0_g2_i2 808 2
TRINITY_DN15794_c1_g1_i1 1783 2
TRINITY_DN157950_c0_g1_i2 445 3
TRINITY_DN157982_c0_g1_i6 601 2
TRINITY_DN15798_c0_g1_i4 706 16
TRINITY_DN1579_c0_g1_i2 2860 4
TRINITY_DN157_c0_g1_i2 1081 5
TRINITY_DN158024_c1_g1_i1 343 12
TRINITY_DN158081_c0_g1_i5 403 16
TRINITY_DN1580_c0_g1_i11 1675 38
TRINITY_DN15817_c0_g1_i1 841 2
TRINITY_DN15820_c0_g1_i3 460 1
TRINITY_DN15826_c0_g1_i8 1879 6
TRINITY_DN15828_c0_g1_i1 400 6
TRINITY_DN1582_c1_g1_i1 2719 6
TRINITY_DN15831_c0_g3_i1 1765 4
TRINITY_DN158488_c0_g1_i5 358 3
TRINITY_DN15849_c0_g1_i4 889 28
TRINITY_DN1584_c0_g4_i1 1039 20
TRINITY_DN1584_c1_g1_i3 1219 1
TRINITY_DN15853_c0_g1_i8 952 3
TRINITY_DN158584_c0_g1_i3 322 6
TRINITY_DN15859_c0_g1_i7 550 17
TRINITY_DN158681_c0_g2_i1 391 2
TRINITY_DN158714_c0_g1_i3 394 6
TRINITY_DN15879_c0_g1_i2 748 2
TRINITY_DN1587_c0_g1_i12 436 14
TRINITY_DN1587_c3_g1_i5 2065 5
TRINITY_DN15880_c0_g2_i3 1771 1
TRINITY_DN158821_c0_g1_i4 298 6
TRINITY_DN15889_c0_g1_i7 1228 17
TRINITY_DN15890_c1_g4_i2 400 1
TRINITY_DN15894_c0_g1_i1 424 9
TRINITY_DN15895_c0_g2_i1 634 3
TRINITY_DN158976_c0_g3_i2 340 10
TRINITY_DN1589_c0_g2_i2 901 1
TRINITY_DN158_c0_g1_i6 1321 8
TRINITY_DN158_c0_g3_i1 781 4
TRINITY_DN158_c2_g1_i2 1879 2
TRINITY_DN158_c3_g1_i3 1933 6
TRINITY_DN158_c5_g1_i1 751 1
TRINITY_DN159034_c0_g1_i8 1465 4
TRINITY_DN1590_c0_g3_i1 1453 2
TRINITY_DN1590_c1_g1_i9 4552 16
TRINITY_DN1590_c3_g3_i1 1699 2
TRINITY_DN1590_c6_g1_i8 1720 38
TRINITY_DN15912_c0_g1_i5 3895 1
TRINITY_DN15912_c1_g1_i1 3013 10
TRINITY_DN1591_c0_g1_i1 562 3
TRINITY_DN15925_c1_g1_i1 1039 2
TRINITY_DN15932_c0_g1_i3 616 16
TRINITY_DN159374_c0_g1_i2 370 3
TRINITY_DN159374_c1_g1_i3 559 24
TRINITY_DN1593_c0_g4_i1 10201 5
TRINITY_DN159477_c0_g1_i1 403 10
TRINITY_DN1594_c0_g1_i11 856 7
TRINITY_DN159504_c0_g1_i5 667 23
TRINITY_DN15950_c0_g1_i1 388 1
TRINITY_DN159539_c0_g1_i1 493 4
TRINITY_DN1596_c0_g1_i16 1381 3
TRINITY_DN159708_c0_g1_i1 547 1
TRINITY_DN15973_c0_g1_i5 4453 3
TRINITY_DN159840_c0_g1_i3 1393 3
TRINITY_DN15986_c0_g1_i5 1183 4
TRINITY_DN1598_c0_g2_i1 11611 1
TRINITY_DN159903_c0_g1_i1 463 21
TRINITY_DN15999_c0_g3_i2 736 15
TRINITY_DN159_c0_g2_i1 2344 4
TRINITY_DN159_c10_g1_i3 1006 3
TRINITY_DN159_c3_g3_i7 2752 28
TRINITY_DN159_c5_g1_i18 2377 29
TRINITY_DN15_c0_g2_i3 1309 5
TRINITY_DN15_c1_g1_i3 2311 1
TRINITY_DN16001_c0_g2_i1 325 13
TRINITY_DN16003_c0_g1_i5 382 3
TRINITY_DN16005_c0_g1_i5 358 2
TRINITY_DN1600_c0_g1_i2 283 1
TRINITY_DN1600_c0_g2_i1 1225 2
TRINITY_DN1600_c0_g3_i2 1546 2
TRINITY_DN1600_c1_g1_i6 2239 1
TRINITY_DN160104_c0_g1_i3 328 11
TRINITY_DN16014_c0_g1_i5 1345 1
TRINITY_DN1601_c0_g1_i2 1564 79
TRINITY_DN16027_c0_g2_i5 760 14
TRINITY_DN1602_c0_g2_i1 1729 1
TRINITY_DN1602_c1_g1_i1 1258 2
TRINITY_DN1602_c4_g1_i1 625 7
TRINITY_DN160322_c0_g2_i1 331 9
TRINITY_DN160366_c0_g1_i3 310 12
TRINITY_DN160377_c0_g1_i1 307 4
TRINITY_DN1603_c0_g3_i2 2509 2
TRINITY_DN1603_c1_g1_i2 742 4
TRINITY_DN160459_c0_g1_i1 436 6
TRINITY_DN16048_c0_g1_i10 2905 4
TRINITY_DN16051_c0_g1_i2 301 1
TRINITY_DN16060_c0_g1_i13 2191 43
TRINITY_DN16064_c0_g3_i2 1069 1
TRINITY_DN160681_c0_g1_i2 379 1
TRINITY_DN160696_c0_g2_i2 364 16
TRINITY_DN1606_c0_g1_i4 661 1
TRINITY_DN16070_c1_g1_i2 1396 2
TRINITY_DN16076_c0_g2_i2 439 3
TRINITY_DN1607_c0_g1_i1 631 4
TRINITY_DN160844_c0_g1_i1 313 15
TRINITY_DN16085_c0_g1_i2 304 11
TRINITY_DN160863_c0_g2_i5 391 3
TRINITY_DN160895_c0_g1_i2 433 13
TRINITY_DN1608_c1_g1_i12 1564 3
TRINITY_DN160923_c0_g1_i1 457 2
TRINITY_DN1609_c0_g1_i6 3397 18
TRINITY_DN160_c0_g2_i1 3379 16
TRINITY_DN16102_c0_g1_i5 472 2
TRINITY_DN16104_c0_g2_i8 1414 8
TRINITY_DN161056_c0_g1_i2 334 12
TRINITY_DN16111_c1_g1_i5 2437 54
TRINITY_DN16115_c1_g1_i1 1270 2
TRINITY_DN161166_c0_g1_i3 361 1
TRINITY_DN16119_c0_g1_i4 397 19
TRINITY_DN161205_c0_g1_i1 1936 2
TRINITY_DN16126_c0_g1_i14 745 14
TRINITY_DN161322_c0_g1_i1 397 12
TRINITY_DN16135_c0_g2_i1 463 11
TRINITY_DN1613_c0_g1_i2 859 3
TRINITY_DN1613_c1_g1_i5 4225 5
TRINITY_DN1613_c2_g1_i2 541 22
TRINITY_DN1614_c0_g1_i1 5581 167
TRINITY_DN161633_c0_g1_i1 310 8
TRINITY_DN161634_c2_g1_i3 325 2
TRINITY_DN16167_c1_g1_i11 748 33
TRINITY_DN1616_c1_g2_i10 424 7
