transcript_BGM_F len_BGM_F n_var_BGM_F
TRINITY_DN19715_c0_g1_i4 1015 2
TRINITY_DN1973_c1_g5_i1 565 5
TRINITY_DN19748_c0_g1_i4 607 2
TRINITY_DN1975_c0_g1_i9 1213 21
TRINITY_DN19786_c0_g1_i5 529 1
TRINITY_DN1978_c1_g1_i1 2143 6
TRINITY_DN19791_c0_g1_i7 715 7
TRINITY_DN197929_c0_g1_i1 310 6
TRINITY_DN19797_c0_g4_i1 337 1
TRINITY_DN1979_c1_g1_i1 2197 4
TRINITY_DN1979_c3_g1_i1 3022 2
TRINITY_DN197_c0_g1_i7 1336 4
TRINITY_DN19805_c1_g1_i2 592 5
TRINITY_DN1980_c0_g1_i8 2587 99
TRINITY_DN19811_c0_g1_i5 394 15
TRINITY_DN19818_c0_g2_i1 877 1
TRINITY_DN198200_c0_g1_i4 409 14
TRINITY_DN19825_c0_g2_i6 2878 1
TRINITY_DN198421_c0_g1_i1 400 8
TRINITY_DN1984_c2_g1_i2 1615 27
TRINITY_DN1985_c0_g1_i11 598 7
TRINITY_DN1985_c1_g1_i5 2218 3
TRINITY_DN19863_c0_g1_i12 937 4
TRINITY_DN19867_c0_g1_i2 631 4
TRINITY_DN1986_c0_g1_i13 2047 6
TRINITY_DN1986_c2_g1_i1 1681 11
TRINITY_DN19871_c0_g3_i4 1048 1
TRINITY_DN19875_c0_g1_i2 2149 3
TRINITY_DN1987_c7_g1_i2 1009 2
TRINITY_DN19895_c0_g1_i10 685 10
TRINITY_DN19896_c0_g1_i2 370 9
TRINITY_DN198972_c0_g1_i1 382 2
TRINITY_DN1989_c0_g1_i9 1738 3
TRINITY_DN198_c0_g1_i2 1528 1
TRINITY_DN19905_c0_g1_i3 4099 2
TRINITY_DN19908_c0_g1_i7 2308 3
TRINITY_DN1990_c1_g1_i3 472 1
TRINITY_DN1991_c0_g1_i1 1057 38
TRINITY_DN19923_c0_g1_i2 457 3
TRINITY_DN19924_c0_g1_i1 1783 7
TRINITY_DN19924_c0_g2_i7 1783 7
TRINITY_DN19927_c1_g1_i2 631 2
TRINITY_DN19929_c0_g1_i3 808 1
TRINITY_DN1992_c0_g1_i8 3511 1
TRINITY_DN1992_c0_g2_i1 1162 8
TRINITY_DN1992_c1_g1_i5 3538 2
TRINITY_DN1992_c1_g2_i1 2293 5
TRINITY_DN1992_c4_g1_i1 1618 1
TRINITY_DN19936_c1_g1_i3 1615 4
TRINITY_DN1993_c1_g1_i1 304 1
TRINITY_DN1993_c4_g1_i2 1207 1
TRINITY_DN19941_c0_g1_i1 628 14
TRINITY_DN1994_c0_g1_i6 1804 34
TRINITY_DN19950_c0_g1_i4 823 4
TRINITY_DN199633_c0_g1_i1 385 14
TRINITY_DN199653_c0_g1_i1 313 9
TRINITY_DN199713_c0_g1_i5 346 18
TRINITY_DN19977_c0_g1_i1 1966 2
TRINITY_DN19977_c1_g2_i1 1798 1
TRINITY_DN199810_c0_g1_i1 301 7
TRINITY_DN1998_c0_g1_i2 409 1
TRINITY_DN199989_c0_g1_i10 592 26
TRINITY_DN1999_c0_g1_i1 1360 3
TRINITY_DN1999_c1_g1_i2 1069 11
TRINITY_DN1_c2_g1_i2 541 6
TRINITY_DN1_c2_g2_i7 541 5
TRINITY_DN200003_c0_g1_i1 307 11
TRINITY_DN20000_c0_g1_i1 367 7
TRINITY_DN200032_c0_g1_i3 349 8
TRINITY_DN200061_c0_g1_i3 433 21
TRINITY_DN2000_c0_g1_i12 3346 5
TRINITY_DN2001_c0_g1_i7 697 1
TRINITY_DN2002_c0_g2_i2 976 1
TRINITY_DN2002_c1_g1_i15 3793 27
TRINITY_DN200328_c0_g1_i4 292 3
TRINITY_DN2004_c0_g1_i4 3442 12
TRINITY_DN20062_c0_g1_i7 436 13
TRINITY_DN200646_c0_g3_i1 1171 1
TRINITY_DN200700_c0_g2_i1 331 2
TRINITY_DN20070_c0_g1_i4 1204 45
TRINITY_DN2007_c0_g1_i3 1039 24
TRINITY_DN2008_c1_g1_i4 2326 81
TRINITY_DN200_c0_g1_i9 2575 6
TRINITY_DN200_c1_g1_i3 3922 10
TRINITY_DN20112_c1_g2_i1 337 14
TRINITY_DN2013_c0_g1_i13 10006 8
TRINITY_DN2013_c2_g2_i3 424 2
TRINITY_DN20142_c0_g1_i2 739 30
TRINITY_DN20149_c0_g2_i1 1633 1
TRINITY_DN20179_c0_g1_i2 403 9
TRINITY_DN2017_c0_g1_i12 895 3
TRINITY_DN201853_c0_g3_i1 1462 1
TRINITY_DN20186_c4_g1_i1 1048 2
TRINITY_DN20187_c0_g1_i7 985 8
TRINITY_DN2018_c0_g1_i9 622 15
TRINITY_DN2018_c2_g2_i1 3724 44
TRINITY_DN20190_c0_g2_i3 7060 5
TRINITY_DN201966_c0_g1_i2 1537 2
TRINITY_DN201_c0_g1_i7 2065 3
TRINITY_DN202109_c0_g1_i4 478 1
TRINITY_DN20219_c4_g1_i1 2431 7
TRINITY_DN20227_c0_g1_i5 1906 1
TRINITY_DN2022_c0_g1_i1 868 2
TRINITY_DN202326_c0_g1_i9 337 18
TRINITY_DN2023_c0_g1_i3 1192 3
TRINITY_DN2023_c0_g2_i3 1006 2
TRINITY_DN2023_c1_g1_i15 517 1
TRINITY_DN202413_c0_g1_i11 499 1
TRINITY_DN202539_c0_g1_i3 322 1
TRINITY_DN20261_c0_g1_i2 1174 2
TRINITY_DN2026_c0_g1_i4 1963 4
TRINITY_DN202777_c1_g1_i4 403 26
TRINITY_DN2027_c0_g1_i6 6055 29
TRINITY_DN2027_c1_g1_i5 3751 8
TRINITY_DN20281_c0_g1_i6 364 16
TRINITY_DN20283_c0_g1_i4 1378 2
TRINITY_DN20291_c0_g2_i1 1174 25
TRINITY_DN202_c0_g1_i2 1078 1
TRINITY_DN202_c1_g1_i1 805 3
TRINITY_DN20301_c0_g1_i5 331 16
TRINITY_DN203025_c0_g1_i4 1129 4
TRINITY_DN20303_c0_g7_i1 301 1
TRINITY_DN203052_c0_g1_i4 400 15
TRINITY_DN203056_c0_g2_i2 811 2
TRINITY_DN2030_c1_g1_i2 7588 25
TRINITY_DN203173_c0_g1_i1 379 8
TRINITY_DN20317_c1_g1_i5 775 1
TRINITY_DN203181_c0_g1_i1 367 14
TRINITY_DN2031_c2_g1_i1 1816 2
TRINITY_DN20325_c0_g1_i13 475 10
TRINITY_DN203332_c0_g2_i3 346 11
TRINITY_DN203393_c0_g1_i1 301 12
TRINITY_DN20341_c0_g1_i5 1423 4
TRINITY_DN2035_c0_g1_i18 1192 2
TRINITY_DN20366_c0_g1_i5 340 7
TRINITY_DN2036_c1_g1_i2 409 1
TRINITY_DN20371_c0_g1_i4 619 2
TRINITY_DN2038_c0_g1_i14 796 17
TRINITY_DN20393_c0_g1_i4 340 18
TRINITY_DN2039_c1_g1_i2 301 1
TRINITY_DN203_c1_g1_i3 5257 2
TRINITY_DN20403_c0_g1_i9 2323 1
TRINITY_DN204070_c0_g2_i1 415 2
TRINITY_DN2040_c0_g1_i4 862 4
TRINITY_DN2040_c2_g1_i2 1705 4
TRINITY_DN20411_c0_g1_i4 613 21
TRINITY_DN20412_c0_g1_i1 1708 2
TRINITY_DN20416_c0_g1_i1 421 9
TRINITY_DN20417_c0_g1_i7 574 3
TRINITY_DN204290_c0_g1_i3 400 2
TRINITY_DN204310_c0_g1_i1 316 13
TRINITY_DN204414_c0_g1_i21 430 2
TRINITY_DN20442_c0_g1_i13 622 1
TRINITY_DN204492_c4_g1_i1 322 4
TRINITY_DN204495_c0_g1_i1 364 12
TRINITY_DN2044_c0_g1_i1 1123 28
TRINITY_DN20455_c0_g2_i3 325 6
TRINITY_DN20463_c1_g2_i1 1231 2
TRINITY_DN20476_c0_g1_i3 946 2
TRINITY_DN2047_c0_g2_i1 796 1
TRINITY_DN204819_c0_g1_i1 307 3
TRINITY_DN204846_c1_g1_i1 337 16
TRINITY_DN204944_c0_g1_i7 310 3
TRINITY_DN204944_c0_g2_i3 316 6
TRINITY_DN2049_c0_g1_i3 2674 2
TRINITY_DN204_c0_g1_i1 880 43
TRINITY_DN204_c2_g2_i7 1045 1
TRINITY_DN204_c3_g1_i3 409 9
TRINITY_DN20504_c0_g1_i1 592 19
TRINITY_DN20508_c0_g2_i1 385 1
TRINITY_DN20526_c0_g2_i3 697 3
TRINITY_DN20537_c0_g2_i1 2638 7
TRINITY_DN205407_c0_g1_i8 592 1
TRINITY_DN20540_c0_g1_i1 532 9
TRINITY_DN2054_c0_g1_i2 1162 4
TRINITY_DN2054_c1_g1_i9 1021 35
TRINITY_DN2054_c2_g1_i2 8596 17
TRINITY_DN205533_c0_g1_i24 322 17
TRINITY_DN20557_c0_g1_i1 754 1
TRINITY_DN205731_c0_g1_i3 325 19
TRINITY_DN2057_c0_g1_i5 385 2
TRINITY_DN20580_c0_g1_i1 1714 12
TRINITY_DN20582_c0_g1_i4 1900 1
TRINITY_DN2058_c0_g1_i25 5053 1
TRINITY_DN205985_c0_g1_i3 328 3
TRINITY_DN205_c3_g1_i2 721 2
TRINITY_DN2061_c0_g2_i5 946 4
TRINITY_DN206299_c0_g1_i1 2953 4
TRINITY_DN206299_c0_g2_i2 4198 5
TRINITY_DN20629_c0_g2_i1 343 8
TRINITY_DN20639_c0_g1_i6 451 1
TRINITY_DN2063_c0_g1_i5 8284 2
TRINITY_DN2063_c0_g2_i2 685 2
TRINITY_DN20643_c0_g2_i5 1681 19
TRINITY_DN2064_c0_g1_i1 340 12
TRINITY_DN2064_c1_g1_i4 4870 8
TRINITY_DN2066_c0_g1_i15 535 2
TRINITY_DN2066_c1_g1_i6 2113 12
TRINITY_DN206831_c0_g1_i6 304 12
TRINITY_DN20687_c0_g1_i5 1057 1
TRINITY_DN2068_c1_g1_i1 664 2
TRINITY_DN206959_c0_g1_i5 2188 1
TRINITY_DN206989_c0_g1_i1 1591 1
TRINITY_DN206990_c0_g1_i2 2341 1
TRINITY_DN206992_c0_g1_i1 493 16
TRINITY_DN206_c0_g1_i1 364 1
TRINITY_DN20701_c0_g2_i4 346 22
TRINITY_DN207183_c0_g1_i5 2158 15
TRINITY_DN2071_c0_g1_i2 1555 3
TRINITY_DN2071_c2_g1_i3 580 3
TRINITY_DN2071_c3_g1_i1 1204 1
TRINITY_DN207240_c0_g1_i1 334 13
TRINITY_DN20725_c0_g1_i5 1477 6
TRINITY_DN20734_c0_g1_i1 376 1
TRINITY_DN207406_c0_g1_i1 298 2
TRINITY_DN207571_c0_g1_i4 385 12
TRINITY_DN20765_c0_g1_i4 739 2
TRINITY_DN207764_c0_g1_i1 313 1
TRINITY_DN20787_c0_g1_i1 361 8
TRINITY_DN2078_c0_g1_i1 964 17
TRINITY_DN20797_c0_g1_i5 433 1
TRINITY_DN207_c0_g1_i11 1246 43
TRINITY_DN2080_c0_g2_i4 1468 1
TRINITY_DN20812_c0_g1_i4 2056 28
TRINITY_DN208206_c0_g1_i1 415 3
TRINITY_DN208439_c0_g1_i1 529 1
TRINITY_DN2085_c0_g1_i2 802 1
TRINITY_DN20860_c0_g1_i2 382 17
TRINITY_DN208658_c0_g2_i2 400 3
TRINITY_DN20882_c1_g1_i14 628 6
TRINITY_DN2088_c0_g1_i4 532 9
TRINITY_DN2089_c0_g1_i2 1660 4
TRINITY_DN209064_c0_g1_i2 778 15
TRINITY_DN2090_c0_g1_i7 1840 3
TRINITY_DN2091_c0_g1_i6 463 4
TRINITY_DN20926_c0_g1_i1 2434 2
TRINITY_DN2092_c0_g2_i5 1231 2
TRINITY_DN2092_c1_g2_i1 2944 2
TRINITY_DN2092_c2_g1_i2 631 1
TRINITY_DN20942_c0_g1_i6 661 1
TRINITY_DN20946_c0_g1_i8 328 5
TRINITY_DN2095_c1_g1_i1 2578 1
TRINITY_DN20961_c1_g1_i2 1372 1
TRINITY_DN20964_c1_g1_i6 1309 5
TRINITY_DN2096_c0_g1_i5 3835 1
TRINITY_DN2096_c1_g2_i10 2398 32
TRINITY_DN20974_c0_g1_i4 679 1
TRINITY_DN209813_c0_g1_i2 301 5
TRINITY_DN209821_c0_g1_i3 379 18
TRINITY_DN209926_c0_g1_i8 547 3
TRINITY_DN20996_c1_g1_i2 1222 1
TRINITY_DN209_c0_g1_i17 928 2
TRINITY_DN20_c1_g1_i5 556 1
TRINITY_DN20_c3_g1_i3 2911 6
TRINITY_DN210028_c0_g1_i4 553 19
TRINITY_DN210034_c0_g1_i1 313 1
TRINITY_DN21004_c0_g1_i8 310 2
TRINITY_DN210200_c0_g1_i1 316 5
TRINITY_DN21023_c0_g1_i14 3514 5
TRINITY_DN21029_c0_g1_i4 1102 1
TRINITY_DN2102_c0_g1_i6 1510 2
TRINITY_DN2102_c2_g1_i9 2305 87
TRINITY_DN21040_c0_g2_i1 373 1
TRINITY_DN2104_c1_g1_i2 445 4
TRINITY_DN2106_c0_g1_i19 1258 1
TRINITY_DN210755_c0_g1_i1 778 37
TRINITY_DN21079_c0_g1_i9 1273 1
TRINITY_DN2109_c0_g1_i11 1498 4
TRINITY_DN2109_c0_g2_i4 4252 59
TRINITY_DN210_c1_g1_i7 403 14
TRINITY_DN211114_c0_g1_i1 304 10
TRINITY_DN21117_c0_g1_i6 637 18
TRINITY_DN2111_c1_g1_i1 1090 1
TRINITY_DN2112_c0_g1_i2 2224 11
TRINITY_DN2112_c0_g3_i6 2185 3
TRINITY_DN2113_c0_g1_i2 2245 1
TRINITY_DN2113_c1_g1_i5 1456 2
TRINITY_DN2113_c2_g2_i2 1291 1
TRINITY_DN211404_c0_g1_i1 367 12
TRINITY_DN211404_c1_g1_i2 307 5
TRINITY_DN21140_c0_g1_i2 3037 1
TRINITY_DN211513_c0_g1_i4 550 17
TRINITY_DN211652_c0_g1_i4 430 6
TRINITY_DN2116_c0_g1_i1 1744 67
TRINITY_DN2116_c0_g2_i1 568 6
TRINITY_DN211718_c0_g1_i2 1270 4
TRINITY_DN211736_c0_g1_i2 445 18
TRINITY_DN211791_c0_g1_i8 514 9
TRINITY_DN211903_c0_g1_i1 394 2
TRINITY_DN21191_c0_g1_i8 469 9
TRINITY_DN2121_c0_g1_i7 475 17
TRINITY_DN212210_c0_g2_i4 2149 13
TRINITY_DN2122_c1_g1_i2 1006 10
TRINITY_DN2122_c5_g1_i1 640 18
TRINITY_DN21242_c0_g1_i2 988 5
TRINITY_DN2124_c0_g1_i15 2458 3
TRINITY_DN2124_c1_g1_i2 1123 2
TRINITY_DN2124_c1_g2_i2 1123 3
TRINITY_DN212549_c0_g1_i3 415 4
TRINITY_DN2125_c0_g1_i1 2524 34
TRINITY_DN2125_c1_g1_i2 445 5
TRINITY_DN21262_c0_g1_i9 556 7
TRINITY_DN2126_c0_g2_i3 2416 35
TRINITY_DN21283_c0_g1_i1 553 20
TRINITY_DN2128_c0_g1_i11 856 1
TRINITY_DN2129_c0_g2_i1 2515 3
TRINITY_DN212_c0_g1_i4 5482 3
TRINITY_DN212_c10_g1_i1 826 3
TRINITY_DN212_c11_g1_i3 1495 10
TRINITY_DN212_c1_g1_i3 1123 2
TRINITY_DN212_c6_g1_i1 2296 5
TRINITY_DN21301_c0_g1_i1 856 13
TRINITY_DN2130_c0_g1_i5 727 18
TRINITY_DN213236_c0_g2_i1 397 7
TRINITY_DN21334_c0_g1_i1 349 11
TRINITY_DN21338_c0_g1_i11 745 8
TRINITY_DN2133_c0_g1_i3 1384 3
TRINITY_DN2133_c0_g3_i1 3814 1
TRINITY_DN213486_c0_g1_i3 2809 1
TRINITY_DN2134_c0_g1_i7 2428 3
TRINITY_DN213524_c2_g2_i2 343 16
TRINITY_DN213528_c0_g1_i2 478 1
TRINITY_DN21355_c0_g1_i4 889 10
TRINITY_DN21367_c0_g2_i2 3451 3
TRINITY_DN2136_c0_g1_i2 2569 7
TRINITY_DN21375_c1_g1_i1 349 2
TRINITY_DN21384_c0_g1_i2 796 1
TRINITY_DN21384_c1_g2_i4 1012 11
TRINITY_DN21384_c1_g3_i1 487 1
TRINITY_DN2139_c0_g1_i3 1177 29
TRINITY_DN213_c0_g1_i4 1555 1
TRINITY_DN213_c1_g1_i14 1573 6
TRINITY_DN214032_c1_g2_i1 406 12
TRINITY_DN214065_c0_g1_i1 598 1
TRINITY_DN21411_c0_g1_i4 418 17
TRINITY_DN2141_c0_g1_i2 1633 2
TRINITY_DN2141_c2_g1_i3 2818 38
TRINITY_DN21421_c0_g1_i1 1555 11
TRINITY_DN2142_c0_g1_i3 1402 2
TRINITY_DN2143_c0_g1_i4 742 4
TRINITY_DN214490_c0_g1_i1 379 15
TRINITY_DN2144_c1_g1_i8 907 31
TRINITY_DN2144_c2_g4_i1 682 1
TRINITY_DN21458_c0_g1_i6 661 14
TRINITY_DN2145_c0_g1_i1 1768 6
TRINITY_DN21464_c0_g1_i1 448 25
TRINITY_DN21468_c0_g1_i7 1381 25
TRINITY_DN21468_c0_g2_i1 751 2
TRINITY_DN21473_c0_g1_i4 967 1
TRINITY_DN21473_c0_g5_i3 1126 1
TRINITY_DN2147_c0_g1_i3 4546 3
TRINITY_DN2148_c0_g1_i7 1456 2
TRINITY_DN21495_c0_g1_i4 1243 27
TRINITY_DN21498_c1_g1_i1 307 7
TRINITY_DN214_c5_g1_i2 4432 3
TRINITY_DN21510_c0_g1_i6 472 5
TRINITY_DN2153_c1_g1_i1 355 1
TRINITY_DN21540_c0_g1_i3 1744 4
TRINITY_DN21547_c0_g1_i5 403 17
TRINITY_DN21549_c0_g1_i7 2914 5
TRINITY_DN2154_c0_g1_i1 2071 10
TRINITY_DN2154_c1_g1_i9 1567 27
TRINITY_DN215531_c0_g1_i7 484 14
TRINITY_DN21557_c0_g1_i1 586 2
TRINITY_DN2156_c0_g1_i6 1024 1
TRINITY_DN21576_c0_g1_i13 1084 39
TRINITY_DN215824_c0_g1_i1 346 16
TRINITY_DN21595_c1_g1_i2 400 11
TRINITY_DN215964_c0_g1_i4 463 18
TRINITY_DN21599_c1_g1_i1 796 1
TRINITY_DN2159_c0_g1_i16 1348 66
TRINITY_DN215_c1_g1_i8 1012 11
TRINITY_DN215_c3_g3_i1 1819 2
TRINITY_DN21618_c0_g1_i1 1333 1
TRINITY_DN2161_c0_g1_i1 2578 5
TRINITY_DN21627_c0_g1_i6 1429 12
TRINITY_DN216431_c0_g3_i2 301 12
TRINITY_DN21644_c0_g3_i1 889 2
TRINITY_DN2164_c0_g1_i19 1171 42
TRINITY_DN21652_c0_g1_i5 1576 5
TRINITY_DN2165_c0_g1_i2 313 2
TRINITY_DN21660_c0_g1_i29 724 7
TRINITY_DN21663_c0_g2_i4 472 4
TRINITY_DN21666_c0_g1_i3 901 23
TRINITY_DN21674_c0_g1_i7 316 4
TRINITY_DN216769_c0_g1_i1 409 15
TRINITY_DN216772_c1_g1_i1 325 4
TRINITY_DN21685_c1_g1_i4 1735 10
TRINITY_DN21685_c1_g2_i6 373 1
TRINITY_DN21688_c0_g1_i4 2374 8
TRINITY_DN2168_c0_g1_i2 1627 11
TRINITY_DN21692_c0_g1_i1 1417 7
TRINITY_DN216939_c0_g1_i1 322 9
TRINITY_DN21694_c0_g1_i11 955 1
TRINITY_DN2169_c2_g1_i1 2836 1
TRINITY_DN216_c0_g1_i5 3871 7
TRINITY_DN2170_c1_g1_i10 724 1
TRINITY_DN21713_c0_g1_i6 460 2
TRINITY_DN217153_c0_g1_i5 436 1
TRINITY_DN217269_c0_g1_i5 658 3
TRINITY_DN217333_c0_g1_i1 304 1
TRINITY_DN21739_c0_g1_i3 1525 2
TRINITY_DN2173_c0_g1_i8 1072 32
TRINITY_DN2174_c0_g1_i8 568 22
TRINITY_DN217625_c0_g1_i1 424 9
TRINITY_DN21767_c0_g1_i2 376 8
TRINITY_DN2176_c1_g1_i12 1390 2
TRINITY_DN2177_c0_g1_i3 1972 3
TRINITY_DN2177_c0_g4_i1 784 13
TRINITY_DN21788_c0_g1_i46 5473 10
TRINITY_DN21790_c0_g1_i2 736 1
TRINITY_DN21795_c0_g1_i2 2068 1
TRINITY_DN21796_c0_g1_i2 3484 10
TRINITY_DN21798_c0_g2_i1 1780 1
TRINITY_DN2179_c0_g1_i12 385 7
TRINITY_DN217_c1_g1_i4 4267 13
TRINITY_DN218102_c1_g1_i3 331 5
TRINITY_DN218253_c0_g1_i3 352 16
TRINITY_DN2182_c0_g1_i6 1606 7
TRINITY_DN2182_c0_g2_i3 1534 2
TRINITY_DN21836_c0_g1_i2 346 7
TRINITY_DN2183_c0_g1_i4 1771 6
TRINITY_DN218437_c0_g1_i4 382 12
TRINITY_DN2184_c2_g1_i1 841 1
TRINITY_DN218584_c0_g1_i4 361 9
TRINITY_DN2185_c0_g1_i4 4048 2
TRINITY_DN218654_c0_g1_i1 1333 1
TRINITY_DN2186_c1_g1_i2 595 1
TRINITY_DN21871_c0_g1_i5 484 14
TRINITY_DN218745_c0_g2_i2 1408 1
TRINITY_DN2187_c1_g1_i1 1720 4
TRINITY_DN21880_c1_g1_i2 442 2
TRINITY_DN21883_c0_g3_i1 796 16
TRINITY_DN218887_c1_g3_i2 1519 4
TRINITY_DN218_c2_g1_i3 2650 1
TRINITY_DN218_c7_g1_i1 604 3
TRINITY_DN2190_c1_g1_i2 583 9
TRINITY_DN219220_c0_g1_i2 718 1
TRINITY_DN21922_c0_g1_i12 916 21
TRINITY_DN21935_c0_g1_i1 418 18
TRINITY_DN21938_c0_g6_i1 325 2
TRINITY_DN2193_c2_g1_i4 307 2
TRINITY_DN2193_c3_g1_i2 3703 4
TRINITY_DN219496_c0_g1_i1 1273 1
TRINITY_DN2194_c0_g1_i7 2434 45
TRINITY_DN2194_c0_g2_i1 841 2
TRINITY_DN21958_c0_g2_i1 514 1
TRINITY_DN2195_c0_g1_i6 1513 15
TRINITY_DN21982_c0_g1_i2 415 1
TRINITY_DN2198_c2_g1_i4 355 6
TRINITY_DN21990_c0_g1_i1 370 1
TRINITY_DN219977_c0_g1_i6 403 3
TRINITY_DN2199_c1_g1_i5 1840 4
TRINITY_DN2199_c3_g1_i2 5242 2
TRINITY_DN21_c0_g1_i4 1465 1
TRINITY_DN21_c1_g2_i6 1132 22
TRINITY_DN21_c3_g1_i2 436 22
TRINITY_DN21_c6_g1_i1 2230 5
TRINITY_DN22003_c0_g3_i1 304 1
TRINITY_DN22003_c0_g4_i5 1750 2
TRINITY_DN22006_c0_g1_i1 631 2
TRINITY_DN2201_c0_g1_i5 1069 48
TRINITY_DN2201_c1_g1_i4 355 4
TRINITY_DN2202_c0_g1_i7 967 8
TRINITY_DN2202_c3_g1_i3 1210 1
TRINITY_DN2202_c3_g2_i1 1069 2
TRINITY_DN2203_c1_g2_i1 1780 5
TRINITY_DN2203_c9_g3_i1 658 1
TRINITY_DN22040_c0_g2_i4 271 11
TRINITY_DN2204_c0_g1_i8 784 1
TRINITY_DN22052_c0_g1_i6 949 1
TRINITY_DN22091_c0_g1_i13 1486 26
TRINITY_DN220_c0_g1_i9 1180 1
TRINITY_DN22116_c0_g1_i1 301 12
TRINITY_DN221171_c0_g3_i1 367 4
TRINITY_DN22123_c0_g1_i3 340 1
TRINITY_DN2212_c2_g1_i1 3490 7
TRINITY_DN2212_c2_g2_i2 505 1
TRINITY_DN221303_c0_g2_i1 322 10
TRINITY_DN22137_c0_g1_i1 1486 18
TRINITY_DN2213_c0_g2_i4 2230 20
TRINITY_DN22140_c0_g1_i5 328 1
TRINITY_DN2214_c1_g1_i2 610 13
TRINITY_DN2215_c0_g1_i3 1780 2
TRINITY_DN2216_c0_g1_i6 733 2
TRINITY_DN221700_c0_g1_i1 316 6
TRINITY_DN2217_c0_g1_i4 1261 3
TRINITY_DN2217_c2_g1_i4 1141 1
TRINITY_DN2217_c3_g1_i1 1489 4
TRINITY_DN221_c0_g1_i2 2413 2
TRINITY_DN221_c1_g1_i2 3742 9
TRINITY_DN221_c2_g1_i4 8722 40
TRINITY_DN221_c4_g2_i1 2071 1
TRINITY_DN221_c5_g1_i2 1951 3
TRINITY_DN2221_c0_g1_i7 1840 9
TRINITY_DN22224_c0_g1_i2 322 22
TRINITY_DN22225_c0_g2_i5 2962 6
TRINITY_DN2223_c0_g1_i3 2719 134
TRINITY_DN2223_c0_g2_i6 1432 19
TRINITY_DN2223_c1_g1_i5 1567 74
TRINITY_DN2223_c1_g2_i1 421 11
TRINITY_DN2224_c1_g1_i1 610 1
TRINITY_DN222532_c0_g2_i1 316 10
TRINITY_DN22254_c0_g1_i11 400 10
TRINITY_DN22259_c0_g1_i7 679 27
TRINITY_DN222659_c0_g1_i1 373 8
TRINITY_DN22268_c0_g1_i2 1282 3
TRINITY_DN2227_c0_g1_i15 3970 9
TRINITY_DN22285_c0_g1_i4 892 1
TRINITY_DN22288_c1_g1_i1 481 1
TRINITY_DN22291_c0_g1_i7 541 3
TRINITY_DN22295_c0_g1_i4 736 2
TRINITY_DN222_c1_g2_i1 2857 1
TRINITY_DN222_c2_g1_i26 1165 2
TRINITY_DN222_c3_g1_i3 430 2
TRINITY_DN222_c4_g1_i7 349 8
TRINITY_DN2232_c0_g1_i5 1111 3
TRINITY_DN2234_c0_g1_i1 670 15
TRINITY_DN2235_c0_g1_i5 496 8
TRINITY_DN223677_c0_g1_i1 307 5
TRINITY_DN22367_c0_g1_i8 601 3
TRINITY_DN223682_c0_g1_i2 304 13
TRINITY_DN2236_c0_g1_i2 1228 1
TRINITY_DN2239_c0_g4_i1 304 1
TRINITY_DN22404_c0_g1_i11 1612 7
TRINITY_DN224143_c0_g2_i2 3832 2
TRINITY_DN22414_c0_g2_i11 3310 7
TRINITY_DN2241_c0_g2_i3 784 1
TRINITY_DN2242_c0_g1_i8 2230 5
TRINITY_DN2242_c1_g1_i2 775 2
TRINITY_DN2243_c0_g1_i3 469 3
TRINITY_DN224403_c1_g1_i2 928 1
TRINITY_DN2244_c0_g1_i1 1651 22
TRINITY_DN2245_c0_g2_i1 580 1
TRINITY_DN22489_c0_g3_i1 334 10
TRINITY_DN2249_c0_g1_i9 1705 67
TRINITY_DN224_c0_g4_i2 3346 5
TRINITY_DN224_c1_g1_i4 2986 19
TRINITY_DN224_c2_g1_i4 1051 1
TRINITY_DN225029_c0_g1_i3 2353 9
TRINITY_DN2250_c0_g2_i2 2320 4
TRINITY_DN2250_c2_g1_i1 1294 1
TRINITY_DN2250_c3_g1_i3 928 3
TRINITY_DN2252_c0_g1_i13 6766 9
TRINITY_DN2253_c0_g1_i21 2107 8
TRINITY_DN2254_c0_g1_i2 574 1
TRINITY_DN225543_c0_g1_i2 382 16
TRINITY_DN225562_c0_g1_i1 412 4
TRINITY_DN2255_c1_g1_i1 1378 1
TRINITY_DN2256_c1_g1_i9 1927 98
TRINITY_DN2257_c1_g1_i1 676 1
TRINITY_DN2258_c0_g1_i4 2224 43
TRINITY_DN2259_c0_g1_i4 1099 48
TRINITY_DN2259_c0_g2_i11 793 1
TRINITY_DN22605_c0_g2_i2 478 1
TRINITY_DN22608_c0_g1_i4 463 14
TRINITY_DN22608_c0_g4_i1 391 6
TRINITY_DN2260_c0_g1_i14 517 4
TRINITY_DN2260_c1_g1_i6 556 13
TRINITY_DN226258_c0_g1_i2 811 29
TRINITY_DN22629_c0_g1_i5 316 10
TRINITY_DN2262_c0_g1_i7 742 1
TRINITY_DN2263_c0_g1_i6 529 21
TRINITY_DN22643_c0_g2_i8 490 2
TRINITY_DN22644_c0_g1_i6 586 6
TRINITY_DN2264_c0_g1_i6 8446 46
TRINITY_DN2264_c2_g1_i3 652 4
TRINITY_DN22650_c0_g1_i7 1822 48
TRINITY_DN226516_c0_g1_i3 457 8
TRINITY_DN22658_c0_g2_i2 874 2
TRINITY_DN226702_c0_g1_i4 502 6
TRINITY_DN2267_c0_g1_i3 2104 7
TRINITY_DN22682_c1_g1_i1 376 1
