transcript_BRO_F len_BRO_F n_var_BRO_F
TRINITY_DN2246_c1_g1_i4 2080 8
TRINITY_DN22483_c0_g2_i1 367 0
TRINITY_DN22491_c0_g2_i8 2482 0
TRINITY_DN2249_c3_g1_i1 544 21
TRINITY_DN224_c3_g1_i7 1072 49
TRINITY_DN22505_c0_g1_i1 391 22
TRINITY_DN22506_c0_g1_i2 997 3
TRINITY_DN22507_c0_g2_i3 1306 0
TRINITY_DN2251_c2_g1_i4 1291 0
TRINITY_DN22535_c2_g1_i7 937 10
TRINITY_DN22539_c1_g1_i1 523 11
TRINITY_DN22551_c0_g1_i5 406 0
TRINITY_DN2256_c0_g1_i3 850 33
TRINITY_DN22579_c0_g1_i7 502 25
TRINITY_DN22592_c0_g1_i4 742 0
TRINITY_DN225_c0_g1_i6 790 17
TRINITY_DN22608_c2_g2_i1 466 1
TRINITY_DN2261_c0_g1_i2 4576 0
TRINITY_DN22637_c0_g1_i7 3913 0
TRINITY_DN2269_c0_g1_i1 349 9
TRINITY_DN226_c0_g1_i8 4459 2
TRINITY_DN22702_c0_g1_i2 853 4
TRINITY_DN22715_c0_g1_i1 448 3
TRINITY_DN22757_c0_g2_i4 523 5
TRINITY_DN22758_c0_g1_i8 736 19
TRINITY_DN22759_c0_g1_i3 2347 0
TRINITY_DN2275_c0_g2_i10 1066 9
TRINITY_DN22760_c0_g1_i2 1114 0
TRINITY_DN22760_c0_g2_i1 328 1
TRINITY_DN2277_c0_g1_i1 3604 0
TRINITY_DN22810_c2_g2_i3 931 0
TRINITY_DN22820_c0_g2_i2 628 1
TRINITY_DN22823_c0_g1_i5 649 3
TRINITY_DN2282_c1_g1_i11 460 10
TRINITY_DN22860_c1_g1_i7 523 0
TRINITY_DN2286_c0_g2_i3 544 5
TRINITY_DN22884_c0_g1_i6 934 4
TRINITY_DN22916_c0_g1_i2 637 3
TRINITY_DN22931_c0_g2_i2 391 0
TRINITY_DN2294_c0_g1_i1 883 59
TRINITY_DN2295_c0_g1_i11 1069 15
TRINITY_DN22969_c0_g1_i3 445 0
TRINITY_DN22979_c0_g1_i2 571 0
TRINITY_DN2297_c0_g1_i1 454 2
TRINITY_DN22_c0_g1_i7 1633 1
TRINITY_DN22_c2_g1_i2 2056 0
TRINITY_DN22_c4_g3_i2 322 0
TRINITY_DN23020_c0_g1_i1 412 0
TRINITY_DN2302_c0_g2_i7 1534 3
TRINITY_DN2303_c2_g1_i2 763 5
TRINITY_DN2303_c6_g1_i6 1627 2
TRINITY_DN23042_c0_g1_i3 943 0
TRINITY_DN23070_c0_g1_i6 418 6
TRINITY_DN2307_c0_g1_i1 2890 0
TRINITY_DN2307_c0_g5_i1 616 0
TRINITY_DN2309_c0_g1_i4 703 24
TRINITY_DN230_c0_g2_i3 457 9
TRINITY_DN2311_c0_g1_i16 1648 9
TRINITY_DN23132_c0_g1_i3 1600 8
TRINITY_DN23132_c0_g3_i2 931 0
TRINITY_DN23144_c0_g1_i1 391 14
TRINITY_DN23148_c0_g1_i5 319 0
TRINITY_DN2314_c1_g1_i10 409 5
TRINITY_DN23169_c0_g1_i8 2881 0
TRINITY_DN2324_c0_g1_i7 1438 36
TRINITY_DN2325_c0_g1_i3 361 11
TRINITY_DN23264_c0_g2_i9 988 0
TRINITY_DN23267_c0_g2_i3 1198 0
TRINITY_DN2328_c0_g1_i8 1906 47
TRINITY_DN23295_c0_g1_i4 520 1
TRINITY_DN232_c0_g1_i4 397 0
TRINITY_DN232_c1_g2_i2 325 0
TRINITY_DN23309_c0_g1_i1 325 0
TRINITY_DN2334_c1_g1_i11 466 11
TRINITY_DN2334_c3_g1_i1 3277 0
TRINITY_DN23367_c0_g1_i10 556 0
TRINITY_DN23377_c0_g1_i6 1039 18
TRINITY_DN2337_c0_g2_i1 1630 43
TRINITY_DN2338_c0_g1_i3 1528 9
TRINITY_DN2340_c0_g1_i9 322 0
TRINITY_DN2341_c0_g1_i17 592 0
TRINITY_DN2341_c0_g2_i1 592 0
TRINITY_DN23442_c0_g1_i7 718 6
TRINITY_DN23447_c0_g1_i1 1549 27
TRINITY_DN2346_c0_g2_i3 1768 3
TRINITY_DN2346_c1_g1_i1 2752 3
TRINITY_DN23486_c0_g1_i4 607 10
TRINITY_DN23496_c0_g1_i2 502 5
TRINITY_DN234_c0_g1_i2 661 0
TRINITY_DN23512_c0_g1_i2 406 0
TRINITY_DN2351_c0_g1_i2 568 9
TRINITY_DN2351_c0_g2_i4 313 1
TRINITY_DN2353_c0_g1_i2 3331 0
TRINITY_DN23542_c0_g1_i1 1765 3
TRINITY_DN2354_c3_g1_i3 1210 1
TRINITY_DN2355_c0_g3_i6 1753 25
TRINITY_DN23565_c0_g1_i4 388 5
TRINITY_DN2356_c0_g1_i2 340 1
TRINITY_DN23579_c0_g1_i5 406 0
TRINITY_DN23601_c0_g1_i9 682 20
TRINITY_DN23608_c0_g1_i1 1411 0
TRINITY_DN2360_c3_g1_i1 562 0
TRINITY_DN23618_c0_g1_i4 562 0
TRINITY_DN23641_c0_g1_i3 1258 0
TRINITY_DN23645_c0_g3_i3 1180 0
TRINITY_DN2368_c0_g1_i1 973 0
TRINITY_DN236_c0_g1_i10 2149 68
TRINITY_DN236_c0_g2_i1 1432 1
TRINITY_DN236_c1_g2_i5 712 1
TRINITY_DN236_c27_g1_i1 1333 0
TRINITY_DN237186_c0_g1_i1 442 0
TRINITY_DN2374_c1_g1_i2 1981 0
TRINITY_DN2375_c1_g1_i5 1477 54
TRINITY_DN2376_c0_g1_i21 568 5
TRINITY_DN2376_c2_g1_i4 784 32
TRINITY_DN2377_c0_g1_i1 493 0
TRINITY_DN23791_c0_g1_i1 301 5
TRINITY_DN237_c2_g1_i2 748 28
TRINITY_DN237_c6_g1_i5 835 19
TRINITY_DN2380_c1_g2_i3 415 7
TRINITY_DN2380_c2_g1_i1 1693 34
TRINITY_DN23814_c0_g1_i1 1309 29
TRINITY_DN23833_c0_g1_i2 370 0
TRINITY_DN23843_c0_g1_i2 427 0
TRINITY_DN2384_c0_g1_i5 970 30
TRINITY_DN23854_c0_g2_i3 607 5
TRINITY_DN23856_c0_g1_i5 301 1
TRINITY_DN23857_c0_g3_i2 325 0
TRINITY_DN2385_c0_g1_i2 802 0
TRINITY_DN2386_c0_g1_i7 790 0
TRINITY_DN23881_c0_g1_i2 340 0
TRINITY_DN23896_c0_g1_i1 619 21
TRINITY_DN238_c0_g1_i10 1171 7
TRINITY_DN238_c0_g2_i2 736 10
TRINITY_DN23910_c0_g2_i2 406 7
TRINITY_DN2391_c0_g1_i1 592 7
TRINITY_DN2391_c0_g2_i2 817 15
TRINITY_DN2393_c0_g1_i2 1180 46
TRINITY_DN2393_c1_g1_i15 1918 25
TRINITY_DN2394_c0_g1_i4 2002 51
TRINITY_DN2398_c0_g1_i8 997 0
TRINITY_DN24020_c1_g1_i4 319 11
TRINITY_DN24021_c6_g2_i1 745 0
TRINITY_DN24023_c0_g1_i3 451 1
TRINITY_DN2404_c0_g1_i12 1837 0
TRINITY_DN240637_c0_g1_i1 394 0
TRINITY_DN2408_c0_g1_i6 1540 0
TRINITY_DN24091_c2_g1_i1 307 4
TRINITY_DN24095_c0_g1_i3 1624 0
TRINITY_DN24100_c0_g1_i10 328 3
TRINITY_DN24124_c0_g1_i2 1468 0
TRINITY_DN24128_c0_g2_i4 805 1
TRINITY_DN24153_c0_g2_i7 757 0
TRINITY_DN24183_c0_g1_i12 1081 3
TRINITY_DN2425_c0_g1_i11 541 23
TRINITY_DN2427_c0_g1_i6 1792 2
TRINITY_DN24288_c0_g1_i1 403 7
TRINITY_DN24294_c0_g1_i4 397 1
TRINITY_DN242_c6_g1_i2 1285 0
TRINITY_DN2430_c0_g1_i4 775 35
TRINITY_DN24317_c0_g1_i1 493 0
TRINITY_DN24318_c0_g1_i12 373 18
TRINITY_DN2431_c0_g2_i5 961 57
TRINITY_DN2432_c0_g1_i4 571 0
TRINITY_DN24331_c0_g1_i6 1294 0
TRINITY_DN2433_c0_g1_i3 4162 0
TRINITY_DN24366_c0_g1_i2 343 0
TRINITY_DN24373_c0_g1_i6 979 11
TRINITY_DN24416_c0_g1_i5 349 0
TRINITY_DN2445_c0_g1_i2 628 30
TRINITY_DN2445_c0_g2_i5 424 10
TRINITY_DN2448_c0_g1_i1 1525 2
TRINITY_DN24509_c0_g1_i6 2236 0
TRINITY_DN2451_c0_g1_i1 1384 0
TRINITY_DN24539_c0_g1_i8 436 0
TRINITY_DN24542_c0_g1_i6 2572 43
TRINITY_DN2454_c1_g3_i1 373 0
TRINITY_DN24578_c0_g1_i3 466 7
TRINITY_DN24581_c0_g1_i4 307 0
TRINITY_DN24583_c0_g1_i5 1582 17
TRINITY_DN245_c0_g1_i2 358 1
TRINITY_DN24632_c0_g1_i3 304 0
TRINITY_DN24632_c0_g4_i2 319 7
TRINITY_DN24632_c0_g5_i1 331 3
TRINITY_DN2463_c0_g1_i6 337 12
TRINITY_DN2464_c0_g1_i10 1612 0
TRINITY_DN2464_c1_g2_i1 1873 2
TRINITY_DN2464_c2_g1_i10 850 34
TRINITY_DN24669_c0_g1_i13 514 10
TRINITY_DN2466_c0_g2_i3 604 0
TRINITY_DN24671_c0_g1_i2 649 7
TRINITY_DN24673_c0_g1_i4 514 0
TRINITY_DN2467_c0_g1_i7 1045 36
TRINITY_DN24696_c0_g1_i17 3241 0
TRINITY_DN2470_c4_g1_i1 634 3
TRINITY_DN24710_c0_g1_i1 553 8
TRINITY_DN2471_c0_g5_i1 340 0
TRINITY_DN2472_c0_g1_i12 685 21
TRINITY_DN24737_c0_g1_i8 2515 0
TRINITY_DN24742_c0_g3_i2 1261 1
TRINITY_DN24778_c0_g1_i6 412 0
TRINITY_DN2477_c0_g1_i7 1924 62
TRINITY_DN24780_c0_g1_i5 364 9
TRINITY_DN24784_c0_g1_i4 541 10
TRINITY_DN24786_c0_g2_i2 373 1
TRINITY_DN2478_c0_g1_i4 3247 21
TRINITY_DN247_c0_g1_i1 2803 1
TRINITY_DN24821_c0_g1_i4 772 0
TRINITY_DN2483_c1_g1_i6 1018 17
TRINITY_DN2486_c0_g2_i4 1798 11
TRINITY_DN2487_c0_g3_i5 1327 1
TRINITY_DN2488_c1_g1_i3 604 1
TRINITY_DN2489_c0_g3_i1 388 8
TRINITY_DN248_c6_g1_i1 1063 0
TRINITY_DN24902_c0_g1_i1 1171 0
TRINITY_DN24906_c1_g1_i6 574 0
TRINITY_DN2491_c0_g1_i2 1027 31
TRINITY_DN2493_c1_g1_i1 1099 0
TRINITY_DN24953_c0_g2_i1 478 0
TRINITY_DN2495_c0_g1_i7 2701 18
TRINITY_DN2495_c1_g1_i17 2680 0
TRINITY_DN249779_c0_g1_i1 493 3
TRINITY_DN2497_c0_g2_i3 1024 1
TRINITY_DN2498_c0_g1_i3 2692 0
TRINITY_DN24997_c0_g1_i1 865 2
TRINITY_DN24997_c0_g3_i3 538 0
TRINITY_DN25008_c1_g1_i6 451 0
TRINITY_DN25034_c0_g1_i5 718 0
TRINITY_DN25037_c0_g1_i2 2755 0
TRINITY_DN2503_c0_g1_i15 1429 0
TRINITY_DN25043_c0_g1_i2 1852 7
TRINITY_DN25045_c0_g1_i10 754 1
TRINITY_DN25048_c0_g1_i1 421 10
TRINITY_DN25052_c0_g1_i2 385 0
TRINITY_DN2506_c0_g1_i6 4936 6
TRINITY_DN250_c0_g1_i3 2371 93
TRINITY_DN25111_c0_g1_i6 811 40
TRINITY_DN25118_c0_g2_i2 478 0
TRINITY_DN2511_c0_g2_i1 370 0
TRINITY_DN2511_c2_g1_i4 889 13
TRINITY_DN25122_c0_g1_i1 382 1
TRINITY_DN2513_c0_g1_i3 415 8
TRINITY_DN2514_c1_g1_i3 658 38
TRINITY_DN25153_c0_g1_i6 2299 33
TRINITY_DN25189_c0_g1_i1 1564 0
TRINITY_DN2518_c0_g1_i10 1027 0
TRINITY_DN25199_c0_g1_i5 2578 0
TRINITY_DN2519_c1_g1_i1 1234 0
TRINITY_DN251_c0_g1_i5 778 25
TRINITY_DN2523_c0_g1_i9 727 0
TRINITY_DN2524_c1_g1_i8 391 0
TRINITY_DN25269_c0_g1_i2 331 0
TRINITY_DN2526_c0_g2_i3 4309 1
TRINITY_DN2527_c0_g3_i1 1468 0
TRINITY_DN25343_c0_g1_i1 562 0
TRINITY_DN25369_c0_g1_i7 310 9
TRINITY_DN25373_c0_g1_i5 817 0
TRINITY_DN25378_c0_g4_i1 394 0
TRINITY_DN2537_c1_g1_i2 886 1
TRINITY_DN253_c0_g2_i2 5062 1
TRINITY_DN2541_c0_g4_i1 358 11
TRINITY_DN25423_c0_g2_i5 943 0
TRINITY_DN25486_c0_g1_i1 493 0
TRINITY_DN25486_c0_g2_i1 793 0
TRINITY_DN2549_c0_g1_i5 361 9
TRINITY_DN254_c0_g2_i7 1162 7
TRINITY_DN25521_c0_g1_i2 1513 68
TRINITY_DN25534_c0_g2_i1 553 3
TRINITY_DN25543_c0_g1_i2 313 9
TRINITY_DN25549_c1_g1_i6 1861 43
TRINITY_DN2555_c0_g1_i1 409 19
TRINITY_DN2555_c0_g2_i1 298 1
TRINITY_DN25560_c0_g1_i8 457 0
TRINITY_DN2557_c0_g2_i4 985 20
TRINITY_DN2561_c3_g1_i13 889 35
TRINITY_DN25623_c0_g1_i1 637 11
TRINITY_DN25623_c0_g2_i1 340 2
TRINITY_DN25623_c0_g3_i2 682 7
TRINITY_DN2562_c0_g1_i2 1528 2
TRINITY_DN2562_c1_g5_i4 1801 0
TRINITY_DN25632_c0_g1_i5 1519 69
TRINITY_DN2563_c0_g1_i1 481 1
TRINITY_DN25669_c0_g1_i3 565 3
TRINITY_DN2566_c0_g1_i6 2062 49
TRINITY_DN25672_c0_g1_i1 388 0
TRINITY_DN25679_c0_g1_i5 304 12
TRINITY_DN2567_c0_g1_i6 628 11
TRINITY_DN256_c4_g1_i5 1786 1
TRINITY_DN256_c8_g1_i1 2767 1
TRINITY_DN25708_c0_g1_i6 4675 1
TRINITY_DN2572_c2_g1_i1 1048 0
TRINITY_DN25743_c0_g1_i3 403 0
TRINITY_DN2576_c4_g1_i1 592 0
TRINITY_DN25777_c0_g1_i10 805 0
TRINITY_DN2578_c0_g1_i6 3682 49
TRINITY_DN2579_c0_g2_i1 1981 13
TRINITY_DN2581_c0_g1_i2 370 6
TRINITY_DN25826_c0_g1_i5 646 0
TRINITY_DN25839_c0_g2_i2 697 18
TRINITY_DN25881_c1_g1_i1 331 6
TRINITY_DN25890_c0_g1_i3 421 9
TRINITY_DN25891_c0_g2_i5 2047 38
TRINITY_DN2589_c1_g1_i5 823 30
TRINITY_DN2589_c1_g2_i10 1057 28
TRINITY_DN25957_c0_g1_i2 349 2
TRINITY_DN2595_c0_g1_i4 2077 9
TRINITY_DN25960_c0_g1_i6 331 5
TRINITY_DN2598_c0_g1_i7 1966 98
TRINITY_DN25999_c0_g1_i2 844 0
TRINITY_DN2601_c0_g1_i3 301 8
TRINITY_DN26025_c0_g1_i6 364 6
TRINITY_DN2602_c0_g2_i11 370 18
TRINITY_DN26032_c2_g1_i1 463 0
TRINITY_DN26056_c0_g1_i11 514 0
TRINITY_DN2606_c0_g1_i6 439 4
TRINITY_DN26077_c0_g4_i1 739 0
TRINITY_DN260_c2_g2_i2 862 2
TRINITY_DN26101_c0_g1_i2 610 1
TRINITY_DN26123_c0_g1_i4 958 36
TRINITY_DN2612_c0_g2_i1 394 16
TRINITY_DN2613_c0_g1_i9 5992 1
TRINITY_DN26144_c0_g1_i1 331 0
TRINITY_DN261_c0_g1_i1 397 1
TRINITY_DN2621_c0_g1_i11 796 43
TRINITY_DN2624_c0_g1_i2 721 28
TRINITY_DN26258_c0_g1_i4 685 1
TRINITY_DN2625_c0_g1_i16 5224 103
TRINITY_DN26284_c0_g1_i5 358 0
TRINITY_DN2629_c0_g2_i11 1963 16
TRINITY_DN262_c1_g1_i3 2839 3
TRINITY_DN26304_c0_g1_i1 379 13
TRINITY_DN26307_c0_g1_i3 1402 0
TRINITY_DN2630_c0_g1_i1 1789 3
TRINITY_DN26355_c0_g1_i6 376 0
TRINITY_DN26361_c0_g1_i7 562 15
TRINITY_DN26366_c0_g1_i1 439 16
TRINITY_DN2636_c0_g1_i27 1231 0
TRINITY_DN26379_c0_g1_i8 433 11
TRINITY_DN2640_c0_g1_i8 3925 1
TRINITY_DN26417_c0_g1_i13 391 15
TRINITY_DN2641_c0_g1_i4 2377 81
TRINITY_DN26423_c0_g1_i1 334 10
TRINITY_DN26434_c0_g1_i6 1096 0
TRINITY_DN26539_c0_g1_i5 484 2
TRINITY_DN26544_c0_g1_i1 523 0
TRINITY_DN26560_c0_g1_i1 409 4
TRINITY_DN26566_c0_g1_i10 2641 9
TRINITY_DN26566_c1_g1_i1 697 0
TRINITY_DN26593_c0_g1_i2 517 7
TRINITY_DN265_c0_g1_i11 931 17
TRINITY_DN2661_c0_g1_i2 469 7
TRINITY_DN2662_c0_g1_i5 394 13
TRINITY_DN26645_c1_g1_i2 361 0
TRINITY_DN2664_c0_g1_i8 928 30
TRINITY_DN266_c1_g1_i3 2665 1
TRINITY_DN266_c2_g1_i3 421 0
TRINITY_DN26703_c0_g1_i3 337 1
TRINITY_DN2672_c0_g2_i1 670 23
TRINITY_DN26822_c0_g1_i12 538 20
TRINITY_DN26855_c1_g2_i1 394 0
TRINITY_DN26876_c0_g1_i2 487 0
TRINITY_DN26886_c0_g1_i2 352 0
TRINITY_DN26886_c0_g2_i8 550 2
TRINITY_DN2689_c1_g1_i7 418 6
TRINITY_DN268_c0_g2_i10 1465 4
TRINITY_DN26915_c0_g1_i2 328 0
TRINITY_DN26935_c0_g1_i1 301 0
TRINITY_DN26935_c0_g2_i1 325 6
TRINITY_DN2693_c0_g3_i2 1717 2
TRINITY_DN26944_c0_g1_i7 964 0
TRINITY_DN26944_c2_g1_i5 304 3
TRINITY_DN2696_c0_g1_i9 637 24
TRINITY_DN26980_c0_g1_i1 451 0
TRINITY_DN26988_c0_g1_i4 409 13
TRINITY_DN2698_c0_g2_i1 394 14
TRINITY_DN2702_c0_g6_i2 418 0
TRINITY_DN27047_c1_g1_i2 793 0
TRINITY_DN2704_c0_g2_i1 409 14
TRINITY_DN2707_c0_g1_i16 304 5
TRINITY_DN270_c1_g1_i4 565 15
TRINITY_DN2710_c0_g1_i1 613 0
TRINITY_DN2710_c3_g1_i3 676 45
TRINITY_DN2712_c0_g1_i10 1399 46
TRINITY_DN27207_c0_g1_i9 355 6
TRINITY_DN2722_c0_g1_i5 985 1
TRINITY_DN27241_c1_g1_i1 2632 2
TRINITY_DN27244_c0_g1_i1 1786 7
TRINITY_DN2724_c0_g1_i1 733 34
TRINITY_DN2724_c0_g3_i1 847 13
TRINITY_DN2724_c2_g1_i2 391 0
TRINITY_DN2724_c2_g2_i1 928 4
TRINITY_DN2724_c2_g3_i1 619 2
TRINITY_DN27259_c0_g1_i3 1069 2
TRINITY_DN2725_c0_g1_i3 1753 11
TRINITY_DN27269_c0_g2_i3 1696 0
TRINITY_DN27298_c0_g2_i1 1222 4
TRINITY_DN272_c0_g1_i9 418 5
TRINITY_DN2730_c2_g1_i5 664 12
TRINITY_DN27311_c1_g1_i11 421 0
TRINITY_DN27326_c0_g1_i7 616 1
TRINITY_DN27340_c0_g1_i1 478 30
TRINITY_DN27340_c0_g2_i1 325 3
TRINITY_DN27345_c0_g2_i4 796 0
TRINITY_DN27357_c0_g1_i4 1522 17
TRINITY_DN2739_c1_g1_i1 1039 1
TRINITY_DN2742_c0_g1_i7 547 26
TRINITY_DN2744_c0_g1_i10 643 12
TRINITY_DN27460_c0_g1_i6 298 0
TRINITY_DN27479_c0_g1_i3 1306 0
TRINITY_DN2749_c0_g2_i1 1111 0
TRINITY_DN27522_c0_g1_i4 415 0
TRINITY_DN27526_c0_g1_i1 379 0
TRINITY_DN2752_c0_g2_i4 1066 29
TRINITY_DN2753_c0_g1_i2 856 0
TRINITY_DN2754_c0_g1_i5 982 0
TRINITY_DN27551_c1_g3_i1 316 0
TRINITY_DN27559_c0_g1_i12 5389 0
TRINITY_DN2758_c0_g1_i9 379 12
TRINITY_DN27591_c0_g1_i1 559 0
TRINITY_DN27592_c0_g1_i9 667 1
TRINITY_DN27596_c0_g1_i1 376 0
TRINITY_DN275_c1_g1_i1 394 13
TRINITY_DN2760_c1_g1_i7 646 2
TRINITY_DN276150_c0_g1_i1 304 0
TRINITY_DN27631_c0_g1_i8 424 1
TRINITY_DN27631_c1_g1_i1 352 0
TRINITY_DN2763_c0_g1_i8 406 12
TRINITY_DN27662_c0_g1_i1 736 0
TRINITY_DN27665_c0_g1_i1 430 6
TRINITY_DN2766_c1_g1_i1 757 16
TRINITY_DN2768_c0_g1_i20 439 6
TRINITY_DN276_c0_g1_i3 319 1
TRINITY_DN27722_c0_g1_i1 334 10
TRINITY_DN2772_c0_g1_i5 778 0
TRINITY_DN2772_c1_g1_i6 736 0
TRINITY_DN27736_c0_g2_i1 325 10
TRINITY_DN27738_c0_g1_i6 319 0
TRINITY_DN27745_c0_g1_i1 304 0
TRINITY_DN2775_c0_g1_i2 2731 1
TRINITY_DN2775_c5_g1_i8 1855 0
TRINITY_DN27760_c0_g1_i1 406 16
TRINITY_DN27770_c0_g1_i1 1237 19
TRINITY_DN2777_c0_g1_i17 1270 11
TRINITY_DN27831_c0_g1_i2 670 0
TRINITY_DN27848_c1_g1_i2 1075 0
TRINITY_DN27885_c0_g1_i9 478 5
TRINITY_DN278_c0_g1_i4 1528 0
TRINITY_DN27916_c0_g2_i1 379 0
TRINITY_DN27930_c0_g1_i8 3811 1
TRINITY_DN2795_c0_g1_i2 1126 1
TRINITY_DN2796_c0_g3_i2 1792 0
TRINITY_DN2797_c0_g1_i7 466 28
TRINITY_DN2797_c0_g2_i6 661 41
TRINITY_DN27983_c2_g1_i3 1267 0
TRINITY_DN279_c0_g2_i2 1615 0
TRINITY_DN279_c0_g3_i1 418 3
TRINITY_DN27_c1_g1_i1 1279 6
TRINITY_DN27_c3_g1_i17 2305 104
TRINITY_DN27_c4_g1_i2 358 0
TRINITY_DN27_c7_g1_i3 556 8
TRINITY_DN2800_c0_g2_i2 853 0
TRINITY_DN2800_c1_g2_i4 5377 2
TRINITY_DN28027_c0_g1_i1 319 0
TRINITY_DN28040_c0_g1_i6 658 18
TRINITY_DN28052_c0_g1_i2 2926 1
TRINITY_DN2806_c1_g3_i1 679 0
TRINITY_DN28093_c0_g1_i10 7462 1
TRINITY_DN28119_c0_g1_i1 364 16
TRINITY_DN2812_c5_g1_i1 754 0
TRINITY_DN28131_c0_g1_i10 730 6
TRINITY_DN28132_c0_g1_i6 589 19
TRINITY_DN2813_c0_g1_i6 2719 16
TRINITY_DN28149_c0_g1_i5 2428 0
TRINITY_DN28168_c0_g1_i5 775 1
TRINITY_DN28180_c0_g1_i2 1288 1
TRINITY_DN281_c1_g1_i22 7363 1
TRINITY_DN2820_c0_g1_i8 1015 50
TRINITY_DN2820_c3_g1_i9 1117 27
TRINITY_DN2821_c0_g1_i8 2137 15
TRINITY_DN2821_c0_g2_i1 457 1
TRINITY_DN28243_c0_g1_i11 523 7
TRINITY_DN28273_c0_g1_i3 361 10
TRINITY_DN28281_c0_g1_i2 691 2
TRINITY_DN2828_c0_g1_i4 418 0
TRINITY_DN2828_c0_g2_i2 709 0
TRINITY_DN2828_c0_g4_i3 1669 38
TRINITY_DN2828_c0_g6_i1 2206 29
TRINITY_DN28292_c0_g1_i1 481 2
TRINITY_DN28294_c0_g1_i5 409 16
TRINITY_DN282_c0_g1_i1 6343 28
TRINITY_DN2831_c0_g1_i5 652 6
TRINITY_DN28329_c1_g2_i4 7147 0
TRINITY_DN2832_c0_g1_i1 436 7
TRINITY_DN2833_c8_g1_i1 913 3
TRINITY_DN2834_c0_g1_i23 736 0
TRINITY_DN28360_c0_g1_i7 550 5
TRINITY_DN28369_c0_g1_i2 349 0
TRINITY_DN2837_c1_g1_i1 688 2
TRINITY_DN2838_c1_g1_i9 424 8
TRINITY_DN2838_c1_g3_i8 766 12
TRINITY_DN283_c0_g2_i1 1681 1
TRINITY_DN2841_c0_g1_i4 1411 3
TRINITY_DN28435_c0_g2_i7 406 1
TRINITY_DN2843_c0_g1_i1 394 17
TRINITY_DN2848_c0_g2_i2 394 0
TRINITY_DN28495_c0_g1_i5 823 19
TRINITY_DN28495_c1_g1_i3 376 6
TRINITY_DN284_c1_g1_i8 1210 55
TRINITY_DN28506_c0_g1_i3 397 6
TRINITY_DN2850_c0_g1_i6 1657 55
TRINITY_DN2851_c0_g4_i8 562 22
TRINITY_DN28521_c0_g1_i4 505 10
TRINITY_DN28525_c0_g1_i1 427 0
TRINITY_DN2853_c0_g1_i12 640 18
TRINITY_DN2854_c1_g1_i3 511 6
TRINITY_DN28557_c0_g1_i1 814 31
TRINITY_DN28564_c0_g1_i5 1165 23
TRINITY_DN2856_c0_g1_i5 454 11
TRINITY_DN2856_c0_g2_i1 376 34
TRINITY_DN2856_c0_g3_i2 736 17
TRINITY_DN2860_c0_g1_i2 877 6
TRINITY_DN2860_c0_g3_i3 1234 0
TRINITY_DN2861_c0_g1_i1 943 0
TRINITY_DN28641_c0_g1_i6 841 15
TRINITY_DN2864_c1_g1_i2 475 7
TRINITY_DN2865_c0_g1_i4 865 0
TRINITY_DN28674_c0_g1_i1 577 7
TRINITY_DN28686_c0_g1_i1 880 0
TRINITY_DN2868_c0_g1_i8 493 10
TRINITY_DN28690_c1_g1_i4 3238 2
TRINITY_DN2869_c0_g1_i12 6340 7
TRINITY_DN2869_c2_g1_i2 412 10
TRINITY_DN2870_c0_g1_i17 1588 21
TRINITY_DN2871_c0_g1_i7 682 15
TRINITY_DN2872_c0_g1_i2 691 20
TRINITY_DN2873_c0_g2_i6 1834 71
TRINITY_DN2874_c0_g1_i4 1300 0
TRINITY_DN28750_c0_g2_i1 430 0
TRINITY_DN2877_c0_g1_i3 2089 35
TRINITY_DN28780_c0_g1_i2 352 7
TRINITY_DN28799_c0_g1_i1 316 0
TRINITY_DN287_c1_g1_i11 703 0
TRINITY_DN28806_c0_g1_i1 352 11
TRINITY_DN2882_c0_g1_i1 1177 22
TRINITY_DN28832_c1_g1_i1 304 0
TRINITY_DN28834_c0_g1_i3 1120 16
TRINITY_DN2883_c1_g1_i1 1492 6
TRINITY_DN2883_c2_g1_i7 328 0
TRINITY_DN28859_c0_g1_i4 301 1
TRINITY_DN28874_c0_g2_i9 1234 0
TRINITY_DN28879_c0_g2_i1 3682 1
TRINITY_DN2887_c0_g1_i11 3013 0
TRINITY_DN288_c0_g1_i24 1714 34
TRINITY_DN28903_c0_g1_i4 370 10
TRINITY_DN2892_c1_g1_i6 340 0
TRINITY_DN2894_c1_g1_i3 1423 0
TRINITY_DN28950_c0_g2_i3 508 2
TRINITY_DN28952_c0_g1_i1 475 2
TRINITY_DN28993_c0_g4_i2 304 0
TRINITY_DN289_c0_g2_i1 2266 0
TRINITY_DN29035_c0_g1_i2 3640 0
TRINITY_DN2905_c0_g1_i14 3094 92
TRINITY_DN2906_c0_g1_i5 946 20
TRINITY_DN29070_c0_g1_i4 676 4
TRINITY_DN2909_c0_g1_i7 319 19
TRINITY_DN2909_c1_g1_i7 601 18
TRINITY_DN290_c0_g1_i13 2626 0
TRINITY_DN2913_c0_g1_i13 715 0
TRINITY_DN2914_c1_g1_i5 838 2
TRINITY_DN29152_c0_g1_i3 439 0
TRINITY_DN2916_c0_g2_i9 1294 31
TRINITY_DN2917_c0_g1_i1 1954 8
TRINITY_DN2918_c0_g5_i1 322 0
TRINITY_DN291_c1_g3_i1 4042 0
TRINITY_DN29234_c0_g1_i1 1594 0
TRINITY_DN29248_c0_g1_i2 496 0
