OG BRO-BGM BAT-BGM BAT-BRO
OG0007280 8.24 7.74 1.06
OG0007282 3.81 2.62 4.34
OG0007283 7.50 1.46 7.61
OG0007285 2.49 1.57 3.20
OG0007286 3.17 1.70 3.59
OG0007287 2.53 1.68 2.99
OG0007288 7.83 3.91 10.46
OG0007289 5.17 2.97 6.62
OG0007290 10.12 4.99 111.61
OG0007291 7.25 6.41 3.60
OG0007292 4.30 1.84 4.66
OG0007293 3.48 2.59 3.84
OG0007295 9.35 1.55 9.66
OG0007296 5.62 3.20 4.59
OG0007297 1.63 0.62 1.49
OG0007298 5.90 2.56 5.62
OG0007299 12.73 0.60 12.89
OG0007300 11.78 5.26 10.15
OG0007301 3.20 2.52 3.12
OG0007302 2.04 1.20 2.09
OG0007303 30.56 1.80 16.26
OG0007304 2.27 1.46 2.27
OG0007305 1.50 1.54 1.81
OG0007306 2.44 1.52 2.87
OG0007307 2.83 1.91 2.56
OG0007308 4.06 0.70 3.91
OG0007309 4.62 3.01 3.64
OG0007311 2.86 1.47 3.33
OG0007312 4.00 1.19 4.08
OG0007313 2.41 2.41 3.11
OG0007314 78.65 1.45 3.83
OG0007315 5.72 4.79 1.33
OG0007316 16.56 14.05 4.37
OG0007317 9.70 2.58 89.90
OG0007318 5.50 1.27 2.78
OG0007319 8.52 1.77 8.33
OG0007320 69.92 0.95 62.32
OG0007321 2.55 1.32 2.70
OG0007322 3.74 2.69 10.41
OG0007323 3.42 2.38 3.75
OG0007324 17.62 1.67 17.62
OG0007325 4.08 0.89 3.73
OG0007326 37.99 37.64 5.52
OG0007327 3.57 0.92 3.27
OG0007328 3.08 1.41 3.08
OG0007329 4.04 1.13 3.76
OG0007330 3.46 1.20 2.92
OG0007331 6.13 9.85 13.18
OG0007332 2.18 1.81 2.79
OG0007334 3.33 1.06 3.68
OG0007335 1.48 1.11 1.48
OG0007336 6.42 6.03 2.50
OG0007337 8.76 4.65 13.31
OG0007338 2.46 0.62 2.59
OG0007339 1.48 0.43 1.57
OG0007340 3.26 2.23 3.52
OG0007341 4.75 1.47 5.17
OG0007342 2.21 1.50 2.52
OG0007343 1.23 0.52 1.35
OG0007344 5.83 4.85 2.25
OG0007345 4.59 1.20 4.66
OG0007346 6.05 2.97 6.54
OG0007347 5.97 3.03 6.03
OG0007348 9.44 8.92 2.64
OG0007349 1.65 0.47 2.13
OG0007350 8.83 6.41 4.99
OG0007351 3.51 1.86 3.30
OG0007352 4.26 2.49 3.98
OG0007353 3.92 1.72 4.45
OG0007354 2.29 1.82 3.69
OG0007355 2.61 1.67 2.99
OG0007356 3.46 1.39 3.32
OG0007357 1.51 1.20 2.05
OG0007358 0.77 0.19 0.58
OG0007359 6.16 3.03 2.14
OG0007360 31.87 1.32 27.85
OG0007361 4.96 2.63 5.90
OG0007362 1.40 1.11 1.68
OG0007363 3.38 1.36 3.06
OG0007364 10.96 0.73 9.42
OG0007365 1.30 0.78 2.77
OG0007366 1.36 0.54 1.24
OG0007367 1.49 0.80 1.37
OG0007368 4.36 4.63 5.06
OG0007369 3.21 2.12 4.31
OG0007370 3.28 1.42 3.95
OG0007371 2.75 2.09 3.42
OG0007372 1.35 19.88 1.64
OG0007373 2.31 2.09 1.13
OG0007374 3.83 1.19 4.08
OG0007376 1.53 1.97 1.31
OG0007377 2.75 2.29 2.81
OG0007378 4.87 2.53 4.78
OG0007379 9.14 5.12 7.73
OG0007380 6.13 3.28 8.47
OG0007381 29.61 3.02 16.13
OG0007383 2.14 1.01 1.95
OG0007384 14.38 14.35 2.43
OG0007385 73.86 73.86 1.43
OG0007386 1.42 0.71 1.66
OG0007387 0.74 0.26 0.90
OG0007388 1.66 1.07 1.85
OG0007390 1.19 0.52 1.19
OG0007391 3.90 5.77 5.55
OG0007392 1.71 1.46 1.88
OG0007393 4.20 2.99 4.24
OG0007394 1.76 8.32 10.04
OG0007395 3.36 2.84 4.17
OG0007396 5.65 4.02 1.97
OG0007397 1.92 1.09 2.21
OG0007398 2.90 1.43 3.31
OG0007399 2.78 0.91 2.72
OG0007400 2.22 0.97 2.22
OG0007401 2.27 1.27 2.63
OG0007402 3.32 3.85 4.30
OG0007403 1.62 12.90 4.43
OG0007404 3.05 0.91 3.10
OG0007405 3.20 2.29 3.73
OG0007406 3.85 1.70 4.29
OG0007407 3.46 2.92 3.71
OG0007408 1.40 0.76 1.12
OG0007409 5.42 1.26 10.12
OG0007410 2.13 1.06 2.25
OG0007411 5.80 1.23 3.60
OG0007412 4.03 1.58 4.83
OG0007413 8.99 3.86 6.83
OG0007414 3.75 2.46 4.04
OG0007415 4.09 1.42 4.09
OG0007416 2.91 1.00 2.98
OG0007417 2.76 1.56 2.86
OG0007418 6.10 3.49 7.00
OG0007419 2.23 0.98 1.98
OG0007420 3.30 1.83 3.55
OG0007422 12.31 4.58 12.24
OG0007423 4.43 4.12 3.81
OG0007424 3.99 1.65 5.58
OG0007425 3.07 1.81 2.73
OG0007426 1.85 19.20 6.35
OG0007427 1.91 1.21 2.65
OG0007428 2.56 1.33 2.15
OG0007429 4.39 3.53 6.71
OG0007430 2.84 1.56 2.53
OG0007431 4.02 2.16 4.37
OG0007432 3.20 1.14 2.29
OG0007433 0.83 0.69 0.97
OG0007434 1.32 0.88 1.21
OG0007435 1.63 0.54 8.79
OG0007436 2.22 1.39 2.83
OG0007437 1.58 1.44 1.70
OG0007438 2.30 1.57 3.31
OG0007439 2.32 1.02 2.48
OG0007440 2.42 3.27 2.16
OG0007441 5.16 9.12 5.51
OG0007442 7.84 14.03 4.43
OG0007443 6.60 3.33 6.00
OG0007444 45.75 1.99 42.99
OG0007445 3.34 0.81 3.35
OG0007446 2.28 1.63 4.72
OG0007447 1.93 1.63 1.18
OG0007448 4.53 2.36 3.71
OG0007449 5.39 1.52 4.65
OG0007450 5.11 9.26 4.60
OG0007451 4.39 2.70 4.51
OG0007452 3.24 1.33 3.17
OG0007453 26.21 20.67 5.26
OG0007454 7.38 2.62 8.15
OG0007455 4.44 1.35 4.19
OG0007457 8.48 5.23 10.46
OG0007458 2.21 0.84 2.73
OG0007459 3.46 1.48 3.34
OG0007460 4.52 1.24 4.38
OG0007461 0.68 0.68 0.82
OG0007462 2.61 1.42 2.51
OG0007463 4.26 4.42 4.17
OG0007464 2.53 0.87 2.83
OG0007465 8.39 4.79 6.93
OG0007466 5.58 2.55 5.29
OG0007467 1.98 1.52 2.48
OG0007468 1.45 0.78 1.12
OG0007469 8.59 4.42 10.30
OG0007470 9.03 7.88 3.52
OG0007471 2.24 0.85 1.79
OG0007472 1.85 1.17 2.05
OG0007473 2.37 0.97 3.55
OG0007474 1.81 1.28 1.47
OG0007475 2.94 1.04 2.30
OG0007477 1.67 0.95 1.67
OG0007478 6.45 3.24 7.35
OG0007479 10.40 4.88 9.80
OG0007480 5.45 1.64 4.69
OG0007481 1.71 0.68 2.01
OG0007482 9.86 7.66 2.84
OG0007483 5.49 1.52 5.81
OG0007484 3.15 0.27 3.32
OG0007485 5.89 0.68 1.55
OG0007486 5.24 3.41 6.31
OG0007487 2.54 1.44 2.54
OG0007488 3.23 1.84 3.33
OG0007489 4.41 1.32 4.97
OG0007490 1.11 0.59 2.38
OG0007492 2.76 1.43 2.90
OG0007493 3.66 1.83 4.38
OG0007494 2.36 1.30 2.82
OG0007495 3.03 2.28 3.77
OG0007496 5.35 2.87 3.68
OG0007497 5.74 3.00 6.46
OG0007498 4.49 7.25 8.83
OG0007499 1.71 1.04 1.44
OG0007500 4.74 1.46 4.38
OG0007501 28.72 0.54 28.21
OG0007502 4.80 9.77 3.26
OG0007503 0.63 0.98 0.98
OG0007504 2.37 0.87 2.32
OG0007505 3.27 1.45 3.00
OG0007506 2.80 1.99 3.62
OG0007507 4.02 3.26 4.64
OG0007508 1.18 3.22 2.05
OG0007509 1.22 0.71 1.26
OG0007510 3.63 1.18 5.41
OG0007511 5.03 2.48 4.75
OG0007512 4.68 1.57 4.17
OG0007513 2.77 0.79 3.07
OG0007514 2.64 0.84 2.41
OG0007515 8.78 3.43 9.24
OG0007516 4.38 2.92 2.09
OG0007517 2.96 3.28 4.30
OG0007518 16.00 15.27 1.78
OG0007519 5.09 3.68 82.40
OG0007520 3.04 2.20 2.20
OG0007521 2.93 1.36 3.40
OG0007522 8.75 4.41 5.83
OG0007523 2.39 1.40 1.47
OG0007524 3.57 4.19 6.83
OG0007525 16.45 14.66 3.74
OG0007526 9.22 2.65 8.44
OG0007527 5.49 2.74 5.53
OG0007528 6.92 5.59 2.78
OG0007529 2.57 1.38 3.44
OG0007530 9.74 3.39 6.84
OG0007531 4.42 2.58 4.45
OG0007532 6.53 2.86 6.00
OG0007533 3.14 1.36 3.09
OG0007534 3.61 2.32 3.37
OG0007535 86.21 58.57 0.61
OG0007536 4.17 1.79 3.97
OG0007537 3.04 1.29 2.67
OG0007538 2.14 1.67 3.33
OG0007539 1.07 0.95 1.07
OG0007540 24.30 1.08 24.59
OG0007541 10.17 10.37 3.41
OG0007543 5.44 2.88 4.65
OG0007544 3.03 1.86 2.69
OG0007545 2.14 4.58 6.54
OG0007546 4.91 2.41 2.81
OG0007548 3.89 0.96 4.19
OG0007549 9.35 7.97 9.84
OG0007550 1.15 0.94 1.05
OG0007551 2.73 1.59 2.18
OG0007553 1.31 0.96 1.05
OG0007554 2.61 2.61 0.93
OG0007555 3.66 2.09 4.29
OG0007556 22.92 0.89 11.34
OG0007557 10.30 12.28 16.28
OG0007558 0.79 0.79 0.90
OG0007559 3.01 1.03 2.83
OG0007560 1.69 1.36 0.96
OG0007561 0.55 0.54 0.45
OG0007562 9.85 4.85 9.50
OG0007563 7.01 4.12 8.35
OG0007564 2.92 1.13 2.85
OG0007565 6.79 2.37 4.59
OG0007566 1.43 0.54 1.57
OG0007567 1.64 1.41 1.72
OG0007568 1.15 2.29 2.32
OG0007569 1.12 0.66 1.27
OG0007570 2.48 1.40 2.27
OG0007571 10.03 1.94 11.39
OG0007572 3.04 1.69 3.23
OG0007573 1.90 1.47 2.14
OG0007574 5.55 2.53 6.24
OG0007575 3.09 13.05 12.54
OG0007576 6.16 2.74 5.15
OG0007577 3.81 1.40 4.02
OG0007578 1.81 1.63 1.45
OG0007579 5.75 4.06 2.40
OG0007581 1.32 1.11 1.60
OG0007582 2.18 1.02 2.50
OG0007583 1.66 0.82 1.94
OG0007585 2.69 2.65 3.02
OG0007586 4.70 0.86 4.55
OG0007587 3.16 0.99 3.08
OG0007588 1.82 0.87 1.55
OG0007589 23.83 5.65 41.41
OG0007590 5.24 1.68 4.09
OG0007591 2.22 0.50 1.91
OG0007592 2.11 0.98 2.18
OG0007593 4.96 1.39 8.90
OG0007594 17.87 1.27 18.26
OG0007595 4.90 1.80 5.60
OG0007596 3.36 1.86 3.39
OG0007598 15.67 2.77 -nan
OG0007599 4.68 2.18 4.47
OG0007600 2.68 1.43 2.91
OG0007601 3.91 5.95 6.69
OG0007602 0.66 0.74 0.92
OG0007603 2.32 1.20 2.60
OG0007604 3.02 3.60 2.09
OG0007605 1.95 3.66 5.17
OG0007606 3.80 1.96 4.19
OG0007607 1.59 0.60 1.93
OG0007608 2.90 1.83 2.42
OG0007609 2.60 3.59 0.73
OG0007610 2.46 2.04 2.32
OG0007611 2.27 1.34 1.70
OG0007612 3.44 0.48 3.58
OG0007613 4.27 3.55 6.33
OG0007614 8.62 2.90 10.82
OG0007615 7.85 2.72 7.74
OG0007616 5.95 2.36 6.00
OG0007617 1.01 0.73 0.67
OG0007618 7.92 61.02 53.05
OG0007619 3.71 1.54 5.44
OG0007620 82.40 2.38 5.28
OG0007621 3.81 0.77 3.84
OG0007622 1.99 1.13 1.41
OG0007623 3.02 1.74 2.72
OG0007624 -0.00 0.89 0.56
OG0007625 3.57 0.83 3.74
OG0007626 12.03 17.39 18.16
OG0007627 3.15 2.76 4.60
OG0007629 2.37 0.47 1.67
OG0007630 2.73 2.42 2.70
OG0007631 5.15 4.35 2.78
OG0007632 9.31 3.89 6.01
OG0007633 2.20 0.65 2.51
OG0007634 4.69 0.86 4.69
OG0007635 1.17 0.91 1.22
OG0007636 4.98 1.50 5.31
OG0007637 2.31 0.96 2.40
OG0007638 2.10 1.23 1.86
OG0007639 1.60 1.19 0.71
OG0007640 2.08 0.57 -nan
OG0007642 2.13 1.36 2.29
OG0007643 3.81 2.48 2.96
OG0007644 2.78 1.47 3.07
OG0007645 7.18 9.26 6.53
OG0007646 8.22 2.21 9.63
OG0007647 2.28 1.26 2.24
OG0007648 8.92 2.06 8.22
OG0007649 6.13 2.68 6.37
OG0007650 4.87 0.90 4.49
OG0007651 2.88 1.78 4.73
OG0007652 2.44 0.89 2.05
OG0007653 1.26 0.73 1.41
OG0007654 12.37 1.30 12.98
OG0007655 1.93 1.31 2.29
OG0007656 4.12 2.83 4.59
OG0007657 4.43 2.15 4.40
OG0007658 77.46 78.65 12.59
OG0007659 5.51 2.24 5.57
OG0007660 10.71 4.27 12.76
OG0007661 0.57 0.57 1.14
OG0007662 5.51 5.90 5.20
OG0007663 3.49 1.59 2.70
OG0007664 98.49 104.94 4.97
OG0007665 1.10 0.82 0.82
OG0007666 0.76 0.76 1.52
OG0007667 3.51 4.46 15.69
OG0007668 2.82 1.01 2.82
OG0007669 9.29 2.21 9.22
OG0007670 4.67 2.97 2.88
OG0007671 8.08 4.23 7.85
OG0007672 2.88 1.56 2.32
OG0007673 1.45 0.67 1.23
OG0007674 0.73 0.24 0.98
OG0007675 6.88 4.07 6.57
OG0007676 1.79 0.96 1.91
OG0007677 2.76 1.48 11.70
OG0007678 3.00 1.21 3.55
OG0007679 6.24 3.83 7.86
OG0007680 1.44 1.03 1.65
OG0007681 5.61 2.28 5.65
OG0007682 2.69 2.18 2.74
OG0007683 0.62 1.01 0.81
OG0007684 3.58 1.29 4.57
OG0007685 1.24 0.49 1.24
OG0007686 2.91 2.85 2.51
OG0007687 1.70 0.46 1.92
OG0007688 88.92 4.97 81.84
OG0007689 1.49 1.22 1.36
OG0007690 1.44 4.57 5.18
OG0007691 8.11 2.16 7.39
OG0007692 6.73 2.20 6.81
OG0007693 1.89 0.59 1.62
OG0007694 1.36 0.90 1.82
OG0007695 1.52 1.16 1.98
OG0007696 3.69 0.78 3.69
OG0007697 2.38 2.92 6.24
OG0007698 2.84 0.64 3.07
OG0007699 2.26 1.85 2.42
OG0007700 2.91 1.52 5.29
OG0007701 4.52 1.37 3.86
OG0007702 3.97 1.27 4.32
OG0007703 10.05 7.42 9.72
OG0007704 5.10 2.87 2.75
OG0007705 2.46 1.84 2.26
OG0007706 37.42 0.66 50.34
OG0007707 1.64 0.87 0.70
OG0007708 9.39 5.97 6.70
OG0007709 6.44 3.39 5.55
OG0007710 5.31 1.78 4.96
OG0007711 1.19 0.30 0.89
OG0007712 3.02 1.12 3.42
OG0007713 1.78 2.86 1.60
OG0007714 5.46 2.30 5.68
OG0007715 6.27 5.60 6.47
OG0007716 1.53 1.03 1.62
OG0007717 2.00 1.78 2.45
OG0007718 2.71 0.57 2.61
OG0007719 2.97 1.05 3.21
OG0007720 5.12 2.41 5.72
OG0007721 2.38 1.18 2.68
OG0007722 2.18 1.33 1.97
OG0007723 3.04 1.69 3.12
OG0007724 2.03 1.31 2.25
OG0007725 2.46 1.78 2.78
OG0007726 4.72 2.80 4.37
OG0007727 3.16 2.07 3.60
OG0007728 1.86 1.49 2.05
OG0007729 5.50 0.97 2.00
OG0007730 1.09 0.81 1.17
OG0007731 13.37 1.21 13.93
OG0007732 4.01 1.54 4.24
OG0007733 15.73 1.09 15.73
OG0007734 7.91 1.79 8.15
OG0007735 2.84 1.54 2.98
OG0007736 4.62 3.55 3.20
OG0007737 6.92 1.97 5.38
OG0007738 12.98 19.72 4.90
OG0007741 12.03 116.29 9.97
OG0007742 5.68 20.61 142.40
OG0007743 2.12 0.51 2.01
OG0007744 2.25 1.23 2.15
OG0007745 1.92 0.91 1.92
OG0007747 3.14 2.08 2.07
OG0007748 5.14 10.19 5.40
OG0007750 5.55 1.43 4.38
OG0007751 2.01 6.17 8.10
OG0007752 3.62 0.81 3.85
OG0007753 5.27 2.14 5.46
OG0007754 2.52 1.48 2.56
OG0007755 2.61 3.57 3.28
OG0007756 14.40 1.50 14.40
OG0007757 1.42 0.92 1.73
OG0007758 5.07 1.46 5.07
OG0007759 33.06 31.46 1.85
OG0007760 2.23 1.29 2.80
OG0007761 6.21 1.56 6.37
OG0007762 2.30 1.02 2.23
OG0007763 0.74 1.09 0.34
OG0007764 3.45 6.84 4.30
OG0007765 1.19 1.59 2.00
OG0007766 5.46 4.28 4.83
OG0007767 2.18 1.63 2.27
OG0007768 4.44 2.33 4.89
OG0007769 3.82 1.31 4.25
OG0007770 1.82 1.06 2.13
OG0007771 8.09 2.90 6.94
OG0007772 16.27 1.36 16.70
OG0007773 9.58 27.88 41.83
OG0007774 6.95 2.60 7.26
OG0007775 1.25 0.94 1.62
OG0007776 3.34 2.60 3.19
OG0007777 2.16 1.05 1.88
OG0007778 3.29 1.79 2.89
OG0007779 3.40 1.79 3.46
OG0007780 4.10 1.29 4.40
OG0007781 1.64 0.54 1.36
OG0007782 2.13 1.20 2.20
OG0007783 3.03 1.89 3.57
OG0007784 1.62 19.54 19.91
OG0007785 7.02 2.77 8.01
OG0007786 3.22 1.80 2.69
OG0007787 4.52 2.99 4.78
OG0007788 1.96 1.52 2.63
OG0007789 2.66 1.50 2.66
OG0007790 3.34 2.56 3.10
OG0007791 3.06 1.97 2.45
OG0007792 34.03 27.95 6.18
OG0007793 4.10 1.58 4.02
OG0007794 1.26 1.96 2.01
OG0007795 0.94 6.33 6.43
OG0007796 2.01 1.03 1.98
OG0007797 7.26 9.85 3.02
OG0007798 12.23 6.29 12.90
OG0007799 2.68 0.96 2.66
OG0007800 2.32 0.88 2.45
OG0007801 17.14 21.29 3.95
OG0007802 6.04 2.31 5.60
OG0007803 4.99 6.73 5.98
OG0007804 5.27 2.11 5.40
OG0007805 3.66 0.59 3.68
OG0007806 1.71 1.01 1.45
OG0007807 1.70 0.92 1.92
OG0007808 2.92 1.88 2.39
OG0007809 95.08 1.06 22.73
OG0007810 3.55 3.17 2.93
OG0007811 2.20 1.23 2.42
OG0007812 12.54 10.45 2.97
OG0007813 6.89 3.94 6.78
OG0007814 1.45 0.51 2.02
OG0007815 3.68 1.71 3.99
OG0007816 1.06 3.98 4.56
OG0007817 3.43 2.70 3.83
OG0007818 4.64 4.07 4.09
OG0007819 94.24 4.66 86.02
OG0007820 100.42 10.13 94.42
OG0007821 5.53 1.94 5.98
OG0007822 6.40 1.13 7.08
OG0007823 1.69 1.19 1.48
OG0007824 1.28 1.70 2.86
OG0007825 2.21 1.57 2.40
OG0007826 1.75 7.02 5.65
OG0007827 3.04 1.89 4.02
OG0007828 3.82 2.30 3.06
OG0007829 18.63 8.37 13.67
OG0007830 8.56 2.68 9.30
OG0007831 5.80 1.41 4.97
OG0007832 1.42 1.16 2.07
OG0007833 18.08 16.64 7.38
OG0007834 2.06 1.15 2.92
OG0007835 4.20 2.37 4.82
OG0007836 1.88 0.87 1.76
OG0007837 1.49 1.49 2.40
OG0007839 2.85 1.35 2.30
OG0007840 5.74 1.61 5.74
OG0007841 3.11 1.54 2.66
OG0007842 2.94 2.38 2.96
OG0007843 3.67 3.86 4.02
OG0007845 2.88 1.89 2.50
OG0007846 9.22 6.50 14.60
OG0007847 3.09 1.53 1.53
OG0007848 4.09 1.21 4.04
OG0007849 2.92 1.40 3.33
OG0007850 1.80 0.89 1.62
OG0007851 3.84 1.17 2.35
OG0007852 5.58 2.55 5.58
OG0007853 4.16 1.96 4.53
OG0007854 1.93 1.10 1.75
OG0007855 2.93 1.59 3.11
OG0007856 6.28 2.66 5.66
OG0007857 3.71 18.38 19.95
OG0007858 6.01 1.03 6.17
OG0007859 4.27 0.95 3.65
OG0007861 10.26 1.07 17.21
OG0007862 4.10 1.49 4.00
OG0007863 3.11 1.66 3.21
OG0007864 4.82 4.84 5.22
OG0007865 3.09 1.72 2.98
OG0007866 2.99 1.40 2.82
OG0007867 0.98 1.05 1.29
OG0007868 6.72 2.42 5.94
OG0007869 11.98 6.29 12.90
OG0007870 4.29 1.17 4.39
OG0007871 7.49 1.48 4.78
OG0007872 2.49 2.99 4.23
OG0007873 3.04 1.78 3.48
OG0007874 2.74 0.56 2.85
OG0007875 55.53 52.87 4.20
OG0007876 4.08 1.73 2.77
OG0007877 20.60 4.31 73.01
OG0007878 4.29 1.91 4.66
OG0007879 0.81 1.42 1.36
OG0007880 4.48 1.57 4.70
OG0007881 2.91 2.36 1.67
OG0007882 157.64 1.50 16.75
OG0007884 7.27 4.15 7.91
OG0007885 6.08 3.25 6.03
OG0007886 4.79 3.91 5.87
OG0007887 1.79 0.83 1.43
OG0007888 3.17 2.49 2.49
OG0007889 3.29 14.86 17.92
OG0007890 2.14 1.10 2.38
OG0007891 0.96 0.81 2.85
OG0007892 3.11 2.05 3.56
OG0007893 3.40 2.60 3.89
OG0007894 3.90 1.06 3.68
OG0007895 2.49 2.49 2.66
OG0007896 4.13 1.16 3.00
OG0007897 4.30 2.61 4.83
OG0007898 5.38 6.18 2.07
OG0007899 9.25 3.85 7.83
OG0007900 4.35 0.96 4.01
OG0007901 10.73 2.78 6.71
OG0007902 2.34 0.46 2.23
OG0007903 18.85 20.23 8.72
OG0007904 3.08 0.87 2.85
OG0007905 2.14 1.06 2.28
OG0007906 5.40 1.82 4.83
OG0007907 1.90 1.11 2.60
OG0007908 2.65 4.27 3.09
OG0007909 9.71 3.18 6.92
OG0007910 4.67 6.01 7.86
OG0007911 7.67 3.87 7.51
OG0007912 4.62 0.96 6.46
OG0007914 4.90 1.64 5.12
OG0007917 2.21 1.62 2.67
OG0007918 2.26 1.38 2.00
OG0007919 25.41 1.68 23.81
OG0007920 1.86 1.39 2.33
OG0007921 1.92 1.51 2.39
OG0007922 7.03 3.94 7.30
OG0007923 35.22 10.51 37.64
OG0007924 1.41 1.25 1.73
OG0007925 3.91 0.93 3.96
OG0007926 6.24 1.45 6.10
OG0007927 16.80 4.74 14.68
OG0007928 6.34 2.17 5.98
OG0007929 9.16 2.90 7.65
OG0007930 3.09 2.72 3.26
OG0007931 7.67 3.74 3.72
OG0007932 1.48 0.46 1.99
OG0007933 5.20 6.63 8.74
OG0007934 2.52 1.44 2.77
OG0007935 2.22 1.35 2.08
OG0007936 2.87 1.74 2.51
OG0007937 2.47 1.19 2.74
OG0007938 2.71 3.43 5.00
OG0007939 2.63 0.73 2.70
OG0007940 63.32 66.23 4.60
OG0007941 1.70 0.83 1.57
OG0007942 8.32 3.67 3.67
OG0007943 1.55 1.24 2.08
OG0007944 2.33 0.75 1.86
OG0007945 4.35 1.34 5.08
OG0007946 79.81 3.81 4.52
OG0007947 2.42 1.75 3.16
OG0007948 3.68 3.56 4.86
OG0007949 4.92 0.95 0.20
OG0007950 6.02 2.41 5.59
OG0007951 5.17 4.92 0.93
OG0007952 3.28 1.27 3.54
OG0007953 4.79 1.78 4.72
OG0007954 2.53 1.40 3.00
OG0007955 3.16 4.19 4.14
OG0007956 1.37 0.91 1.84
OG0007957 4.02 2.40 4.51
OG0007958 8.12 7.17 1.27
OG0007959 2.44 0.95 2.57
OG0007960 3.90 1.42 4.49
OG0007961 1.82 0.67 1.48
OG0007962 3.56 2.98 1.74
OG0007963 7.91 3.68 8.57
OG0007964 1.71 1.45 1.71
OG0007965 5.65 11.77 24.67
OG0007966 5.22 2.38 5.97
OG0007967 3.33 0.89 3.22
OG0007968 3.41 1.90 2.95
OG0007969 2.75 1.00 3.16
OG0007970 1.17 0.79 1.59
OG0007971 5.23 1.73 5.09
OG0007972 1.45 0.97 1.18
OG0007973 8.25 1.03 8.25
OG0007974 10.00 1.60 13.43
OG0007975 29.36 2.50 10.32
OG0007976 1.86 1.00 2.19
OG0007977 7.91 46.83 122.00
OG0007978 8.14 1.06 9.18
OG0007979 3.96 5.85 4.97
OG0007980 1.40 1.19 1.86
OG0007981 3.87 1.75 4.55
OG0007982 6.37 2.89 5.47
OG0007983 120.09 114.48 3.97
OG0007984 1.69 0.46 2.59
OG0007985 4.20 3.53 4.57
OG0007986 11.13 3.53 11.59
OG0007987 2.79 2.92 4.29
OG0007988 2.31 1.71 2.44
OG0007989 2.40 3.41 1.99
OG0007990 5.36 0.45 5.82
OG0007991 4.83 2.87 4.83
OG0007992 13.19 31.86 33.01
OG0007993 1.92 1.95 4.05
OG0007994 2.72 17.01 17.59
OG0007995 4.52 1.42 4.99
OG0007996 0.44 0.67 0.22
OG0007997 2.13 1.06 3.52
OG0007998 4.57 3.62 1.96
OG0007999 2.24 0.34 2.43
OG0008000 2.54 1.57 2.80
OG0008001 3.51 1.46 3.64
OG0008002 4.41 4.14 1.58
OG0008003 3.02 1.34 2.88
OG0008004 1.44 1.13 1.36
OG0008005 1.79 0.60 1.93
OG0008006 1.50 3.18 1.57
OG0008008 8.83 0.18 7.39
OG0008009 5.22 3.54 4.80
OG0008010 1.88 1.56 2.83
OG0008011 3.09 1.48 3.09
OG0008012 3.43 1.98 3.14
OG0008013 13.32 12.80 3.31
OG0008014 9.21 3.63 9.83
OG0008015 3.00 0.90 3.24
OG0008016 7.18 5.88 4.29
OG0008017 5.73 3.58 6.95
OG0008018 2.88 1.30 3.21
OG0008019 6.70 1.62 7.39
OG0008020 4.02 1.24 4.14
OG0008021 2.31 1.78 3.22
OG0008022 3.72 3.49 2.61
OG0008023 1.67 0.33 1.67
OG0008024 42.87 20.95 32.95
OG0008025 3.12 1.20 2.93
OG0008027 6.26 2.59 5.29
OG0008028 12.33 11.19 14.12
OG0008029 2.07 1.71 1.92
OG0008030 4.23 1.81 4.49
OG0008031 4.14 2.47 4.66
OG0008032 1.49 1.26 1.57
OG0008033 1.62 1.15 1.88
OG0008034 6.04 2.85 8.01
OG0008035 2.25 0.69 2.17
OG0008036 5.76 1.97 5.54
OG0008037 1.89 0.70 1.89
OG0008038 2.72 3.45 2.91
OG0008039 2.90 1.35 2.90
OG0008040 3.11 0.96 2.12
OG0008041 2.49 1.26 2.59
OG0008043 1.13 0.75 0.75
OG0008044 2.28 1.07 2.89
OG0008045 1.75 1.56 2.43
OG0008046 9.71 5.95 9.69
OG0008047 2.16 1.16 2.17
OG0008048 2.90 5.47 6.64
OG0008049 20.69 17.05 3.89
OG0008050 3.57 1.50 4.31
OG0008051 10.03 2.04 10.05
OG0008052 6.01 0.65 1.74
OG0008053 1.80 0.95 1.97
OG0008054 3.33 0.72 1.96
OG0008055 3.78 1.99 2.26
OG0008056 2.09 2.33 2.68
OG0008057 62.46 60.90 8.64
OG0008058 2.10 1.34 2.43
OG0008059 7.97 4.02 8.13
OG0008061 3.51 1.18 3.51
OG0008062 50.42 88.17 76.84
OG0008063 4.74 1.92 5.67
OG0008064 4.38 1.71 4.39
OG0008066 4.42 1.53 4.69
OG0008067 2.40 1.78 2.79
OG0008068 2.68 2.30 3.70
OG0008069 3.41 1.55 3.44
OG0008070 3.52 1.64 3.78
OG0008071 5.01 1.42 3.69
OG0008072 5.82 2.46 6.90
OG0008073 1.72 1.20 2.36
OG0008074 1.14 1.24 1.35
OG0008075 52.75 1.84 54.43
OG0008076 14.61 10.45 5.23
OG0008077 1.77 0.88 2.18
OG0008078 5.93 3.73 4.43
OG0008079 5.07 4.21 3.54
OG0008081 69.56 3.01 71.26
OG0008082 3.15 1.00 2.91
OG0008083 17.94 80.60 9.41
OG0008084 4.74 1.53 3.50
OG0008085 19.20 14.46 4.98
OG0008086 15.49 2.30 3.82
OG0008087 17.00 3.95 15.96
OG0008088 11.00 4.91 11.66
OG0008089 4.89 1.16 3.98
OG0008090 3.06 2.15 2.64
OG0008091 5.42 1.02 6.23
OG0008092 3.27 2.41 2.49
