OG BGM_model BGM_dNdS BGM_t BGM_dN BGM_dS BAT_model BAT_dNdS BAT_t BAT_dN BAT_dS BRO_model BRO_dNdS BRO_t BRO_dN BRO_dS
OG0004009 alternative 0.4894 0.075 0.0200 0.0410 alternative 0.0908 0.005 0.0005 0.0059 alternative 0.0433 0.039 0.0021 0.0480
OG0004010 general 0.1385 0.008 0.0012 0.0088 general 0.1385 0.017 0.0027 0.0193 general 0.1385 0.035 0.0056 0.0402
OG0004011 general 0.0003 0.031 0.0000 0.0687 general 0.0003 0.000 0.0000 0.0000 general 0.0003 0.000 0.0000 0.0000
OG0004013 general 0.0552 0.001 0.0001 0.0016 general 0.0552 0.008 0.0005 0.0084 general 0.0552 0.014 0.0008 0.0151
OG0004014 general 0.0329 0.006 0.0003 0.0091 general 0.0329 0.008 0.0005 0.0138 general 0.0329 0.004 0.0002 0.0066
OG0004015 general 0.1775 0.004 0.0006 0.0032 general 0.1775 0.002 0.0003 0.0016 general 0.1775 0.015 0.0024 0.0133
OG0004016 general 0.0736 0.001 0.0001 0.0018 general 0.0736 0.012 0.0012 0.0160 general 0.0736 0.021 0.0021 0.0283
OG0004017 general 0.0854 0.004 0.0004 0.0048 general 0.0854 0.007 0.0007 0.0078 general 0.0854 0.019 0.0018 0.0216
OG0004019 general 0.1275 0.016 0.0017 0.0135 general 0.1275 0.009 0.0010 0.0078 general 0.1275 0.045 0.0049 0.0387
OG0004020 alternative 0.0001 0.010 0.0000 0.0155 alternative 0.0001 0.005 0.0000 0.0083 alternative 0.3887 0.068 0.0170 0.0439
OG0004021 alternative 0.0925 0.007 0.0006 0.0068 alternative 0.5780 0.060 0.0167 0.0288 alternative 177.9039 0.000 0.0000 0.0000
OG0004022 general 0.1792 0.008 0.0013 0.0072 general 0.1792 0.009 0.0014 0.0079 general 0.1792 0.008 0.0013 0.0070
OG0004023 general 0.0161 0.022 0.0007 0.0463 general 0.0161 0.010 0.0004 0.0218 general 0.0161 0.037 0.0012 0.0773
OG0004024 general 0.0891 0.024 0.0019 0.0213 general 0.0891 0.020 0.0016 0.0175 general 0.0891 0.044 0.0035 0.0393
OG0004025 general 0.1228 0.007 0.0008 0.0069 general 0.1228 0.006 0.0007 0.0055 general 0.1228 0.028 0.0035 0.0282
OG0004026 alternative 0.3904 0.005 0.0012 0.0032 alternative 0.2735 0.017 0.0035 0.0126 alternative 1.4809 0.030 0.0111 0.0075
OG0004029 general 0.0663 0.003 0.0002 0.0031 general 0.0663 0.008 0.0006 0.0093 general 0.0663 0.020 0.0015 0.0229
OG0004030 general 0.1645 0.006 0.0009 0.0056 general 0.1645 0.012 0.0017 0.0106 general 0.1645 0.010 0.0015 0.0089
OG0004032 general 0.2619 0.027 0.0062 0.0235 general 0.2619 0.028 0.0063 0.0239 general 0.2619 0.019 0.0042 0.0160
OG0004033 general 0.3074 1.889 0.3922 1.2758 general 0.3074 0.000 0.0000 0.0000 general 0.3074 0.041 0.0086 0.0278
OG0004034 general 0.0715 0.003 0.0002 0.0032 general 0.0715 0.009 0.0008 0.0110 general 0.0715 0.022 0.0019 0.0262
OG0004035 alternative 0.5890 0.058 0.0164 0.0279 alternative 0.0001 0.009 0.0000 0.0127 alternative 0.0001 0.004 0.0000 0.0055
OG0004036 alternative 0.0301 0.009 0.0004 0.0137 alternative 0.0294 0.013 0.0006 0.0195 alternative 0.1274 0.095 0.0136 0.1070
OG0004037 general 0.0984 0.007 0.0011 0.0111 general 0.0984 0.009 0.0013 0.0133 general 0.0984 0.037 0.0054 0.0552
OG0004038 alternative 0.0971 0.042 0.0045 0.0464 alternative 0.3861 1.077 0.2647 0.6857 alternative 0.1980 0.047 0.0082 0.0412
OG0004039 general 0.1318 0.006 0.0010 0.0073 general 0.1318 0.017 0.0027 0.0203 general 0.1318 0.002 0.0004 0.0029
OG0004043 general 0.1792 0.008 0.0012 0.0069 general 0.1792 0.011 0.0017 0.0093 general 0.1792 0.008 0.0012 0.0068
OG0004044 general 0.0817 0.007 0.0010 0.0124 general 0.0817 0.026 0.0035 0.0425 general 0.0817 0.046 0.0062 0.0763
OG0004046 general 0.0059 0.017 0.0003 0.0463 general 0.0059 0.014 0.0002 0.0373 general 0.0059 0.025 0.0004 0.0673
OG0004047 general 0.1983 0.011 0.0017 0.0086 general 0.1983 0.013 0.0020 0.0102 general 0.1983 0.007 0.0011 0.0053
OG0004048 general 0.0666 0.009 0.0009 0.0129 general 0.0666 0.005 0.0005 0.0077 general 0.0666 0.050 0.0048 0.0722
OG0004049 general 0.3316 0.013 0.0027 0.0082 general 0.3316 0.013 0.0027 0.0082 general 0.3316 0.024 0.0051 0.0154
OG0004050 alternative 0.0001 0.011 0.0000 0.0215 alternative 1.9416 0.000 0.0000 0.0000 alternative 0.1772 0.231 0.0436 0.2461
OG0004051 general 0.0644 0.009 0.0009 0.0135 general 0.0644 0.016 0.0016 0.0250 general 0.0644 0.003 0.0003 0.0051
OG0004054 general 0.0541 0.129 0.0080 0.1477 general 0.0541 34.539 2.1324 39.4088 general 0.0541 28.036 1.7309 31.9896
OG0004057 general 0.2580 0.082 0.0149 0.0577 general 0.2580 0.008 0.0014 0.0056 general 0.2580 0.013 0.0024 0.0093
OG0004058 general 0.0852 0.018 0.0016 0.0188 general 0.0852 0.021 0.0019 0.0228 general 0.0852 0.062 0.0056 0.0659
OG0004059 general 0.1361 0.011 0.0014 0.0103 general 0.1361 0.005 0.0007 0.0050 general 0.1361 0.005 0.0007 0.0053
OG0004061 alternative 0.0813 0.038 0.0037 0.0455 alternative 2.5355 0.000 0.0000 0.0000 alternative 0.4905 0.154 0.0420 0.0857
OG0004062 general 0.3755 0.035 0.0083 0.0220 general 0.3755 0.012 0.0029 0.0076 general 0.3755 0.019 0.0044 0.0118
OG0004063 general 0.1573 0.012 0.0020 0.0129 general 0.1573 0.016 0.0027 0.0174 general 0.1573 0.016 0.0026 0.0166
OG0004065 alternative 0.0745 0.009 0.0007 0.0099 alternative 0.3554 0.004 0.0010 0.0028 alternative 1.2485 0.018 0.0063 0.0050
OG0004067 alternative 0.2024 0.117 0.0192 0.0947 alternative 2.3921 0.000 0.0000 0.0000 alternative 1.6126 0.145 0.0536 0.0333
OG0004068 general 0.1105 0.009 0.0012 0.0106 general 0.1105 0.009 0.0013 0.0116 general 0.1105 0.028 0.0038 0.0343
OG0004069 general 0.2649 0.131 0.0265 0.1002 general 0.2649 0.011 0.0023 0.0086 general 0.2649 0.036 0.0072 0.0274
OG0004070 general 0.3628 0.049 0.0114 0.0313 general 0.3628 0.009 0.0022 0.0060 general 0.3628 0.106 0.0245 0.0676
OG0004071 general 0.0385 0.014 0.0008 0.0214 general 0.0385 0.004 0.0003 0.0068 general 0.0385 0.023 0.0013 0.0347
OG0004072 general 0.2212 0.009 0.0014 0.0065 general 0.2212 0.004 0.0007 0.0030 general 0.2212 0.012 0.0019 0.0088
OG0004074 general 0.3105 0.057 0.0116 0.0373 general 0.3105 0.001 0.0002 0.0006 general 0.3105 0.000 0.0000 0.0000
OG0004076 general 0.0524 0.005 0.0004 0.0077 general 0.0524 0.008 0.0006 0.0113 general 0.0524 0.003 0.0002 0.0043
OG0004077 general 0.0452 0.012 0.0009 0.0189 general 0.0452 0.007 0.0005 0.0114 general 0.0452 0.019 0.0013 0.0290
OG0004078 general 0.1748 0.035 0.0064 0.0367 general 0.1748 0.030 0.0055 0.0314 general 0.1748 0.051 0.0091 0.0523
OG0004079 general 0.0755 0.033 0.0037 0.0491 general 0.0755 0.015 0.0017 0.0222 general 0.0755 0.042 0.0047 0.0616
OG0004080 general 0.0038 0.018 0.0002 0.0572 general 0.0038 0.006 0.0001 0.0177 general 0.0038 0.018 0.0002 0.0565
OG0004081 general 0.0567 0.008 0.0006 0.0111 general 0.0567 0.006 0.0005 0.0086 general 0.0567 0.003 0.0003 0.0045
OG0004082 general 0.2627 0.009 0.0019 0.0073 general 0.2627 0.006 0.0013 0.0051 general 0.2627 0.014 0.0028 0.0108
OG0004083 alternative 0.0001 0.002 0.0000 0.0030 alternative 0.0665 0.019 0.0016 0.0239 alternative 2.0015 0.047 0.0176 0.0088
OG0004084 general 0.3833 0.013 0.0030 0.0078 general 0.3833 0.022 0.0052 0.0135 general 0.3833 0.031 0.0073 0.0189
OG0004085 general 0.0170 0.024 0.0007 0.0434 general 0.0170 0.027 0.0009 0.0506 general 0.0170 0.000 0.0000 0.0000
OG0004087 general 0.0212 0.001 0.0000 0.0012 general 0.0212 0.023 0.0005 0.0253 general 0.0212 0.083 0.0019 0.0894
OG0004088 general 0.0114 0.004 0.0001 0.0060 general 0.0114 0.008 0.0002 0.0132 general 0.0114 0.023 0.0004 0.0363
OG0004089 general 0.1154 0.008 0.0009 0.0076 general 0.1154 0.009 0.0010 0.0087 general 0.1154 0.000 0.0000 0.0000
OG0004090 general 0.2134 0.009 0.0017 0.0080 general 0.2134 0.015 0.0029 0.0134 general 0.2134 0.062 0.0115 0.0538
OG0004092 general 0.1264 0.012 0.0021 0.0164 general 0.1264 0.006 0.0010 0.0082 general 0.1264 0.051 0.0085 0.0675
OG0004093 alternative 0.3811 0.086 0.0217 0.0571 alternative 0.0001 0.008 0.0000 0.0126 alternative 0.0001 0.018 0.0000 0.0307
OG0004094 general 0.3418 0.184 0.0437 0.1279 general 0.3418 0.042 0.0100 0.0293 general 0.3418 2.002 0.4752 1.3903
OG0004095 general 0.0836 0.006 0.0005 0.0062 general 0.0836 0.004 0.0004 0.0046 general 0.0836 0.000 0.0000 0.0001
OG0004096 general 0.0508 0.006 0.0004 0.0076 general 0.0508 0.006 0.0004 0.0075 general 0.0508 0.004 0.0003 0.0054
OG0004098 general 0.3181 0.006 0.0013 0.0041 general 0.3181 0.009 0.0018 0.0056 general 0.3181 0.041 0.0085 0.0268
OG0004099 general 0.2586 0.008 0.0017 0.0066 general 0.2586 0.013 0.0028 0.0108 general 0.2586 0.010 0.0022 0.0083
OG0004100 general 0.1133 0.008 0.0010 0.0086 general 0.1133 0.002 0.0003 0.0027 general 0.1133 0.014 0.0018 0.0158
OG0004101 alternative 0.0001 0.005 0.0000 0.0088 alternative 0.0001 0.011 0.0000 0.0216 alternative 2.2475 0.000 0.0000 0.0000
OG0004102 general 0.0075 0.019 0.0003 0.0461 general 0.0075 0.011 0.0002 0.0275 general 0.0075 0.037 0.0007 0.0885
OG0004103 general 0.1106 0.013 0.0018 0.0162 general 0.1106 0.011 0.0016 0.0141 general 0.1106 0.026 0.0037 0.0335
OG0004104 general 0.2090 0.005 0.0009 0.0043 general 0.2090 0.013 0.0023 0.0109 general 0.2090 0.035 0.0059 0.0284
OG0004105 general 0.2495 0.006 0.0011 0.0043 general 0.2495 0.011 0.0021 0.0084 general 0.2495 0.030 0.0057 0.0227
OG0004106 general 0.0407 0.007 0.0005 0.0119 general 0.0407 0.007 0.0005 0.0118 general 0.0407 0.034 0.0022 0.0537
OG0004107 general 0.0341 0.005 0.0002 0.0052 general 0.0341 0.010 0.0004 0.0106 general 0.0341 0.005 0.0002 0.0052
OG0004108 general 0.0806 0.009 0.0008 0.0099 general 0.0806 0.008 0.0007 0.0089 general 0.0806 0.014 0.0012 0.0151
OG0004109 alternative 0.4817 0.039 0.0104 0.0215 alternative 0.2789 0.006 0.0013 0.0046 alternative 0.3909 0.041 0.0100 0.0257
OG0004110 general 0.1184 0.011 0.0013 0.0108 general 0.1184 0.009 0.0011 0.0091 general 0.1184 0.010 0.0012 0.0099
OG0004111 general 0.0868 0.029 0.0030 0.0345 general 0.0868 0.031 0.0033 0.0381 general 0.0868 0.044 0.0046 0.0529
OG0004112 general 0.1662 0.009 0.0013 0.0076 general 0.1662 0.010 0.0014 0.0087 general 0.1662 0.061 0.0090 0.0544
OG0004114 alternative 0.0001 0.007 0.0000 0.0083 alternative 0.0001 0.008 0.0000 0.0086 alternative 0.2567 0.243 0.0432 0.1684
OG0004115 alternative 0.2092 0.226 0.0448 0.2141 alternative 0.3721 0.004 0.0011 0.0029 alternative 0.1195 0.058 0.0083 0.0690
OG0004116 general 0.1319 0.008 0.0010 0.0074 general 0.1319 0.004 0.0004 0.0033 general 0.1319 0.031 0.0037 0.0282
OG0004117 general 0.3601 0.017 0.0037 0.0104 general 0.3601 0.027 0.0059 0.0164 general 0.3601 0.023 0.0051 0.0141
OG0004121 general 0.3341 0.011 0.0025 0.0076 general 0.3341 0.017 0.0038 0.0115 general 0.3341 0.007 0.0015 0.0046
OG0004122 general 0.1107 0.009 0.0017 0.0152 general 0.1107 0.015 0.0026 0.0237 general 0.1107 0.028 0.0050 0.0455
OG0004123 general 0.2661 0.010 0.0021 0.0080 general 0.2661 0.020 0.0044 0.0165 general 0.2661 0.009 0.0020 0.0075
OG0004124 alternative 0.1420 0.038 0.0073 0.0514 alternative 0.0998 0.032 0.0051 0.0506 alternative 0.0151 0.055 0.0020 0.1355
OG0004125 general 0.0291 0.004 0.0002 0.0057 general 0.0291 0.009 0.0003 0.0107 general 0.0291 0.016 0.0006 0.0198
OG0004126 general 0.1258 0.001 0.0002 0.0017 general 0.1258 0.010 0.0016 0.0124 general 0.1258 0.000 0.0000 0.0000
OG0004128 alternative 0.2964 0.011 0.0023 0.0078 alternative 0.8898 0.009 0.0030 0.0034 alternative 0.1832 0.045 0.0073 0.0398
OG0004129 alternative 0.2482 2.435 0.5398 2.1751 alternative 0.0001 0.000 0.0000 0.0000 alternative 0.0001 0.017 0.0000 0.0344
OG0004131 general 0.0598 0.008 0.0007 0.0120 general 0.0598 0.001 0.0001 0.0024 general 0.0598 0.028 0.0027 0.0443
OG0004132 general 0.0866 0.020 0.0017 0.0200 general 0.0866 0.012 0.0011 0.0122 general 0.0866 0.011 0.0009 0.0106
OG0004133 general 0.0075 0.003 0.0000 0.0050 general 0.0075 0.003 0.0000 0.0050 general 0.0075 0.026 0.0003 0.0461
OG0004134 general 0.1720 0.010 0.0017 0.0099 general 0.1720 0.018 0.0030 0.0173 general 0.1720 0.057 0.0094 0.0544
OG0004136 alternative 0.4225 0.039 0.0098 0.0232 alternative 0.0130 0.009 0.0002 0.0129 alternative 0.1866 0.016 0.0027 0.0146
OG0004137 alternative 999.0000 0.022 0.0091 0.0000 alternative 0.2461 0.099 0.0201 0.0816 alternative 0.3328 0.254 0.0593 0.1783
OG0004138 general 0.1642 0.004 0.0008 0.0048 general 0.1642 0.006 0.0012 0.0071 general 0.1642 0.212 0.0422 0.2571
OG0004139 general 0.2583 0.011 0.0022 0.0084 general 0.2583 0.011 0.0020 0.0079 general 0.2583 0.070 0.0132 0.0511
OG0004140 general 0.1263 0.009 0.0011 0.0091 general 0.1263 0.013 0.0018 0.0140 general 0.1263 0.033 0.0044 0.0348
OG0004141 alternative 0.0479 0.007 0.0004 0.0085 alternative 1.0133 0.664 0.2220 0.2191 alternative 0.2746 0.017 0.0033 0.0120
OG0004142 general 0.1636 0.003 0.0004 0.0026 general 0.1636 0.009 0.0012 0.0076 general 0.1636 0.018 0.0024 0.0144
OG0004143 general 0.0578 0.008 0.0006 0.0100 general 0.0578 0.005 0.0004 0.0068 general 0.0578 0.012 0.0009 0.0159
OG0004144 alternative 0.0001 0.010 0.0000 0.0135 alternative 0.0812 0.013 0.0011 0.0136 alternative 0.4235 0.131 0.0324 0.0765
OG0004146 general 0.0570 0.009 0.0010 0.0168 general 0.0570 0.012 0.0013 0.0221 general 0.0570 0.014 0.0014 0.0243
OG0004148 alternative 0.8524 0.069 0.0222 0.0260 alternative 0.3393 0.059 0.0136 0.0402 alternative 0.2041 0.012 0.0020 0.0100
OG0004150 general 0.2468 0.007 0.0015 0.0060 general 0.2468 0.011 0.0022 0.0088 general 0.2468 0.010 0.0021 0.0086
OG0004153 general 0.1315 0.004 0.0005 0.0041 general 0.1315 0.005 0.0006 0.0049 general 0.1315 0.003 0.0004 0.0029
OG0004154 general 0.2645 0.014 0.0030 0.0114 general 0.2645 0.006 0.0014 0.0053 general 0.2645 0.169 0.0376 0.1423
OG0004155 general 0.0843 0.009 0.0013 0.0156 general 0.0843 0.017 0.0025 0.0291 general 0.0843 0.064 0.0093 0.1106
OG0004157 alternative 0.0342 0.025 0.0011 0.0327 alternative 0.2164 0.011 0.0020 0.0095 alternative 0.1827 0.181 0.0299 0.1637
OG0004159 general 0.0551 0.003 0.0002 0.0035 general 0.0551 0.008 0.0006 0.0113 general 0.0551 0.013 0.0010 0.0177
OG0004160 general 0.1558 0.014 0.0020 0.0128 general 0.1558 0.022 0.0031 0.0198 general 0.1558 0.046 0.0066 0.0422
OG0004161 general 0.1048 0.038 0.0041 0.0396 general 0.1048 0.129 0.0141 0.1346 general 0.1048 0.003 0.0003 0.0027
OG0004162 general 0.3503 0.005 0.0013 0.0037 general 0.3503 0.000 0.0000 0.0000 general 0.3503 0.028 0.0068 0.0195
OG0004163 general 0.1306 0.010 0.0013 0.0099 general 0.1306 0.026 0.0034 0.0263 general 0.1306 0.012 0.0015 0.0118
OG0004164 alternative 0.4528 0.015 0.0038 0.0085 alternative 0.1074 0.009 0.0010 0.0091 alternative 0.5625 0.024 0.0065 0.0116
OG0004165 general 0.3295 0.013 0.0027 0.0081 general 0.3295 0.016 0.0034 0.0102 general 0.3295 0.000 0.0000 0.0000
OG0004166 alternative 0.0975 0.007 0.0007 0.0075 alternative 0.0001 0.005 0.0000 0.0072 alternative 0.2622 0.130 0.0271 0.1033
OG0004167 alternative 0.0001 0.002 0.0000 0.0023 alternative 0.0001 0.004 0.0000 0.0065 alternative 0.0001 0.017 0.0000 0.0254
OG0004168 general 0.0841 0.003 0.0003 0.0038 general 0.0841 0.014 0.0014 0.0168 general 0.0841 0.010 0.0010 0.0123
OG0004169 general 0.1789 0.006 0.0009 0.0052 general 0.1789 0.002 0.0003 0.0018 general 0.1789 0.114 0.0177 0.0991
OG0004170 general 0.2123 0.006 0.0010 0.0047 general 0.2123 0.011 0.0018 0.0084 general 0.2123 0.014 0.0023 0.0108
OG0004171 general 0.0099 0.010 0.0002 0.0220 general 0.0099 0.017 0.0004 0.0394 general 0.0099 0.019 0.0004 0.0436
OG0004173 alternative 0.7648 0.046 0.0146 0.0190 alternative 0.2324 0.005 0.0009 0.0039 alternative 0.2956 0.006 0.0013 0.0043
OG0004174 general 0.1404 0.014 0.0032 0.0229 general 0.1404 0.019 0.0042 0.0300 general 0.1404 0.013 0.0030 0.0212
OG0004175 general 0.1390 0.012 0.0018 0.0132 general 0.1390 0.024 0.0035 0.0255 general 0.1390 0.045 0.0067 0.0480
OG0004176 general 0.3714 0.017 0.0040 0.0108 general 0.3714 0.016 0.0038 0.0103 general 0.3714 0.051 0.0119 0.0320
OG0004178 general 0.0499 0.008 0.0004 0.0087 general 0.0499 0.007 0.0004 0.0082 general 0.0499 0.007 0.0004 0.0082
OG0004179 alternative 0.6976 0.052 0.0155 0.0222 alternative 0.9057 0.008 0.0026 0.0029 alternative 0.1803 0.032 0.0045 0.0251
OG0004180 alternative 0.5642 0.026 0.0079 0.0141 alternative 0.1789 0.011 0.0025 0.0138 alternative 0.0001 0.009 0.0000 0.0263
OG0004181 alternative 0.0459 0.005 0.0004 0.0086 alternative 0.0543 0.008 0.0007 0.0121 alternative 0.0237 0.023 0.0010 0.0412
OG0004182 general 0.1981 0.010 0.0016 0.0083 general 0.1981 0.011 0.0018 0.0092 general 0.1981 0.031 0.0052 0.0264
OG0004183 general 0.2846 0.000 0.0000 0.0000 general 0.2846 0.000 0.0000 0.0000 general 0.2846 0.012 0.0024 0.0085
OG0004184 general 0.1728 0.018 0.0031 0.0177 general 0.1728 0.006 0.0010 0.0057 general 0.1728 0.003 0.0006 0.0032
OG0004186 general 0.0827 0.005 0.0003 0.0041 general 0.0827 0.005 0.0004 0.0047 general 0.0827 0.022 0.0016 0.0198
OG0004187 general 0.1034 0.013 0.0012 0.0113 general 0.1034 0.013 0.0012 0.0113 general 0.1034 0.000 0.0000 0.0000
OG0004189 general 0.0675 0.008 0.0008 0.0120 general 0.0675 0.008 0.0008 0.0114 general 0.0675 0.027 0.0027 0.0399
OG0004191 alternative 0.0738 0.012 0.0013 0.0182 alternative 0.0874 0.011 0.0014 0.0160 alternative 0.2401 0.167 0.0369 0.1537
OG0004192 general 0.1239 0.006 0.0008 0.0061 general 0.1239 0.003 0.0004 0.0029 general 0.1239 0.024 0.0032 0.0257
OG0004193 general 0.1815 0.011 0.0018 0.0097 general 0.1815 0.016 0.0028 0.0152 general 0.1815 0.137 0.0229 0.1262
OG0004194 alternative 0.5442 0.181 0.0506 0.0930 alternative 0.0512 0.013 0.0008 0.0162 alternative 0.0701 0.020 0.0017 0.0237
OG0004195 general 0.2558 0.041 0.0073 0.0286 general 0.2558 0.012 0.0021 0.0084 general 0.2558 0.048 0.0085 0.0333
OG0004196 general 0.0601 0.041 0.0038 0.0636 general 0.0601 0.003 0.0003 0.0045 general 0.0601 0.011 0.0010 0.0163
OG0004197 alternative 0.4709 0.013 0.0034 0.0072 alternative 0.2588 0.151 0.0317 0.1224 alternative 0.5248 0.567 0.1591 0.3032
OG0004198 general 0.1339 0.012 0.0019 0.0145 general 0.1339 0.019 0.0030 0.0228 general 0.1339 0.041 0.0066 0.0495
OG0004199 general 0.2159 0.014 0.0024 0.0112 general 0.2159 0.034 0.0058 0.0267 general 0.2159 0.030 0.0050 0.0234
OG0004200 general 0.1156 0.008 0.0010 0.0090 general 0.1156 0.008 0.0011 0.0097 general 0.1156 0.041 0.0056 0.0484
OG0004201 general 0.0382 0.000 0.0000 0.0000 general 0.0382 0.006 0.0009 0.0232 general 0.0382 0.009 0.0013 0.0330
OG0004203 general 0.2503 0.012 0.0021 0.0085 general 0.2503 0.010 0.0018 0.0071 general 0.2503 0.019 0.0035 0.0142
OG0004205 general 0.1062 0.006 0.0007 0.0062 general 0.1062 0.004 0.0004 0.0039 general 0.1062 0.017 0.0019 0.0177
OG0004207 general 0.0602 0.002 0.0002 0.0029 general 0.0602 0.012 0.0009 0.0150 general 0.0602 0.070 0.0053 0.0881
OG0004208 general 0.0089 0.004 0.0001 0.0071 general 0.0089 0.008 0.0001 0.0141 general 0.0089 0.029 0.0004 0.0503
OG0004209 alternative 0.3633 0.131 0.0309 0.0850 alternative 1.7064 0.000 0.0000 0.0000 alternative 0.0001 0.011 0.0000 0.0162
OG0004210 general 0.1118 0.002 0.0003 0.0029 general 0.1118 0.007 0.0010 0.0088 general 0.1118 0.000 0.0000 0.0000
OG0004211 general 0.1011 0.010 0.0013 0.0131 general 0.1011 0.012 0.0017 0.0163 general 0.1011 0.028 0.0038 0.0378
OG0004212 general 0.0696 0.009 0.0010 0.0145 general 0.0696 0.008 0.0009 0.0131 general 0.0696 0.018 0.0021 0.0301
OG0004213 general 0.1611 0.006 0.0009 0.0056 general 0.1611 0.005 0.0008 0.0047 general 0.1611 0.015 0.0023 0.0143
OG0004214 alternative 0.4513 0.053 0.0136 0.0300 alternative 0.3943 0.022 0.0054 0.0137 alternative 0.0645 0.036 0.0026 0.0405
OG0004215 general 0.1651 0.011 0.0017 0.0104 general 0.1651 0.010 0.0016 0.0097 general 0.1651 0.040 0.0064 0.0387
OG0004217 alternative 0.4420 0.232 0.0589 0.1333 alternative 162.7006 0.000 0.0000 0.0000 alternative 0.0826 0.020 0.0017 0.0211
OG0004219 general 0.0518 0.001 0.0001 0.0016 general 0.0518 0.014 0.0008 0.0158 general 0.0518 0.017 0.0010 0.0196
OG0004220 alternative 0.1670 0.016 0.0026 0.0155 alternative 0.2793 0.020 0.0042 0.0150 alternative 0.1580 0.020 0.0031 0.0194
OG0004221 general 0.2204 0.010 0.0017 0.0079 general 0.2204 0.009 0.0016 0.0070 general 0.2204 0.047 0.0085 0.0384
OG0004222 general 0.5972 0.065 0.0182 0.0305 general 0.5972 0.107 0.0303 0.0507 general 0.5972 0.109 0.0308 0.0516
OG0004223 general 0.0425 0.020 0.0022 0.0511 general 0.0425 0.015 0.0016 0.0388 general 0.0425 0.033 0.0035 0.0827
OG0004224 general 0.1739 0.005 0.0008 0.0045 general 0.1739 0.018 0.0028 0.0159 general 0.1739 0.050 0.0076 0.0436
OG0004225 general 0.2425 0.007 0.0014 0.0060 general 0.2425 0.186 0.0369 0.1520 general 0.2425 0.029 0.0058 0.0238
OG0004226 general 0.0569 0.007 0.0005 0.0088 general 0.0569 0.013 0.0009 0.0154 general 0.0569 0.059 0.0040 0.0698
OG0004227 general 0.1764 0.040 0.0064 0.0363 general 0.1764 0.010 0.0016 0.0090 general 0.1764 0.023 0.0037 0.0209
OG0004228 general 0.2842 0.016 0.0033 0.0116 general 0.2842 0.022 0.0046 0.0163 general 0.2842 0.123 0.0253 0.0891
OG0004230 general 0.1037 0.003 0.0004 0.0037 general 0.1037 0.039 0.0047 0.0454 general 0.1037 0.042 0.0050 0.0482
OG0004231 general 0.0209 0.014 0.0006 0.0266 general 0.0209 0.027 0.0011 0.0509 general 0.0209 0.003 0.0001 0.0056
OG0004232 alternative 0.1251 0.025 0.0045 0.0362 alternative 0.2340 0.061 0.0145 0.0618 alternative 0.0788 0.025 0.0034 0.0430
OG0004233 alternative 0.2151 0.024 0.0049 0.0227 alternative 0.2772 0.041 0.0093 0.0336 alternative 0.0882 0.049 0.0057 0.0645
OG0004234 general 0.0090 0.009 0.0001 0.0164 general 0.0090 0.014 0.0002 0.0244 general 0.0090 0.032 0.0005 0.0563
OG0004235 general 0.2807 0.005 0.0010 0.0037 general 0.2807 0.005 0.0010 0.0037 general 0.2807 0.008 0.0015 0.0055
OG0004236 alternative 0.1852 0.166 0.0366 0.1979 alternative 0.0504 0.007 0.0007 0.0141 alternative 0.0678 0.022 0.0029 0.0425
OG0004237 alternative 0.4707 0.464 0.1260 0.2678 alternative 0.0001 0.001 0.0000 0.0018 alternative 0.1194 0.021 0.0028 0.0236
OG0004238 alternative 0.5223 0.028 0.0076 0.0145 alternative 0.1883 0.017 0.0026 0.0140 alternative 0.5494 0.079 0.0217 0.0395
OG0004239 general 0.0942 0.035 0.0048 0.0505 general 0.0942 0.011 0.0015 0.0161 general 0.0942 0.026 0.0035 0.0376
