OG BRO-BGM BAT-BGM BAT-BRO PHY-BAT PHY-BRO PHY-BGM
OG0005756 3.06 2.15 2.64 22.05 18.43 17.81
OG0005757 5.42 1.02 6.23 21.59 23.92 21.59
OG0005758 3.27 2.41 2.49 6.28 6.80 6.09
OG0005759 3.26 1.31 3.38 29.25 29.43 29.25
OG0005760 4.18 1.52 4.58 34.37 36.08 33.42
OG0005761 5.40 2.15 5.28 24.93 25.88 24.00
OG0005762 3.47 11.02 3.64 57.03 53.15 55.68
OG0005763 2.68 1.60 2.86 15.20 16.07 15.20
OG0005764 3.81 0.99 3.81 18.31 19.39 18.58
OG0005766 18.41 3.46 9.64 25.97 35.02 34.95
OG0005767 5.12 2.06 6.10 14.41 34.36 14.95
OG0005768 1.46 0.29 1.76 7.94 8.10 7.78
OG0005769 9.28 1.19 8.71 27.56 30.75 27.60
OG0005770 4.07 0.97 4.30 18.88 19.66 19.16
OG0005771 3.70 3.12 3.92 17.60 16.19 17.79
OG0005772 3.96 1.38 4.58 27.52 29.92 82.40
OG0005773 5.79 2.19 9.22 25.15 26.95 33.09
OG0005774 5.24 0.66 5.24 18.70 19.15 18.70
OG0005775 1.99 1.90 2.33 19.62 20.15 19.29
OG0005776 3.43 1.80 4.26 37.74 38.82 37.38
OG0005777 0.69 0.27 0.97 23.04 22.85 22.85
OG0005778 5.67 3.80 7.06 37.14 46.14 44.08
OG0005779 2.03 17.28 17.28 32.89 39.30 37.66
OG0005783 2.29 1.96 2.19 29.10 31.12 31.02
OG0005784 9.31 4.42 4.68 19.42 18.12 21.95
OG0005785 7.37 3.91 7.34 37.17 37.90 36.42
OG0005786 6.14 4.54 5.07 39.24 39.35 41.32
OG0005787 2.59 1.48 2.59 22.54 22.70 22.21
OG0005788 16.91 1.30 17.46 31.93 44.08 32.38
OG0005789 1.23 1.56 1.23 27.13 26.59 27.01
OG0005791 2.99 1.14 3.24 19.92 20.78 20.35
OG0005792 2.19 0.78 1.82 15.39 15.03 15.39
OG0005793 1.81 1.30 2.17 20.01 20.43 19.92
OG0005794 2.89 1.66 4.56 14.47 13.82 12.94
OG0005795 4.67 1.50 4.50 25.18 26.06 25.07
OG0005796 8.49 0.81 8.95 17.60 20.89 17.60
OG0005797 6.82 10.86 14.75 28.19 25.42 22.80
OG0005798 1.79 3.32 3.94 30.61 38.68 38.16
OG0005799 3.28 0.81 3.92 21.08 22.69 21.08
OG0005800 4.89 2.05 5.59 31.66 32.22 31.38
OG0005801 4.85 1.35 4.89 31.37 33.27 31.52
OG0005802 4.02 1.38 4.63 39.20 39.97 39.06
OG0005803 3.97 2.96 1.82 20.08 19.09 22.96
OG0005804 4.93 1.95 4.82 42.71 43.62 42.26
OG0005805 2.07 0.80 2.11 20.98 24.83 25.18
OG0005806 5.62 1.95 5.31 22.40 21.73 21.88
OG0005807 2.23 2.24 2.91 20.54 18.55 21.24
OG0005808 3.43 1.76 3.01 14.42 14.42 13.76
OG0005809 13.08 13.39 1.62 20.06 19.02 32.54
OG0005810 3.32 2.18 2.95 18.02 18.12 18.02
OG0005811 2.14 0.87 1.30 20.06 21.18 18.70
OG0005812 3.17 2.00 3.47 33.04 32.60 33.94
OG0005814 1.23 6.82 7.37 20.67 18.76 18.41
OG0005815 1.21 0.32 1.53 8.68 7.90 8.32
OG0005816 2.93 1.32 3.31 30.51 30.12 30.31
OG0005817 10.71 8.98 3.96 19.66 19.01 19.50
OG0005818 6.32 5.43 1.15 24.34 25.03 32.53
OG0005820 2.12 0.66 2.27 18.06 17.43 18.37
OG0005821 9.43 5.32 13.59 16.52 26.72 24.78
OG0005822 2.00 1.47 1.83 25.48 26.28 25.53
OG0005823 74.32 76.85 7.12 31.62 30.80 92.97
OG0005824 6.53 2.73 5.88 39.92 41.45 37.92
OG0005825 3.00 1.65 3.12 30.20 32.07 32.07
OG0005827 2.69 3.72 5.41 23.66 22.66 22.36
OG0005828 1.88 1.66 2.30 33.46 27.37 27.22
OG0005829 2.97 1.25 3.18 33.08 33.71 32.76
OG0005830 19.42 16.72 8.25 51.97 53.02 69.81
OG0005831 3.01 2.38 3.08 26.75 27.94 27.85
OG0005832 0.81 1.30 1.63 22.62 21.89 21.89
OG0005833 2.49 1.27 2.94 22.50 22.76 22.24
OG0005835 8.02 4.40 7.74 23.65 23.07 23.46
OG0005837 4.84 1.43 4.89 41.38 42.02 41.11
OG0005838 2.57 1.50 3.11 21.67 21.94 20.63
OG0005839 1.24 0.86 1.05 17.28 18.99 17.58
OG0005840 5.24 1.22 5.29 30.48 33.02 30.34
OG0005841 2.52 1.24 2.50 23.93 23.44 24.24
OG0005842 8.24 3.52 6.48 48.25 46.38 48.21
OG0005845 4.60 6.10 6.49 25.97 25.40 25.97
OG0005846 6.69 3.16 7.76 34.30 36.66 33.61
OG0005848 0.98 0.77 1.06 25.48 24.96 24.96
OG0005849 1.45 1.30 1.99 16.63 15.72 16.63
OG0005852 1.76 1.04 2.02 17.48 16.12 16.49
OG0005853 2.86 1.94 2.70 23.51 25.58 26.18
OG0005854 2.12 1.25 2.04 30.97 30.85 31.32
OG0005855 14.68 12.48 3.53 19.05 18.51 33.31
OG0005856 2.97 2.47 2.67 38.77 37.50 38.01
OG0005857 1.84 1.22 2.28 20.43 21.32 20.69
OG0005858 1.69 1.09 2.41 17.97 17.97 19.03
OG0005860 5.36 9.28 12.38 38.39 31.27 31.71
OG0005861 6.34 0.80 11.42 9.15 15.72 11.44
OG0005862 1.94 1.09 2.26 26.41 25.76 26.30
OG0005863 19.51 20.55 11.49 32.32 34.94 37.60
OG0005864 2.36 0.87 2.26 24.19 23.74 24.06
OG0005865 2.17 1.22 1.88 19.27 19.03 19.03
OG0005866 5.99 5.58 5.39 28.59 27.40 -nan
OG0005867 2.70 2.02 3.05 18.90 22.90 23.35
OG0005868 2.36 0.88 2.66 24.50 25.46 24.98
OG0005869 9.00 3.53 9.10 46.97 45.51 45.51
OG0005871 3.73 1.68 3.07 26.50 26.43 25.83
OG0005872 0.23 -0.00 0.23 14.19 13.91 14.19
OG0005873 4.40 2.66 3.90 30.99 30.81 32.07
OG0005875 1.67 0.45 1.67 22.84 23.75 22.84
OG0005876 6.01 4.35 2.77 127.69 137.44 130.10
OG0005877 1.75 1.09 1.92 21.39 22.16 20.25
OG0005878 2.48 0.53 2.31 20.56 20.72 20.50
OG0005879 2.25 1.15 2.25 15.46 16.24 16.54
OG0005880 2.26 12.34 70.83 42.58 27.66 32.51
OG0005881 4.01 1.25 4.55 16.63 -nan 15.90
OG0005882 14.73 2.23 3.56 29.54 29.54 28.80
OG0005883 17.69 4.23 24.34 39.35 46.03 47.36
OG0005884 1.24 0.44 1.24 16.96 18.09 17.71
OG0005885 2.16 2.33 3.56 14.78 14.54 14.44
OG0005888 4.52 3.74 2.47 23.20 23.13 22.83
OG0005889 17.65 14.15 2.49 16.72 16.83 40.76
OG0005890 3.12 7.07 9.59 27.58 19.90 20.21
OG0005893 2.41 3.03 3.59 15.50 14.51 15.43
OG0005896 3.37 1.37 3.62 14.26 15.57 14.48
OG0005897 3.57 4.96 3.16 22.23 22.80 22.09
OG0005898 1.95 1.10 2.21 30.48 29.38 29.93
OG0005899 1.58 1.15 1.44 19.01 18.59 19.21
OG0005901 2.84 1.81 2.80 39.56 40.31 39.35
OG0005902 2.67 1.81 3.31 27.57 28.24 28.02
OG0005903 2.96 1.53 3.48 26.91 24.26 23.55
OG0005904 9.09 1.96 8.83 55.45 60.67 57.11
OG0005905 4.77 3.61 5.54 29.84 29.55 29.71
OG0005906 2.68 1.84 2.74 33.16 33.26 32.95
OG0005907 1.51 0.90 1.41 19.97 21.07 19.84
OG0005908 3.31 0.75 2.72 20.60 21.33 20.91
OG0005909 1.22 0.91 1.79 11.94 10.95 10.95
OG0005910 3.00 0.88 3.27 16.94 17.18 17.25
OG0005911 84.82 3.12 5.64 18.85 89.90 18.45
OG0005912 3.69 1.82 2.56 35.33 35.54 37.37
OG0005916 1.87 0.96 1.97 63.16 63.96 64.55
OG0005917 2.52 1.49 2.71 25.15 25.30 25.00
OG0005918 7.48 5.79 4.25 28.88 30.53 31.89
OG0005919 1.60 0.64 1.82 18.04 18.31 18.04
OG0005921 3.20 1.67 3.28 21.31 17.72 20.32
OG0005923 3.14 1.07 3.44 18.32 16.03 18.56
OG0005924 2.04 0.34 2.38 17.42 17.31 17.42
OG0005925 3.00 1.23 5.04 19.55 20.08 19.29
OG0005926 6.52 4.70 9.01 53.61 47.37 45.71
OG0005927 4.26 0.87 4.69 21.12 19.25 19.94
OG0005928 3.13 1.44 3.65 87.76 85.93 87.76
OG0005929 2.62 2.06 3.00 19.81 20.74 19.55
OG0005930 1.13 0.89 1.46 28.42 28.42 28.42
OG0005931 4.79 1.49 3.94 43.24 42.83 44.08
OG0005932 6.32 1.44 6.36 27.01 28.55 27.27
OG0005934 3.52 1.05 3.51 15.56 16.95 15.80
OG0005935 3.54 0.88 -0.00 22.00 22.15 21.47
OG0005936 2.58 0.99 3.31 25.95 27.68 26.44
OG0005937 2.41 2.08 2.63 23.50 23.06 23.94
OG0005938 2.85 1.93 3.75 20.41 21.24 20.19
OG0005939 5.49 2.85 3.27 22.33 23.73 22.80
OG0005941 3.62 1.88 3.50 25.29 25.09 24.44
OG0005942 2.12 1.33 2.40 108.82 106.46 108.22
OG0005943 5.94 2.75 5.33 24.56 23.84 25.07
OG0005944 9.33 6.89 3.01 41.10 42.95 42.34
OG0005945 3.45 0.89 3.26 12.10 13.36 12.30
OG0005946 2.92 0.90 2.83 19.74 20.35 20.02
OG0005947 10.05 5.10 6.91 23.51 25.34 25.93
OG0005949 2.35 1.58 2.31 26.24 25.04 25.16
OG0005950 1.89 0.62 1.80 16.33 15.79 16.19
OG0005951 3.91 2.29 1.50 26.01 29.01 23.09
OG0005952 3.57 2.71 1.60 33.72 33.72 34.70
OG0005953 2.99 1.29 3.54 25.08 24.58 24.96
OG0005954 3.15 2.70 2.90 23.16 24.35 23.10
OG0005955 5.27 2.21 4.27 36.47 38.35 36.64
OG0005957 3.70 1.97 4.42 24.94 26.15 25.74
OG0005958 3.09 6.39 25.02 50.00 26.35 36.15
OG0005959 7.08 5.59 4.70 35.85 36.36 36.53
OG0005960 5.30 3.00 4.80 32.59 30.07 31.81
OG0005961 1.22 0.58 0.81 16.56 16.66 17.29
OG0005962 3.22 1.24 2.83 33.50 34.30 34.08
OG0005963 2.39 1.77 2.92 28.18 28.56 28.68
OG0005964 2.84 2.09 4.18 27.75 23.38 24.52
OG0005967 4.33 4.07 5.93 48.85 37.26 35.49
OG0005968 3.48 2.12 3.97 31.45 31.66 33.43
OG0005969 2.61 1.05 2.54 21.14 20.41 21.41
OG0005970 1.88 1.47 1.69 27.18 26.94 27.05
OG0005971 1.59 0.91 1.13 27.59 27.11 28.25
OG0005972 4.57 2.09 4.38 82.54 84.64 86.33
OG0005974 9.03 0.99 8.98 31.19 37.14 31.34
OG0005976 6.08 16.16 14.99 54.53 37.45 35.41
OG0005977 2.63 0.87 2.33 16.07 15.60 16.31
OG0005978 5.32 2.38 5.02 19.92 20.35 23.73
OG0005979 2.12 1.67 3.15 22.54 22.24 23.29
OG0005980 4.64 2.18 3.62 19.74 21.92 20.46
OG0005981 3.28 2.08 2.72 28.29 30.02 27.50
OG0005982 1.01 0.30 1.19 15.09 13.62 14.86
OG0005983 8.36 2.68 10.91 32.42 40.27 32.09
OG0005984 4.02 1.10 5.40 44.55 57.92 45.02
OG0005985 1.96 3.89 4.60 26.73 24.67 24.97
OG0005986 3.74 1.04 3.58 21.65 21.27 21.27
OG0005987 75.57 1.07 75.57 19.98 21.48 19.10
OG0005988 2.38 1.31 2.44 31.03 32.15 31.90
OG0005989 1.94 0.98 1.99 25.56 25.07 25.66
OG0005991 3.74 1.88 3.97 19.82 20.49 67.35
OG0005992 2.01 1.61 1.78 19.03 16.69 16.77
OG0005995 2.72 3.66 5.24 24.00 21.82 20.52
OG0005996 5.70 2.23 28.20 26.76 26.97 27.24
OG0005997 67.10 56.20 56.39 13.25 66.38 64.20
OG0005999 5.28 2.87 4.96 30.41 31.51 30.41
OG0006000 0.99 0.57 0.99 17.99 17.85 18.18
OG0006002 2.22 2.35 2.89 19.76 17.78 18.27
OG0006005 4.89 1.30 6.51 27.47 28.01 26.65
OG0006007 0.76 0.46 0.89 19.71 19.59 19.94
OG0006008 5.77 2.73 5.23 19.06 20.32 18.64
OG0006009 4.44 82.40 6.20 30.41 29.16 30.26
OG0006010 26.35 26.35 4.18 21.15 21.51 29.45
OG0006011 3.97 5.26 4.55 14.14 14.14 13.46
OG0006012 2.86 1.06 2.27 13.85 15.85 15.70
OG0006014 3.92 1.89 4.55 19.67 21.78 20.34
OG0006015 4.10 0.79 5.52 26.73 27.29 25.61
OG0006016 5.21 2.56 4.20 35.48 36.27 35.22
OG0006017 4.80 1.66 3.87 11.88 16.57 15.16
OG0006019 3.49 1.97 3.62 20.68 20.78 20.79
OG0006020 1.39 1.40 2.33 18.72 16.38 17.70
OG0006021 10.70 5.00 8.19 29.19 28.95 20.24
OG0006022 3.20 4.80 6.76 38.84 31.11 32.73
OG0006023 2.48 2.61 2.64 20.24 19.84 20.24
OG0006024 11.65 5.94 5.27 21.94 20.67 29.38
OG0006025 2.85 0.77 2.59 19.95 19.95 20.69
OG0006026 3.73 1.54 3.43 17.15 16.32 17.57
OG0006027 1.62 3.33 9.35 151.72 17.46 16.68
OG0006028 9.75 4.92 8.46 25.37 22.08 24.84
OG0006029 5.00 3.83 2.82 38.35 37.25 37.62
OG0006030 3.55 3.29 1.48 26.83 26.35 25.88
OG0006031 3.85 1.30 4.10 24.65 24.58 24.16
OG0006032 2.31 4.60 2.75 30.88 21.63 33.93
OG0006033 3.62 6.80 7.54 28.59 25.65 25.04
OG0006034 4.29 1.19 4.18 32.67 33.06 31.74
OG0006035 18.85 1.20 18.61 25.06 17.84 25.06
OG0006036 2.72 1.57 3.44 30.54 30.94 30.14
OG0006038 6.50 3.82 7.05 94.83 107.42 96.07
OG0006040 3.21 2.05 1.96 20.71 21.91 24.21
OG0006042 5.84 4.24 1.67 33.14 32.83 35.45
OG0006044 6.52 4.43 6.31 32.73 66.85 32.73
OG0006045 3.92 96.07 2.88 30.37 28.58 33.45
OG0006048 1.19 0.49 1.49 25.77 25.20 25.56
OG0006049 2.60 4.04 5.15 19.90 19.38 18.21
OG0006051 4.95 1.17 4.29 19.75 20.00 25.80
OG0006052 1.10 0.62 1.10 25.85 44.08 25.85
OG0006053 2.38 1.79 3.28 43.19 43.69 43.95
OG0006054 6.67 2.55 6.75 38.46 41.14 39.37
OG0006055 5.05 3.79 5.77 23.09 21.11 20.17
OG0006058 3.56 7.79 3.32 51.71 65.31 64.44
OG0006059 6.52 2.07 6.58 25.78 27.52 25.09
OG0006060 5.78 5.40 4.78 33.84 31.33 30.75
OG0006061 2.12 1.40 2.34 25.10 25.19 24.54
OG0006063 2.84 3.56 5.30 85.81 23.39 22.11
OG0006064 3.12 1.84 2.29 37.52 37.29 37.87
OG0006065 1.15 0.66 1.21 16.19 16.10 16.35
OG0006066 5.75 1.05 8.37 27.52 21.97 24.83
OG0006067 3.51 1.73 3.71 28.40 28.56 27.73
OG0006069 4.18 2.86 4.21 34.56 34.24 34.45
OG0006070 5.70 2.69 5.94 21.95 23.35 22.18
OG0006071 3.51 2.90 4.07 35.54 36.44 35.24
OG0006072 4.23 8.85 11.08 39.14 30.88 31.28
OG0006073 3.86 1.77 4.08 21.04 23.72 21.35
OG0006074 4.51 23.77 4.00 24.63 26.32 28.66
OG0006075 9.64 1.63 10.63 41.64 41.08 38.15
OG0006076 6.68 3.88 7.02 34.61 36.37 35.51
OG0006078 7.68 0.98 8.03 21.27 27.72 21.27
OG0006080 2.80 0.99 2.81 25.58 25.01 25.30
OG0006081 2.53 0.98 2.68 14.92 15.26 15.05
OG0006083 4.42 1.16 4.24 32.44 32.95 32.18
OG0006084 1.80 0.68 2.14 20.74 20.34 17.24
OG0006085 2.37 1.23 3.07 14.58 14.66 14.15
OG0006086 13.99 1.29 10.63 14.41 14.60 14.80
OG0006087 3.50 1.77 3.54 25.41 25.97 25.35
OG0006088 8.47 2.59 34.70 28.08 48.19 27.35
OG0006089 3.03 4.26 4.76 26.49 23.69 23.69
OG0006091 4.70 1.65 6.19 42.49 44.62 42.09
OG0006092 19.12 1.56 8.51 26.08 30.25 29.33
OG0006096 4.10 1.27 39.61 -nan 27.23 27.71
OG0006097 2.96 0.83 2.91 18.03 16.82 18.03
OG0006098 3.94 1.07 3.87 16.99 17.33 17.16
OG0006099 6.07 7.52 13.08 58.90 48.07 53.48
OG0006100 7.44 3.87 5.01 34.90 33.82 37.24
OG0006101 5.20 3.42 5.94 22.58 22.99 22.16
OG0006102 3.11 2.01 3.11 112.19 110.98 109.79
OG0006103 3.83 1.21 3.94 19.47 22.16 23.26
OG0006104 3.25 1.30 44.08 31.76 31.78 28.77
OG0006105 3.77 3.33 3.85 21.60 25.60 22.73
OG0006106 2.02 1.31 1.80 11.14 11.92 12.08
OG0006109 5.02 1.62 4.31 24.12 28.80 23.81
OG0006110 1.83 1.11 1.80 15.52 15.85 15.38
OG0006112 2.99 1.20 1.81 21.11 27.06 23.02
OG0006114 6.00 2.62 5.49 24.33 24.33 25.60
OG0006115 4.03 3.07 7.16 36.48 35.27 36.20
OG0006116 3.38 1.43 3.07 17.94 16.74 17.33
OG0006117 5.37 3.31 6.33 29.83 30.10 29.42
OG0006120 2.88 1.91 3.88 24.36 22.06 22.15
OG0006121 4.44 2.04 4.97 101.50 103.82 101.50
OG0006122 3.58 30.32 31.73 55.87 43.05 44.25
OG0006123 1.48 0.73 1.32 29.84 30.12 31.78
OG0006124 6.42 2.76 5.11 30.66 31.66 30.00
OG0006126 16.64 18.37 46.51 56.12 35.43 30.16
OG0006127 1.55 1.18 1.79 19.10 19.38 19.48
OG0006129 3.05 1.17 2.46 18.53 15.64 17.44
OG0006130 3.69 6.98 3.39 53.12 53.56 52.26
OG0006132 3.74 6.00 7.76 21.95 21.79 21.30
OG0006134 17.89 2.79 17.89 39.13 49.95 38.94
OG0006135 14.93 2.06 16.18 38.31 49.16 38.31
OG0006136 2.90 2.08 4.36 20.00 19.49 21.68
OG0006137 4.38 2.89 2.59 12.49 12.49 12.49
OG0006138 3.44 5.60 6.55 34.70 30.08 28.77
OG0006139 3.11 2.19 4.04 17.96 16.84 16.84
OG0006140 2.65 3.08 3.84 30.98 31.67 32.31
OG0006141 7.09 3.26 8.56 54.98 54.56 55.47
OG0006142 5.64 0.93 6.16 13.32 11.91 12.61
OG0006143 49.26 1.25 7.89 19.30 20.00 22.11
OG0006144 3.67 2.16 5.05 34.58 28.34 28.03
OG0006147 4.91 10.20 12.98 33.21 25.49 24.49
OG0006148 3.20 1.61 3.11 64.20 61.93 63.63
OG0006149 2.23 0.71 2.02 27.46 27.83 27.46
OG0006151 7.24 6.11 8.66 36.81 35.88 38.31
OG0006152 -nan 30.79 1.99 29.83 25.98 29.19
OG0006154 3.13 1.33 3.52 20.02 19.10 19.82
OG0006155 2.13 1.15 2.09 20.17 20.70 20.41
OG0006156 20.71 2.21 19.97 161.22 28.10 140.02
OG0006159 150.11 12.70 39.38 22.84 31.09 29.41
OG0006160 3.72 3.41 3.90 13.51 12.40 13.35
OG0006161 1.23 1.52 1.56 18.08 16.64 18.04
OG0006162 2.14 1.83 1.83 96.07 148.06 18.02
OG0006163 4.79 11.20 14.65 32.43 30.74 31.62
OG0006164 2.46 0.71 2.26 22.97 22.42 22.71
OG0006165 3.37 1.97 3.67 20.85 22.02 21.43
OG0006166 4.50 1.97 5.59 29.10 27.23 25.58
OG0006167 2.84 1.35 3.21 44.08 21.91 20.90
OG0006169 1.42 2.21 0.96 21.97 22.11 21.57
OG0006171 4.89 3.74 8.15 31.18 28.37 25.59
OG0006173 3.07 3.73 2.15 22.03 18.54 17.76
OG0006174 2.85 1.62 2.76 23.50 23.50 22.33
OG0006175 2.27 1.60 1.73 21.66 22.29 21.34
OG0006176 0.73 10.87 11.49 14.76 15.14 14.76
OG0006178 3.13 1.33 3.59 34.41 35.72 33.98
OG0006179 3.51 3.16 3.73 19.89 18.63 16.68
OG0006180 4.52 1.61 4.30 18.07 20.10 18.33
OG0006181 9.03 1.24 11.23 15.82 21.34 15.72
OG0006182 2.71 4.66 2.87 79.51 60.82 27.27
OG0006183 1.84 1.41 2.17 13.98 14.50 13.85
OG0006184 5.31 5.19 5.60 37.88 36.27 37.88
OG0006185 2.17 1.03 2.77 19.58 19.83 19.34
OG0006186 1.71 1.58 2.40 26.35 17.16 16.87
OG0006187 2.19 1.54 2.15 18.09 18.77 18.54
OG0006188 2.38 1.00 2.65 14.08 14.51 14.65
OG0006190 3.97 2.85 4.24 30.26 31.71 30.67
OG0006191 6.65 3.03 5.51 58.30 38.17 38.65
OG0006192 2.25 1.55 2.26 55.96 55.47 55.96
OG0006193 3.24 4.80 4.65 39.67 39.31 34.70
OG0006194 4.64 3.10 3.54 30.88 29.99 33.23
OG0006195 33.32 16.50 20.06 15.78 35.70 97.45
OG0006196 5.29 1.76 4.80 24.08 23.91 23.10
OG0006197 5.51 4.25 2.70 33.33 33.60 49.02
OG0006198 2.89 8.46 12.48 23.81 21.99 21.48
OG0006199 8.69 1.45 8.69 39.59 39.59 39.36
OG0006200 11.64 8.13 7.18 95.81 95.31 104.71
OG0006201 2.83 32.61 11.95 23.74 16.98 22.04
OG0006202 87.47 36.10 7.28 13.72 23.06 44.64
OG0006203 0.58 0.66 0.80 16.84 15.23 15.17
OG0006204 0.75 0.83 0.75 29.57 29.75 29.20
OG0006205 4.07 2.65 4.53 32.64 33.49 33.68
OG0006206 7.31 3.18 7.86 32.07 34.93 30.93
OG0006207 2.49 1.45 2.38 22.97 22.21 23.14
OG0006208 2.46 2.27 3.56 44.08 39.28 38.82
OG0006209 4.75 2.97 6.73 30.98 31.04 30.21
OG0006210 1.82 1.09 1.74 34.12 34.76 33.99
OG0006211 0.76 0.61 1.07 18.36 18.17 18.36
OG0006213 18.59 16.53 16.11 23.09 64.09 53.31
OG0006215 2.63 3.29 4.95 32.95 26.12 26.30
OG0006216 2.33 2.33 0.91 15.36 17.05 16.03
OG0006217 4.41 1.76 3.56 32.91 35.02 34.17
OG0006218 2.39 0.83 2.34 19.96 19.38 19.96
OG0006219 3.64 0.96 3.70 15.24 16.31 15.24
OG0006220 2.72 1.73 2.61 16.47 16.91 16.60
OG0006221 3.82 1.85 3.67 79.20 77.15 51.20
OG0006227 3.01 1.37 2.72 21.17 22.39 21.02
OG0006228 0.94 0.80 1.67 19.92 20.65 19.64
OG0006229 7.04 3.58 6.91 44.53 44.53 45.87
OG0006230 3.52 0.97 3.30 22.25 23.59 21.22
OG0006231 3.32 1.01 4.44 20.34 21.46 21.65
OG0006233 3.22 1.13 2.99 32.74 31.01 32.39
OG0006234 3.37 2.25 1.99 18.53 18.42 18.69
OG0006235 3.38 6.58 1.51 25.83 33.49 39.11
OG0006237 1.26 2.54 3.48 101.24 15.16 15.50
OG0006238 3.73 1.73 3.86 27.07 27.15 25.97
OG0006239 6.35 6.33 1.77 13.12 14.54 19.13
OG0006240 4.62 1.61 5.21 25.89 25.39 25.26
OG0006241 3.82 2.05 3.66 29.50 28.69 30.23
OG0006242 2.81 1.95 3.09 21.27 22.09 20.86
OG0006243 6.34 2.70 6.73 48.57 49.50 45.58
OG0006244 2.02 0.93 1.91 89.73 90.26 91.62
OG0006245 2.86 1.20 3.09 53.31 47.88 54.17
OG0006246 3.33 0.79 3.35 28.02 26.93 28.02
OG0006248 2.43 1.22 2.22 35.66 35.66 36.38
OG0006249 5.74 6.81 8.72 29.19 29.68 44.08
OG0006250 2.94 1.38 2.88 18.61 21.97 19.80
OG0006251 3.96 1.78 3.78 97.73 94.70 96.70
OG0006253 2.05 1.18 2.59 29.15 28.93 28.83
OG0006254 4.97 4.52 4.89 60.82 31.25 38.45
OG0006255 28.65 28.65 1.30 26.98 25.67 44.51
OG0006257 2.22 1.01 2.25 29.41 28.40 28.81
OG0006258 6.12 3.68 5.12 33.63 34.49 39.02
OG0006259 7.63 5.55 3.92 31.11 34.70 30.47
OG0006260 3.96 1.41 4.14 26.77 26.77 27.61
OG0006261 2.94 1.80 3.29 19.73 22.12 20.73
OG0006262 9.18 3.47 7.84 27.08 26.90 26.53
OG0006263 15.85 14.42 3.63 21.97 22.99 22.31
OG0006264 2.17 1.88 2.17 12.87 13.04 13.69
OG0006265 3.21 1.51 3.38 18.21 17.83 18.13
OG0006266 68.75 71.23 6.55 31.63 33.90 54.87
OG0006267 3.00 1.58 3.50 27.58 28.22 27.98
OG0006268 2.47 1.23 2.73 16.04 18.14 16.39
OG0006269 2.62 1.26 2.53 20.52 19.50 20.22
OG0006270 1.11 0.83 1.54 17.58 17.49 16.81
OG0006271 3.03 1.49 2.95 17.88 19.34 18.61
OG0006272 9.95 2.62 8.02 16.68 18.71 17.35
OG0006273 4.94 2.06 5.71 23.20 23.35 22.39
OG0006274 2.73 1.27 2.62 21.71 22.72 22.35
OG0006275 2.24 2.16 4.46 25.07 24.93 19.31
OG0006276 15.24 2.66 4.72 33.85 50.11 53.36
OG0006277 3.03 13.82 14.76 30.77 24.15 24.16
OG0006278 3.06 1.37 3.13 12.24 12.55 11.92
OG0006279 4.39 2.58 4.71 29.48 30.02 29.30
OG0006281 1.30 0.55 1.49 13.70 13.48 13.48
OG0006282 3.83 2.92 1.60 23.33 24.00 25.59
OG0006283 2.23 1.70 1.49 19.63 19.92 16.67
OG0006285 22.44 2.24 21.90 40.90 57.25 40.34
OG0006286 4.54 1.92 4.18 35.24 35.47 34.68
OG0006287 26.35 25.92 12.30 32.67 30.68 46.45
OG0006288 4.75 0.94 4.93 12.00 14.67 12.43
OG0006289 5.35 1.63 4.00 60.76 62.81 59.49
OG0006290 2.14 82.40 2.82 -nan 18.85 21.00
OG0006291 3.84 2.29 4.52 42.48 43.02 43.28
OG0006292 4.59 1.66 3.27 13.99 14.05 13.60
OG0006293 1.27 0.91 1.27 21.72 21.43 21.28
OG0006294 21.47 17.01 19.09 25.45 29.56 11.79
OG0006295 1.20 1.31 2.20 16.93 13.60 13.48
OG0006296 8.54 4.61 10.56 31.89 29.36 32.30
OG0006297 4.37 3.81 3.40 22.43 22.61 22.97
OG0006298 8.31 1.79 8.11 29.12 29.42 28.52
OG0006299 1.92 0.94 2.12 16.30 16.87 15.72
OG0006300 16.78 110.50 17.98 44.08 21.79 28.52
OG0006302 3.56 1.33 1.54 15.76 15.16 15.16
OG0006303 1.34 0.87 1.66 27.29 27.47 27.66
OG0006304 1.99 1.27 2.50 21.15 20.33 20.12
OG0006306 1.06 0.98 1.39 17.76 18.07 17.56
OG0006307 3.63 2.97 1.47 18.10 18.10 20.75
OG0006308 4.66 112.81 5.48 19.90 19.62 28.38
OG0006309 6.20 1.46 5.88 37.07 40.54 35.67
OG0006310 2.37 0.85 2.47 27.26 27.33 27.33
OG0006311 2.83 1.46 2.89 22.72 22.49 23.40
OG0006313 3.60 1.01 4.04 20.57 20.06 20.34
OG0006315 8.26 4.53 7.64 48.95 47.19 48.62
OG0006317 37.70 1.75 12.21 29.74 32.87 32.19
OG0006318 2.50 65.28 78.65 21.22 19.11 18.53
OG0006319 0.95 -0.00 1.13 21.41 30.19 21.31
OG0006320 4.31 2.03 4.51 34.37 35.21 34.86
OG0006321 1.71 0.85 1.71 16.49 15.15 16.19
OG0006322 130.10 1.64 8.22 29.58 29.28 -nan
OG0006323 6.34 1.01 7.83 117.65 15.62 112.81
OG0006324 5.21 1.90 5.13 110.25 111.70 111.70
OG0006325 1.50 0.75 1.92 29.60 28.80 29.06
OG0006326 2.60 1.41 2.58 28.49 31.30 31.30
