OG BAT_3_utr_gc BAT_5_utr_gc BRO_3_utr_gc BRO_5_utr_gc BGM_3_utr_gc BGM_5_utr_gc
OG0005832 34.13 32.28 36.26 31.30 33.36 28.85
OG0005833 33.40 39.80 33.94 30.14 34.62 28.74
OG0005835 38.28 34.06 35.51 30.53 39.00 28.75
OG0005837 NA 46.85 52.13 59.77 43.20 42.98
OG0005838 31.26 30.29 42.04 31.86 30.23 31.90
OG0005839 28.58 30.00 36.25 30.96 29.24 33.55
OG0005840 40.92 33.33 32.23 33.93 33.47 32.14
OG0005841 34.58 31.10 34.13 35.91 34.48 34.29
OG0005842 31.36 28.97 NA 36.12 36.63 47.87
OG0005845 37.80 38.52 33.21 34.11 28.71 28.76
OG0005846 29.26 79.41 51.75 78.12 41.11 78.38
OG0005848 31.36 28.28 28.43 27.04 29.23 28.55
OG0005849 34.75 32.53 36.98 32.21 34.14 32.30
OG0005852 33.83 58.59 34.28 36.50 33.70 34.88
OG0005853 34.24 26.61 32.90 29.86 34.78 32.45
OG0005854 31.01 22.19 30.13 24.12 30.81 21.05
OG0005855 31.59 23.89 32.35 29.52 41.41 29.74
OG0005856 36.59 33.64 35.36 37.12 36.32 37.17
OG0005857 26.03 25.93 25.68 28.95 26.88 26.92
OG0005858 26.74 41.59 27.15 45.75 27.09 58.52
OG0005860 29.52 32.73 31.55 30.71 37.53 29.20
OG0005861 31.30 52.37 34.19 42.20 31.03 44.77
OG0005862 29.96 42.71 30.03 44.06 30.00 43.74
OG0005863 38.62 28.22 36.30 26.73 36.26 40.02
OG0005864 34.87 32.42 34.14 29.60 36.21 31.08
OG0005865 29.81 28.96 32.62 27.02 28.04 27.43
OG0005866 36.34 34.21 40.65 30.50 30.18 40.71
OG0005867 32.66 44.17 34.17 47.85 32.70 40.32
OG0005868 34.95 39.25 48.56 46.29 44.16 45.75
OG0005869 41.07 36.97 49.71 51.75 34.66 36.04
OG0005871 30.65 59.45 30.93 59.21 38.67 49.16
OG0005872 31.43 33.33 32.73 39.07 30.66 36.56
OG0005873 39.23 38.00 37.37 38.51 37.95 39.07
OG0005875 30.34 34.81 35.39 36.11 31.11 35.96
OG0005876 37.99 76.43 32.09 75.94 NA 74.83
OG0005877 36.85 39.02 40.27 35.55 33.05 37.26
OG0005878 29.60 42.66 31.45 63.17 29.62 43.08
OG0005879 31.54 57.24 31.52 62.87 31.33 59.23
OG0005880 31.65 61.67 43.75 28.74 28.47 52.84
OG0005881 43.11 58.43 43.09 34.24 43.18 50.81
OG0005882 39.01 56.72 45.25 36.07 34.03 38.97
OG0005883 41.73 30.70 40.16 40.46 31.99 33.48
OG0005884 35.60 31.85 35.72 32.58 34.25 35.05
OG0005885 37.39 35.66 51.36 37.00 33.70 33.57
OG0005888 35.90 30.87 32.78 33.22 32.63 36.43
OG0005889 35.39 32.10 29.00 33.71 38.26 32.22
OG0005890 35.44 42.93 30.81 32.23 32.98 32.45
OG0005893 34.61 72.40 53.67 66.07 50.19 44.73
OG0005896 38.05 NA 38.35 56.48 29.97 51.80
OG0005897 36.46 49.40 31.31 62.04 35.68 37.66
OG0005898 55.83 63.74 39.18 65.67 53.91 63.37
OG0005899 34.95 34.32 28.86 35.61 30.37 36.00
OG0005901 35.11 35.11 28.88 34.10 26.42 38.05
OG0005902 29.08 44.66 40.38 22.56 35.43 45.94
OG0005903 39.45 35.41 39.25 34.34 44.45 36.61
OG0005904 36.33 76.27 37.54 NA 36.72 80.00
OG0005905 53.15 49.84 53.45 47.06 52.64 69.23
OG0005906 28.58 39.16 29.16 28.30 29.65 31.34
OG0005907 30.94 54.30 30.11 34.03 29.46 50.48
OG0005908 34.57 40.85 34.43 31.15 38.97 31.16
OG0005909 29.35 44.56 NA 38.07 29.28 40.93
OG0005910 34.61 73.77 41.36 74.73 34.41 75.43
OG0005911 37.13 49.33 44.84 51.04 37.68 46.30
OG0005912 39.82 43.35 41.13 31.09 38.12 43.23
OG0005916 49.90 55.45 39.38 46.87 34.11 26.02
OG0005917 45.77 39.52 38.75 43.96 42.47 41.06
OG0005918 36.95 40.03 34.65 36.48 47.01 43.75
OG0005919 27.77 35.07 27.65 29.07 28.51 40.30
OG0005921 33.63 NA 37.29 27.08 28.28 NA
OG0005923 33.47 46.89 30.82 NA 30.92 36.55
OG0005924 27.19 35.69 26.48 36.62 27.25 35.43
OG0005925 32.08 37.64 42.89 31.99 33.15 34.14
OG0005926 35.38 34.36 31.52 35.73 31.48 39.38
OG0005927 47.25 40.09 48.36 25.96 45.98 40.17
OG0005928 48.02 40.32 58.33 35.43 30.96 38.69
OG0005929 48.80 57.31 35.27 60.83 NA 43.74
OG0005930 32.50 35.20 23.59 35.22 24.75 32.50
OG0005931 30.19 42.24 31.93 36.57 50.47 37.92
OG0005932 29.81 45.01 36.34 57.89 32.53 34.64
OG0005934 NA 42.88 45.95 26.23 36.49 35.00
OG0005935 46.43 37.15 31.21 41.67 33.33 34.50
OG0005936 35.71 39.20 34.40 40.95 34.74 34.78
OG0005937 31.96 39.27 32.07 35.09 31.09 37.68
OG0005938 36.23 62.60 25.64 39.15 37.02 37.09
OG0005939 37.48 42.53 38.49 37.32 36.83 38.27
OG0005941 35.09 32.04 31.34 31.32 31.15 34.18
OG0005942 42.63 35.73 54.33 35.10 36.09 34.31
OG0005943 39.39 39.25 41.40 34.87 39.90 31.48
OG0005944 32.45 66.00 30.20 NA 33.14 36.95
OG0005945 37.23 51.14 35.53 50.18 37.37 42.57
OG0005946 29.11 47.19 26.52 31.77 28.17 29.82
OG0005947 47.18 42.31 32.41 41.23 47.63 43.86
OG0005949 39.21 38.76 34.06 37.37 32.77 30.80
OG0005950 36.13 61.88 32.41 62.49 33.74 59.41
OG0005951 33.13 27.93 33.09 62.07 28.32 NA
OG0005952 35.49 18.25 32.89 22.29 33.50 27.73
OG0005953 40.80 31.78 33.17 38.89 37.67 33.31
OG0005954 31.34 40.10 32.14 37.93 46.07 37.24
OG0005955 39.81 48.00 38.30 32.87 40.36 28.75
OG0005957 31.74 51.16 42.63 31.12 32.93 26.81
OG0005958 32.65 37.66 35.15 36.35 31.67 30.39
OG0005959 33.57 34.74 32.99 34.36 36.93 33.33
OG0005960 30.77 51.33 31.48 46.55 29.40 50.57
OG0005961 31.29 38.58 32.04 31.49 37.66 39.13
OG0005962 36.87 40.54 34.81 43.42 41.42 31.09
OG0005963 55.44 64.24 35.45 61.86 32.79 61.26
OG0005964 31.19 45.24 31.34 55.93 34.56 59.79
OG0005967 53.82 27.38 28.98 42.15 28.40 35.87
OG0005968 40.96 29.63 31.37 29.92 36.22 34.10
OG0005969 37.34 71.60 34.61 71.93 33.90 72.30
OG0005970 33.36 28.70 33.57 62.46 28.13 29.88
OG0005971 37.63 31.77 36.68 43.97 34.34 36.18
OG0005972 41.63 44.75 35.57 64.51 41.74 61.29
OG0005974 34.24 48.27 31.97 59.70 28.82 50.42
OG0005976 43.67 37.93 28.04 37.65 26.86 38.10
OG0005977 35.06 44.98 39.31 44.90 35.16 42.75
OG0005978 42.21 34.31 42.59 32.03 42.00 34.41
OG0005979 36.72 42.33 38.82 37.16 36.67 56.36
OG0005980 37.03 33.26 31.99 33.33 65.00 33.19
OG0005981 35.05 45.24 28.31 36.36 33.10 37.73
OG0005982 42.56 43.22 39.73 68.50 41.67 43.60
OG0005983 37.23 37.56 40.84 35.87 37.46 34.62
OG0005984 25.44 50.70 38.01 37.04 36.70 35.38
OG0005985 35.05 41.58 32.41 38.23 33.36 41.81
OG0005986 31.03 36.74 31.69 38.95 36.15 35.69
OG0005987 33.54 46.73 35.80 25.53 28.12 46.58
OG0005988 49.28 36.49 46.31 42.84 46.15 41.03
OG0005989 31.47 41.68 34.09 41.23 31.57 40.43
OG0005991 34.36 38.97 31.65 48.95 38.56 NA
OG0005992 43.34 25.54 34.44 34.23 33.88 36.37
OG0005995 34.02 33.76 28.58 41.04 28.53 40.21
OG0005996 43.53 45.94 45.45 40.08 27.79 48.04
OG0005999 37.31 33.19 35.43 31.21 32.50 30.37
OG0006000 35.35 34.23 34.70 59.57 33.27 63.89
OG0006002 36.04 31.97 33.74 30.11 34.44 32.82
OG0006005 29.94 52.48 30.85 39.27 38.53 48.99
OG0006007 33.91 29.03 28.54 30.34 28.49 29.92
OG0006008 36.57 65.40 30.61 40.91 35.80 62.82
OG0006009 43.22 38.62 52.17 NA 32.84 52.21
OG0006010 33.42 52.10 50.00 51.96 44.94 42.88
OG0006011 43.28 51.23 35.04 64.85 37.48 40.15
OG0006012 37.43 41.78 36.10 39.20 43.87 39.20
OG0006014 33.02 67.21 34.06 75.31 31.11 74.90
OG0006015 33.59 45.09 30.10 34.11 28.85 30.10
OG0006016 35.46 39.66 31.21 46.79 35.31 38.78
OG0006017 NA 53.58 NA 53.07 76.17 47.73
OG0006019 31.71 56.66 31.19 70.54 31.90 63.00
OG0006020 33.46 42.89 35.63 44.36 33.71 32.29
OG0006021 51.03 31.71 40.56 31.93 42.96 26.84
OG0006022 36.20 26.02 30.42 31.03 30.74 40.25
OG0006023 38.14 41.55 38.36 37.08 38.30 35.53
OG0006024 31.08 37.40 47.92 28.87 50.23 47.54
OG0006025 38.76 56.26 37.73 42.91 39.24 51.06
OG0006026 37.50 40.09 40.51 41.23 43.22 39.97
OG0006027 44.36 48.52 27.38 39.22 30.33 41.90
OG0006028 37.37 32.16 37.42 33.33 38.08 34.08
OG0006029 37.25 41.30 37.76 50.76 36.64 36.90
OG0006030 18.13 36.98 20.47 35.66 32.08 37.25
OG0006031 32.22 45.45 45.38 38.84 35.64 45.34
OG0006032 59.90 59.21 NA 35.67 31.60 40.09
OG0006033 41.93 59.23 31.34 58.10 32.33 58.39
OG0006034 22.69 38.98 32.08 50.82 30.15 39.56
OG0006035 33.67 29.03 19.29 NA 36.27 21.43
OG0006036 36.68 47.22 35.43 33.33 32.62 36.76
OG0006038 31.65 40.21 30.99 46.09 29.45 41.60
OG0006040 NA 45.11 NA 49.65 NA 41.49
OG0006042 32.16 36.32 34.85 44.89 34.10 35.88
OG0006044 35.04 41.12 NA 64.58 69.53 37.89
OG0006045 39.44 50.32 38.60 34.29 43.41 35.54
OG0006048 33.47 30.96 33.77 30.55 33.02 32.47
OG0006049 34.23 29.27 28.75 31.48 28.22 34.55
OG0006051 34.43 48.26 35.66 65.90 34.43 30.79
OG0006052 31.99 54.18 27.94 49.24 34.44 45.93
OG0006053 29.50 47.20 34.04 31.09 31.50 38.39
OG0006054 35.03 38.08 39.22 38.17 35.06 38.04
OG0006055 36.23 39.05 36.28 40.52 34.33 33.57
OG0006058 32.71 53.60 32.90 60.43 33.28 37.60
OG0006059 30.08 37.00 30.27 36.60 30.66 36.14
OG0006060 43.63 63.71 72.82 69.15 41.72 52.78
OG0006061 35.30 30.09 34.80 29.91 35.53 30.61
OG0006063 45.20 29.16 35.13 31.42 31.32 30.06
OG0006064 31.92 43.70 32.74 33.91 31.95 34.40
OG0006065 27.25 43.87 23.43 59.63 23.78 43.97
OG0006066 36.54 35.44 30.13 40.31 36.35 35.43
OG0006067 35.23 36.25 34.76 39.51 34.05 42.18
OG0006069 35.23 60.39 37.26 56.92 35.49 56.87
OG0006070 32.08 44.14 38.51 44.65 29.28 45.32
OG0006071 53.20 37.88 46.00 34.51 58.62 35.82
OG0006072 35.36 42.47 34.61 39.90 31.35 36.17
OG0006073 33.29 54.87 34.73 69.80 34.22 38.72
OG0006074 42.02 42.68 34.23 35.14 40.23 33.51
OG0006075 45.64 32.55 31.46 35.59 33.30 34.29
OG0006076 42.31 43.59 36.54 43.54 41.58 32.76
OG0006078 35.05 10.26 36.89 37.01 36.76 31.60
OG0006080 47.66 33.84 30.83 39.49 37.96 35.08
OG0006081 31.55 36.12 35.73 25.81 33.30 40.56
OG0006083 31.93 35.35 34.75 49.32 34.10 35.64
OG0006084 34.35 27.89 33.89 29.05 32.86 38.23
OG0006085 30.72 64.60 33.33 NA 33.08 58.92
OG0006086 34.74 53.71 34.66 51.27 33.93 36.34
OG0006087 34.28 49.69 33.44 54.10 30.40 61.43
OG0006088 28.72 63.19 30.17 75.00 31.61 69.08
OG0006089 47.10 34.76 31.67 36.03 40.81 30.56
OG0006091 28.75 35.06 37.66 30.81 30.43 30.10
OG0006092 30.99 38.67 31.87 38.39 26.37 35.48
OG0006096 32.86 39.82 39.13 37.00 33.94 34.51
OG0006097 34.92 46.18 38.56 38.59 34.09 40.84
OG0006098 31.59 48.76 28.48 49.24 31.66 49.25
OG0006099 26.93 42.99 33.65 30.41 35.28 40.64
OG0006100 31.81 33.81 29.47 36.21 32.88 36.79
OG0006101 31.58 69.30 38.54 71.43 NA 32.73
OG0006102 31.94 48.77 30.77 47.04 32.59 44.98
OG0006103 47.81 27.64 38.33 30.33 40.16 31.11
OG0006104 31.90 38.30 35.82 32.89 33.02 31.88
OG0006105 32.77 34.67 NA 50.95 31.50 63.88
OG0006106 34.94 66.26 37.29 59.64 35.52 57.30
OG0006109 35.85 47.39 48.22 NA NA 43.96
OG0006110 29.97 37.65 33.43 50.35 30.03 46.41
OG0006112 30.61 49.82 28.46 36.13 28.10 52.54
OG0006114 37.66 NA 40.29 64.44 37.49 NA
OG0006115 32.96 41.59 28.14 37.62 28.35 33.78
OG0006116 47.15 33.21 24.51 34.86 39.81 32.35
OG0006117 60.36 42.23 42.86 40.59 48.05 27.87
OG0006120 31.06 41.12 30.71 42.18 31.62 33.99
OG0006121 20.66 45.89 39.10 45.82 30.98 34.23
OG0006122 33.40 32.26 36.52 28.30 27.52 32.00
OG0006123 33.82 28.57 30.80 30.30 35.89 31.79
OG0006124 39.03 32.62 39.60 40.30 39.36 44.56
OG0006126 46.32 22.31 40.63 38.69 41.55 26.09
OG0006127 31.93 39.01 31.46 30.53 30.07 36.31
OG0006129 39.19 34.55 30.08 43.54 35.56 NA
OG0006130 37.95 33.13 33.58 30.71 35.55 38.00
OG0006132 45.78 46.56 68.61 42.83 54.59 41.56
OG0006134 38.36 44.86 30.47 NA 39.57 42.33
OG0006135 30.43 44.83 34.94 44.34 33.94 47.53
OG0006136 35.38 67.45 38.91 71.27 NA 63.38
OG0006137 36.75 27.66 30.84 27.66 41.12 25.34
OG0006138 44.54 38.43 31.78 36.30 32.78 33.89
OG0006139 49.01 38.44 48.88 38.47 48.03 36.65
OG0006140 36.85 45.65 30.07 31.24 31.76 31.25
OG0006141 37.46 43.53 33.43 32.12 36.58 49.21
OG0006142 35.02 50.97 32.91 55.07 36.32 42.15
OG0006143 40.67 73.79 36.07 NA 31.63 41.21
OG0006144 38.82 41.37 31.33 41.70 34.45 38.43
OG0006147 49.56 31.20 42.98 27.73 37.73 30.69
OG0006148 28.88 39.99 30.75 39.01 30.58 39.05
OG0006149 35.57 32.57 34.28 20.62 36.99 26.46
OG0006151 28.80 37.66 31.22 42.19 31.03 36.02
OG0006152 45.53 40.86 46.92 38.75 33.08 29.81
OG0006154 35.72 44.09 33.49 40.27 36.30 43.96
OG0006155 35.88 45.41 34.18 57.47 35.70 53.76
OG0006156 45.16 34.54 38.19 31.00 46.19 34.07
OG0006159 34.15 41.90 35.22 31.28 67.94 38.68
OG0006160 34.87 62.51 31.81 61.14 32.36 44.29
OG0006161 41.74 37.56 43.62 35.95 40.20 35.53
OG0006162 29.27 37.80 33.91 37.83 31.31 28.16
OG0006163 40.56 58.14 28.41 39.71 30.85 36.25
OG0006164 32.20 30.78 31.97 28.75 30.84 30.09
OG0006165 33.76 52.60 29.80 42.76 36.70 48.72
OG0006166 30.53 43.50 30.33 29.30 30.35 30.13
OG0006167 51.88 29.17 31.98 30.70 32.18 50.91
OG0006169 36.86 38.21 36.37 36.89 35.42 38.42
OG0006171 45.61 42.78 34.75 27.82 46.66 27.86
OG0006173 39.65 34.84 38.56 36.93 33.11 30.19
OG0006174 46.02 43.68 40.26 35.86 32.48 36.93
OG0006176 30.19 37.01 31.93 33.78 32.62 30.83
OG0006178 32.04 36.74 30.07 32.28 31.84 28.69
OG0006179 44.83 45.52 46.13 41.35 39.10 37.28
OG0006180 40.83 50.84 51.21 38.26 45.90 44.14
OG0006181 32.12 70.70 31.98 69.41 32.33 61.40
OG0006182 53.54 68.03 66.68 57.36 35.31 66.62
OG0006183 34.54 41.27 34.30 36.78 32.82 46.83
OG0006184 42.52 64.16 51.03 32.90 27.94 40.15
OG0006185 37.66 35.78 37.11 37.61 32.51 33.69
OG0006186 41.79 23.40 33.25 40.91 34.39 28.03
OG0006187 34.96 54.14 36.92 55.40 35.13 53.03
OG0006188 43.38 26.83 42.62 26.97 46.05 29.20
OG0006190 36.34 40.84 33.85 33.46 34.49 40.46
OG0006191 39.81 32.19 30.56 50.29 29.60 52.67
OG0006192 30.72 35.18 32.37 31.11 31.63 27.36
OG0006193 28.04 39.67 40.27 39.83 40.14 44.70
OG0006194 44.87 61.29 44.17 63.71 42.02 51.29
OG0006195 35.98 43.25 29.51 40.77 39.47 35.09
OG0006196 37.70 37.21 29.58 38.20 28.85 38.46
OG0006197 36.16 38.01 35.79 37.95 36.49 40.24
OG0006198 50.48 60.00 36.72 73.51 36.22 66.45
OG0006199 34.55 54.23 35.03 41.03 30.85 54.12
OG0006200 54.76 61.14 42.17 NA 38.44 37.79
OG0006201 48.97 74.68 44.97 73.01 34.00 56.85
OG0006203 29.28 40.77 28.41 35.79 28.73 35.48
OG0006204 34.12 40.70 35.06 38.15 35.42 38.55
OG0006205 47.40 36.84 29.24 54.94 29.24 31.89
OG0006206 25.72 37.79 28.70 37.84 28.31 31.78
OG0006207 37.98 40.87 35.08 36.18 27.36 33.33
OG0006208 34.34 29.79 36.91 29.29 13.95 41.03
OG0006209 35.41 57.41 32.85 54.44 34.80 43.50
OG0006210 28.90 56.54 39.88 43.94 31.23 36.39
OG0006211 37.21 26.52 33.05 23.37 35.33 22.41
OG0006213 33.87 35.72 35.56 36.30 35.14 41.04
OG0006215 36.88 NA 31.01 66.10 29.14 46.03
OG0006216 31.67 41.12 28.17 39.06 29.36 29.36
OG0006217 38.99 21.92 38.06 31.88 33.72 33.80
OG0006218 34.41 46.01 31.65 59.53 32.54 35.29
OG0006219 34.91 29.42 34.68 30.32 35.22 33.14
OG0006220 35.69 62.16 36.33 59.44 37.17 56.31
OG0006221 47.59 37.43 54.90 35.80 38.70 36.17
OG0006227 29.96 36.41 28.93 41.36 30.06 41.25
OG0006228 33.82 30.20 34.02 27.96 31.72 32.32
OG0006229 42.52 35.35 31.38 33.33 36.34 47.63
OG0006230 34.49 40.51 30.47 38.31 33.37 35.83
OG0006231 31.13 47.43 34.52 36.13 32.18 47.43
OG0006233 35.04 34.86 36.12 38.74 34.78 32.36
OG0006234 38.86 31.78 38.03 33.88 39.19 33.69
OG0006235 36.69 35.59 25.00 35.45 31.74 30.69
OG0006237 31.51 NA 30.80 75.00 30.80 70.37
OG0006238 38.41 27.87 36.48 28.33 35.92 NA
OG0006239 33.53 46.09 36.17 65.62 36.70 47.67
OG0006240 35.12 46.71 65.70 30.29 35.36 41.61
OG0006241 47.01 66.10 36.10 61.46 75.97 57.18
OG0006242 38.96 62.93 40.07 63.69 40.46 63.70
OG0006243 36.00 48.10 27.34 35.34 33.80 52.84
OG0006244 33.28 38.21 33.31 37.20 37.33 36.15
OG0006245 28.82 35.17 31.29 36.26 29.09 37.54
OG0006246 35.49 34.11 37.17 32.83 42.89 49.72
OG0006248 32.73 51.36 32.12 47.90 32.26 50.56
OG0006249 24.17 41.17 27.94 39.01 41.71 44.12
OG0006250 30.59 53.91 30.99 40.00 30.74 55.08
OG0006251 38.06 37.35 39.03 40.32 38.64 39.55
OG0006253 35.19 28.89 35.77 32.14 32.71 32.04
OG0006254 45.24 41.46 30.19 17.95 31.71 30.39
OG0006255 31.07 44.04 30.17 37.86 34.32 30.85
OG0006257 41.65 46.75 30.99 47.82 39.50 39.99
OG0006258 52.39 32.00 36.07 38.41 45.22 32.67
OG0006259 34.69 41.04 37.86 36.00 38.83 38.30
OG0006260 30.55 42.13 36.54 43.29 32.57 44.95
OG0006261 42.40 29.79 NA 30.34 NA 41.43
OG0006262 35.42 39.06 36.48 34.72 34.31 46.68
OG0006263 26.30 43.89 25.44 62.05 36.28 43.28
OG0006264 35.32 50.04 35.81 34.00 37.84 56.35
OG0006265 37.52 36.86 36.26 36.30 35.16 37.15
OG0006266 31.39 47.02 52.76 48.31 40.42 41.67
OG0006267 28.44 50.61 29.25 49.89 29.43 56.43
OG0006268 33.58 34.46 35.13 35.39 34.11 35.17
OG0006269 34.51 38.43 30.70 37.68 34.57 37.65
OG0006270 28.16 46.00 28.68 44.34 28.46 41.42
OG0006271 34.31 61.38 36.23 59.29 36.27 45.38
OG0006272 32.69 43.57 NA 44.62 33.01 34.22
OG0006273 30.62 38.59 40.43 35.67 30.37 38.31
OG0006274 24.20 47.09 24.56 25.96 24.19 32.15
OG0006275 40.85 73.38 43.21 41.39 42.91 44.58
OG0006276 36.42 NA NA 81.62 34.15 79.25
OG0006277 30.25 34.20 35.31 32.87 35.68 32.38
OG0006278 31.32 39.44 32.41 48.93 33.60 38.69
OG0006279 45.74 25.68 36.28 27.67 43.34 28.84
OG0006281 29.54 30.57 27.37 31.03 28.02 31.24
OG0006282 35.56 31.99 33.64 30.36 30.82 31.41
OG0006283 30.66 38.30 NA 37.07 42.58 36.99
OG0006285 38.90 31.53 35.72 35.38 30.34 38.46
OG0006286 46.48 36.76 45.70 39.87 38.61 37.68
OG0006288 34.76 45.79 35.78 48.75 35.06 45.88
OG0006289 26.02 40.69 26.60 34.80 31.53 39.88
OG0006290 45.16 35.37 30.58 35.04 30.27 44.96
OG0006291 33.25 41.38 39.79 30.27 33.91 35.65
OG0006292 32.42 70.08 33.37 68.54 36.45 69.11
OG0006293 30.62 75.77 30.83 31.85 31.30 NA
OG0006294 35.24 28.08 35.96 28.62 38.05 30.29
OG0006295 31.12 52.26 31.07 37.26 31.01 37.04
OG0006296 33.52 44.93 31.65 32.69 34.80 52.70
OG0006297 37.61 28.39 35.82 29.65 38.31 30.65
OG0006298 47.15 31.54 38.52 29.85 44.22 26.45
OG0006299 34.79 48.69 32.55 48.44 NA 48.15
OG0006300 38.18 51.51 36.66 NA 42.39 NA
OG0006302 32.33 54.29 31.19 30.51 30.75 31.71
OG0006303 29.01 37.40 29.49 43.54 27.31 39.87
OG0006304 26.08 38.93 28.20 48.74 26.21 36.08
OG0006306 35.19 72.50 30.73 70.18 30.36 69.39
OG0006307 29.63 50.05 30.04 50.26 29.28 29.66
OG0006308 31.68 36.40 31.97 35.47 34.00 35.04
OG0006309 30.59 42.14 28.85 37.32 26.81 36.58
OG0006310 30.45 33.06 29.65 33.33 31.27 32.86
OG0006311 44.57 33.33 44.29 31.71 46.81 51.46
OG0006313 33.25 27.27 37.31 31.65 34.12 32.03
OG0006315 40.63 NA 53.09 46.78 40.17 NA
OG0006317 31.80 59.09 43.44 37.72 30.23 51.98
OG0006318 40.49 32.22 30.79 35.91 29.36 42.61
OG0006319 37.89 33.57 32.52 30.99 37.79 37.61
OG0006320 34.49 33.72 33.76 39.23 38.40 34.61
OG0006321 41.46 32.23 38.09 33.96 28.79 33.17
OG0006322 32.10 38.65 35.05 34.21 34.61 36.22
OG0006323 38.91 74.14 42.51 42.18 38.71 44.40
OG0006324 36.36 38.65 39.63 36.28 36.15 37.47
OG0006325 35.87 57.72 36.11 56.25 35.58 46.46
OG0006326 29.77 41.90 31.13 32.81 30.26 35.56
OG0006327 34.25 30.48 32.13 32.58 30.29 41.74
OG0006328 56.63 52.66 35.47 37.80 35.32 NA
OG0006329 35.91 40.42 36.92 48.62 36.35 40.79
OG0006330 33.76 43.52 37.26 32.77 43.47 44.86
OG0006331 45.91 NA 55.86 40.00 37.23 39.23
OG0006332 51.68 33.57 33.70 52.88 33.76 32.30
OG0006333 35.98 35.90 36.00 30.65 35.00 35.83
OG0006334 31.28 34.58 33.79 30.75 31.00 34.70
OG0006336 38.31 64.67 32.73 64.40 32.47 64.69
OG0006337 33.87 37.80 29.16 33.92 27.72 35.33
OG0006338 35.50 42.28 48.23 43.52 33.76 40.40
OG0006339 33.12 32.10 31.89 32.34 32.75 34.67
OG0006340 32.24 44.14 32.32 59.13 30.38 33.60
OG0006341 NA 53.57 35.11 25.40 33.82 69.11
OG0006342 27.97 39.91 28.28 40.17 28.46 41.16
OG0006344 35.16 39.58 35.08 NA 33.93 56.33
OG0006345 41.55 36.88 36.68 NA 67.74 57.92
OG0006346 32.47 68.14 30.80 64.09 31.44 72.67
OG0006347 37.36 30.48 47.23 31.77 37.34 31.99
OG0006348 30.43 36.37 31.93 36.52 30.54 36.00
OG0006349 44.37 25.30 35.01 23.86 31.30 42.14
OG0006350 32.65 40.38 30.72 38.01 33.46 37.68
OG0006351 22.19 47.68 23.58 33.01 22.75 50.02
OG0006353 34.47 42.24 30.19 59.06 29.59 48.22
OG0006354 39.33 43.73 45.40 25.45 38.74 48.47
OG0006356 29.22 33.95 27.29 28.71 29.13 29.24
OG0006357 34.40 35.70 33.92 31.43 34.62 33.06
OG0006358 45.00 23.42 38.88 27.27 42.83 26.18
OG0006359 37.29 NA 37.01 35.53 40.10 32.95
OG0006360 33.70 NA 25.64 40.57 24.77 38.32
OG0006361 29.17 40.38 32.29 37.71 29.50 39.64
OG0006363 33.11 28.91 33.16 37.85 30.17 NA
OG0006364 47.44 36.00 37.54 37.60 38.74 33.46
OG0006365 42.93 48.37 36.10 39.10 36.98 42.86
OG0006366 26.53 36.12 24.64 25.30 41.08 36.26
OG0006367 28.99 60.32 28.69 67.11 33.21 62.94
OG0006368 30.30 39.60 33.04 39.48 31.14 35.05
OG0006369 35.67 33.55 33.54 33.94 28.27 32.61
OG0006370 34.84 32.64 34.81 37.75 34.46 32.87
OG0006371 37.35 36.11 36.27 36.15 38.41 35.46
OG0006372 28.43 46.88 28.96 33.02 31.23 29.91
OG0006373 38.05 29.87 27.97 29.52 37.36 31.43
OG0006375 34.74 39.32 33.56 33.33 31.70 37.07
OG0006376 36.50 59.90 26.47 61.36 21.39 56.76
OG0006377 36.33 29.96 29.84 31.91 32.36 30.53
OG0006378 44.23 36.58 37.49 28.74 34.61 28.90
OG0006379 40.54 NA 34.47 40.22 41.17 39.93
OG0006380 27.59 34.04 34.70 34.74 36.05 34.34
OG0006381 25.18 45.15 22.40 32.54 34.72 42.85
OG0006382 31.84 54.18 31.59 44.14 31.33 44.82
OG0006383 47.60 24.88 NA 28.51 49.23 32.29
OG0006384 51.81 44.98 55.30 30.10 41.55 46.50
