sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval OG branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript OTUs dNdS t dN dS contig_BGM 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC% OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BRO BGC_BGM ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
BGM_M TRINITY_DN9798_c0_g3 180.322677922265 4.81840703033339e-11 BAT TRINITY_DN20067_c0_g2 84.6933770608099 0.00769280962738393 BRO TRINITY_DN1144_c1_g1 61.4527723580522 0.152172675637569 BGM TRINITY_DN9798_c0_g3 59.6591099270614 0.0204569765465408 OG0004071 BAT OG0004071.ref.mafft.n 0.0385 0.004 0.0003 0.0068 BRO OG0004071.ref.mafft.n 0.0385 0.023 0.0013 0.0347 BGM OG0004071.ref.mafft.n 0.0385 0.014 0.0008 0.0214 BGM_BAT OG0004071.ref.mafft.n 2 0.0385 0.048 0.0028 0.0733 TRINITY_DN20067_c0_g2_i1.p1 41.14 73.14 51.81 TRINITY_DN1144_c1_g1_i2.p2 41.09 85.15 55.78 TRINITY_DN9798_c0_g3_i1.p1 40.91 71.75 51.42 OG0004071 0.4918591 0.05038781 11.78551 6.995912 1.873218 2.784298 NA NA NA 49.98136 56.4999 50.41707 0.2289264 0.4828442 0.2289264 0.3793105 0.4953266 0.3793105 0.8333333 0.8666667 0.8
BGM_M TRINITY_DN788_c0_g1 378.030541895055 7.97309600999818e-05 BAT TRINITY_DN2181_c0_g2 249.802325349776 0.000496908351480761 BRO TRINITY_DN46_c0_g3 354.69576843146 1.65855955139272e-05 BGM TRINITY_DN788_c0_g1 212.43327941092 0.14103100737483 OG0004072 BAT OG0004072.ref.mafft.n 0.1327 0.004 0.0005 0.0035 BRO OG0004072.ref.mafft.n 1.8751 0.012 0.0044 0.0024 BGM OG0004072.ref.mafft.n 0.4323 0.009 0.0021 0.0049 BGM_BAT OG0004072.ref.mafft.n 2 0.1537 0.009 0.0011 0.0074 TRINITY_DN2181_c0_g2_i2.p1 44.31 55.98 48.20 TRINITY_DN46_c0_g3_i1.p1 45.19 56.58 48.98 TRINITY_DN788_c0_g1_i6.p1 43.57 53.86 47.00 OG0004072 1.515016 4.056708 13.10613 8.452282 3.174019 8.016162 NA NA NA 59.31405 56.76161 58.50801 0.05455424 0.07309809 0.05455424 0.4349558 0.4429943 0.4349558 0.4957983 0.4957983 0.487395
BGM_M TRINITY_DN23369_c0_g1 9.85426038417518 0.944286161423827 BAT TRINITY_DN27166_c0_g1 24.6251807357114 0.0210716552788753 BRO TRINITY_DN119532_c0_g3 14.629063036894 0.212853872066497 BGM TRINITY_DN23369_c0_g1 10.2733969141363 0.810655285321843 OG0004074 BAT OG0004074.ref.mafft.n 0.3105 0.001 0.0002 0.0006 BRO OG0004074.ref.mafft.n 0.3105 0.000 0.0000 0.0000 BGM OG0004074.ref.mafft.n 0.3105 0.057 0.0116 0.0373 BGM_BAT OG0004074.ref.mafft.n 2 0.3105 0.018 0.0037 0.0118 TRINITY_DN27166_c0_g1_i5.p1 47.15 54.04 49.45 TRINITY_DN119532_c0_g3_i3.p1 49.05 57.72 52.04 TRINITY_DN23369_c0_g1_i5.p1 47.39 50.17 48.32 OG0004074 0.8326352 1.462355 13.44973 7.95904 20.23682 35.92075 NA NA NA 57.19748 59.46079 58.86356 0.08135123 0.06898329 0.08135123 0.4160331 0.4344702 0.4160331 0.625 0.625 0.4375
BGM_M TRINITY_DN506_c0_g1 46.3410087046286 1.79956514781195e-08 BAT TRINITY_DN2766_c1_g3 207.695235958958 0.200603578854787 BRO TRINITY_DN9376_c0_g1 114.172817560685 0.000100727979346164 BGM TRINITY_DN506_c0_g1 64.0774662252128 2.0867571964306e-15 OG0004076 BAT OG0004076.ref.mafft.n 0.0524 0.008 0.0006 0.0113 BRO OG0004076.ref.mafft.n 0.0524 0.003 0.0002 0.0043 BGM OG0004076.ref.mafft.n 0.0524 0.005 0.0004 0.0077 BGM_BAT OG0004076.ref.mafft.n 2 0.0524 0.024 0.0019 0.0361 TRINITY_DN2766_c1_g3_i1.p1 45.84 76.83 56.17 TRINITY_DN9376_c0_g1_i3.p1 44.81 77.66 55.76 TRINITY_DN506_c0_g1_i2.p1 44.49 75.42 54.80 OG0004076 6.534797 4.348944 8.34515 4.39229 1.996986 2.090625 NA NA NA 45.72337 44.18968 46.27701 0.1911411 0.2301778 0.1911411 0.4092341 0.4292213 0.4092341 0.7627119 0.7966102 0.7627119
BGM_M TRINITY_DN19514_c1_g2 649.492326469197 2.00433727169419e-62 BAT TRINITY_DN2886_c0_g1 631.460910402153 8.82354151969241e-30 BRO TRINITY_DN58711_c0_g1 421.236846393498 2.91161629710994e-38 BGM TRINITY_DN19514_c1_g2 307.166969308869 4.18951989414521e-97 OG0004077 BAT OG0004077.ref.mafft.n 0.0452 0.007 0.0005 0.0114 BRO OG0004077.ref.mafft.n 0.0452 0.019 0.0013 0.0290 BGM OG0004077.ref.mafft.n 0.0452 0.012 0.0009 0.0189 BGM_BAT OG0004077.ref.mafft.n 2 0.0452 0.007 0.0005 0.0102 TRINITY_DN2886_c0_g1_i4.p1 53.33 83.17 63.33 TRINITY_DN58711_c0_g1_i2.p1 53.41 85.60 64.14 TRINITY_DN19514_c1_g2_i4.p1 55.04 85.34 65.20 OG0004077 4.880204 10.68044 17.93968 19.83978 5.882291 13.97539 NA NA NA 39.50652 37.68772 36.38928 0.3408932 0.3375129 0.3408932 0.5091872 0.5032777 0.5091872 0.852 0.844 0.852
BGM_M TRINITY_DN43347_c0_g1 104.116638726677 8.36327839555187e-31 BAT TRINITY_DN30576_c0_g1 36.8409578855437 0.105478346594328 BRO TRINITY_DN68849_c1_g1 46.8509325297422 0.00176046708663177 BGM TRINITY_DN43347_c0_g1 35.6131609254847 0.0246975790565968 OG0004078 BAT OG0004078.ref.mafft.n 0.1748 0.030 0.0055 0.0314 BRO OG0004078.ref.mafft.n 0.1748 0.051 0.0091 0.0523 BGM OG0004078.ref.mafft.n 0.1748 0.035 0.0064 0.0367 BGM_BAT OG0004078.ref.mafft.n 2 0.1748 0.013 0.0023 0.0134 TRINITY_DN30576_c0_g1_i2.p2 57.85 95.29 70.33 TRINITY_DN68849_c1_g1_i1.p3 58.93 95.41 71.09 TRINITY_DN43347_c0_g1_i1.p2 58.85 95.31 71.01 OG0004078 2.173901 4.123237 9.160034 7.849244 6.4408 3.943794 NA NA NA 31.59423 32.5055 30.47116 0.5549866 0.5981161 0.5549866 0.5294623 0.5916107 0.5294623 0.9454545 0.9272727 0.9636364
BGM_M TRINITY_DN4340_c1_g5 59.6447830745738 4.93219685676705e-08 BAT TRINITY_DN3101_c6_g1 32.2195847585161 0.657617086449389 BRO TRINITY_DN4557_c0_g1 40.365372009393 0.065562294633153 BGM TRINITY_DN4340_c1_g5 28.0825909396725 0.351821311663342 OG0004079 BAT OG0004079.ref.mafft.n 0.9045 0.015 0.0049 0.0055 BRO OG0004079.ref.mafft.n 0.1246 0.042 0.0065 0.0522 BGM OG0004079.ref.mafft.n 0.2236 0.033 0.0071 0.0318 BGM_BAT OG0004079.ref.mafft.n 2 0.0158 0.012 0.0004 0.0231 TRINITY_DN3101_c6_g1_i1.p1 51.38 88.28 63.68 TRINITY_DN4557_c0_g1_i3.p2 52.41 90.34 65.06 TRINITY_DN4340_c1_g5_i1.p2 52.05 85.03 63.39 OG0004079 2.171535 1.983409 7.131672 0.9435467 3.087878 2.899752 NA NA NA 38.48459 32.00146 39.19973 0.4562558 0.5611284 0.4562558 0.3712199 0.4414873 0.3712199 0.8888889 0.9111111 0.8666667
BGM_M TRINITY_DN1575_c2_g1 420.638950110057 0.000102556394904246 BAT TRINITY_DN431_c6_g1 364.637098596242 0.335753534036718 BRO TRINITY_DN2105_c0_g2 196.578070741079 0.122365495020028 BGM TRINITY_DN1575_c2_g1 246.816587909138 0.714857260762343 OG0004080 BAT OG0004080.ref.mafft.n 0.0038 0.006 0.0001 0.0177 BRO OG0004080.ref.mafft.n 0.0038 0.018 0.0002 0.0565 BGM OG0004080.ref.mafft.n 0.0038 0.018 0.0002 0.0572 BGM_BAT OG0004080.ref.mafft.n 2 0.0038 0.000 0.0000 0.0000 TRINITY_DN431_c6_g1_i1.p1 45.17 93.72 61.35 TRINITY_DN2105_c0_g2_i1.p2 48.96 95.14 64.35 TRINITY_DN1575_c2_g1_i2.p1 45.17 92.75 61.03 OG0004080 0.1620836 0.09950819 2.711991 1.433621 1.066982 3.00428 NA NA NA 32.96481 29.9095 32.93654 0.5619054 0.7487365 0.5619054 0.3587062 0.4309536 0.3587062 0.9672131 0.9508197 0.9672131
BGM_M TRINITY_DN555_c1_g1 48.593558405539 0.288672081268859 BAT TRINITY_DN4373_c0_g1 76.3163337249089 0.931765358240206 BRO TRINITY_DN15140_c0_g4 130.103707273339 3.01464466204175e-05 BGM TRINITY_DN555_c1_g1 31.6069427618641 0.560744100035044 OG0004081 BAT OG0004081.ref.mafft.n 0.0001 0.006 0.0000 0.0107 BRO OG0004081.ref.mafft.n 0.0001 0.003 0.0000 0.0056 BGM OG0004081.ref.mafft.n 0.0001 0.008 0.0000 0.0138 BGM_BAT OG0004081.ref.mafft.n 2 0.4962 0.008 0.0023 0.0046 TRINITY_DN4373_c0_g1_i1.p1 44.44 71.01 53.30 TRINITY_DN15140_c0_g4_i1.p1 44.32 70.77 53.14 TRINITY_DN555_c1_g1_i2.p1 45.35 74.35 55.02 OG0004081 1.432639 3.288038 1.676255 6.147959 1.198148 6.004143 NA NA NA 50.02599 49.52157 53.99535 0.2415391 0.1883987 0.2415391 0.4188801 0.4233486 0.4188801 0.5087719 0.5614035 0.5263158
BGM_M TRINITY_DN4740_c0_g1 22.1663781818556 2.90753853008068e-07 BAT TRINITY_DN4384_c0_g1 84.9255671141648 0.773328590875556 BRO TRINITY_DN11722_c2_g2 125.205923193103 0.0113897105914762 BGM TRINITY_DN4740_c0_g1 12.1739484020614 0.969291496451668 OG0004082 BAT OG0004082.ref.mafft.n 0.2627 0.006 0.0013 0.0051 BRO OG0004082.ref.mafft.n 0.2627 0.014 0.0028 0.0108 BGM OG0004082.ref.mafft.n 0.2627 0.009 0.0019 0.0073 BGM_BAT OG0004082.ref.mafft.n 2 0.2627 0.007 0.0015 0.0057 TRINITY_DN4384_c0_g1_i3.p1 40.51 38.69 39.90 TRINITY_DN11722_c2_g2_i3.p1 40.48 40.29 40.42 TRINITY_DN4740_c0_g1_i2.p1 36.06 39.42 37.18 OG0004082 1.367674 4.861506 3.820866 4.597262 2.305271 2.402427 NA NA NA 53.51311 55.06645 52.35946 0.2114236 0.1218367 0.2114236 0.4206034 0.3894994 0.4206034 0.3461538 0.3846154 0.3846154
BGM_M TRINITY_DN165388_c0_g2 50.9029444625969 9.29254813325008e-07 BAT TRINITY_DN45093_c0_g2 17.7228125592839 0.175463019422522 BRO TRINITY_DN60506_c0_g1 87.9234451130569 0.0979034647161589 BGM TRINITY_DN165388_c0_g2 20.8874007751466 0.770790206345825 OG0004083 BAT OG0004083.ref.mafft.n 0.0665 0.019 0.0016 0.0239 BRO OG0004083.ref.mafft.n 2.0015 0.047 0.0176 0.0088 BGM OG0004083.ref.mafft.n 0.0001 0.002 0.0000 0.0030 BGM_BAT OG0004083.ref.mafft.n 2 0.0169 0.071 0.0018 0.1081 TRINITY_DN45093_c0_g2_i5.p2 51.75 94.32 65.94 TRINITY_DN60506_c0_g1_i3.p1 49.49 79.85 59.61 TRINITY_DN165388_c0_g2_i5.p2 51.75 94.76 66.08 OG0004083 3.945641 5.428177 31.23044 17.90753 0.9953197 2.724481 NA NA NA 32.34708 44.33153 31.81183 0.6143677 0.2222741 0.6143677 0.6780189 0.4706838 0.6780189 0.9350649 0.9350649 0.9220779
BGM_M TRINITY_DN103_c0_g2 465.879718874334 2.79517992018167e-40 BAT TRINITY_DN543_c11_g1 228.650241425054 0.0653801922706145 BRO TRINITY_DN3715_c0_g1 142.090423035294 0.0512025257517245 BGM TRINITY_DN103_c0_g2 180.822361855834 0.54827605828533 OG0004084 BAT OG0004084.ref.mafft.n 0.3833 0.022 0.0052 0.0135 BRO OG0004084.ref.mafft.n 0.3833 0.031 0.0073 0.0189 BGM OG0004084.ref.mafft.n 0.3833 0.013 0.0030 0.0078 BGM_BAT OG0004084.ref.mafft.n 2 0.3833 0.007 0.0016 0.0042 TRINITY_DN543_c11_g1_i2.p1 50.96 70.86 57.59 TRINITY_DN3715_c0_g1_i2.p1 48.97 68.04 55.42 TRINITY_DN103_c0_g2_i3.p1 50.44 71.90 57.59 OG0004084 13.9128 14.22104 35.34881 25.88821 9.045365 10.05942 NA NA NA 45.29096 44.99554 46.03727 0.1578365 0.1387383 0.1578365 0.4519565 0.4638386 0.4519565 0.4933333 0.5066667 0.5066667
BGM_M TRINITY_DN30038_c0_g1 329.590250341393 2.41321974758468e-08 BAT TRINITY_DN5460_c4_g2 1626.47694807894 0.00511918825290945 BRO TRINITY_DN964_c0_g1 712.315512861743 0.961863625964813 BGM TRINITY_DN30038_c0_g1 397.632860420993 0.168141515255702 OG0004085 BAT OG0004085.ref.mafft.n 0.0170 0.027 0.0009 0.0506 BRO OG0004085.ref.mafft.n 0.0170 0.000 0.0000 0.0000 BGM OG0004085.ref.mafft.n 0.0170 0.024 0.0007 0.0434 BGM_BAT OG0004085.ref.mafft.n 2 0.0170 0.031 0.0010 0.0580 TRINITY_DN5460_c4_g2_i1.p2 53.39 85.94 64.24 TRINITY_DN964_c0_g1_i1.p1 55.00 93.75 67.92 TRINITY_DN30038_c0_g1_i3.p1 54.69 92.50 67.29 OG0004085 1.448036 0.4152999 1.901952 2.305262 0.8630652 4.32208 NA NA NA 41.44199 31.91715 31.01023 0.5772634 0.6127997 0.5772634 0.4351418 0.4301909 0.4351418 0.9358974 0.9102564 0.8974359
BGM_M TRINITY_DN32423_c0_g1 61.213689853532 0.0006321903958847 BAT TRINITY_DN59173_c0_g1 41.5153005843393 0.877912429723992 BRO TRINITY_DN5049_c0_g1 86.459261672049 0.634686086575226 BGM TRINITY_DN32423_c0_g1 31.4346111801526 0.816873570051186 OG0004087 BAT OG0004087.ref.mafft.n 0.0212 0.023 0.0005 0.0253 BRO OG0004087.ref.mafft.n 0.0212 0.083 0.0019 0.0894 BGM OG0004087.ref.mafft.n 0.0212 0.001 0.0000 0.0012 BGM_BAT OG0004087.ref.mafft.n 2 0.0212 0.035 0.0008 0.0377 TRINITY_DN59173_c0_g1_i5.p2 55.85 88.95 67.19 TRINITY_DN5049_c0_g1_i2.p1 56.36 88.44 67.05 TRINITY_DN32423_c0_g1_i2.p2 55.36 89.29 66.67 OG0004087 1.115725 1.006091 8.293459 7.308342 0.03531468 0.9661502 NA NA NA 33.92205 31.48795 33.03294 0.5143503 0.5301297 0.5143503 0.3399166 0.3729894 0.3399166 0.8690476 0.8333333 0.8571429
BGM_M TRINITY_DN4603_c5_g1 360.52007601592 3.3757244704705e-07 BAT TRINITY_DN66280_c0_g1 330.326491436074 0.0295128560659175 BRO TRINITY_DN6856_c2_g1 485.821988884028 0.418822512922656 BGM TRINITY_DN4603_c5_g1 199.937926063688 0.0128500320832936 OG0004088 BAT OG0004088.ref.mafft.n 0.0114 0.008 0.0002 0.0132 BRO OG0004088.ref.mafft.n 0.0114 0.023 0.0004 0.0363 BGM OG0004088.ref.mafft.n 0.0114 0.004 0.0001 0.0060 BGM_BAT OG0004088.ref.mafft.n 2 0.0114 0.009 0.0002 0.0148 TRINITY_DN66280_c0_g1_i1.p1 46.72 83.78 59.07 TRINITY_DN6856_c2_g1_i1.p1 46.91 83.78 59.20 TRINITY_DN4603_c5_g1_i1.p1 46.91 84.17 59.33 OG0004088 0.02871434 3.999666 5.009095 7.980047 0.023606 1.994558 NA NA NA 39.00681 40.1234 39.59542 0.3924059 0.3846547 0.3924059 0.4049026 0.4265275 0.4049026 0.7692308 0.7692308 0.7777778
BGM_M TRINITY_DN6701_c1_g1 128.063625495635 0.261330571684406 BAT TRINITY_DN6836_c0_g1 131.63995177156 0.307727925361324 BRO TRINITY_DN1880_c2_g1 85.2139482493011 0.487134744071824 BGM TRINITY_DN6701_c1_g1 111.732479831125 0.0185348212467977 OG0004089 BAT OG0004089.ref.mafft.n 0.1154 0.009 0.0010 0.0087 BRO OG0004089.ref.mafft.n 0.1154 0.000 0.0000 0.0000 BGM OG0004089.ref.mafft.n 0.1154 0.008 0.0009 0.0076 BGM_BAT OG0004089.ref.mafft.n 2 0.1154 0.027 0.0029 0.0255 TRINITY_DN6836_c0_g1_i1.p1 50.85 71.33 57.68 TRINITY_DN1880_c2_g1_i1.p1 51.19 72.01 58.13 TRINITY_DN6701_c1_g1_i1.p1 50.68 71.33 57.57 OG0004089 1.081972 2.480907 9.432513 7.259765 1.151924 4.009971 NA NA NA 51.35909 52.59687 51.52342 0.1435145 0.1378788 0.1435145 0.4167479 0.4100775 0.4167479 0.7142857 0.7232143 0.6875
BGM_M TRINITY_DN843_c1_g1 302.039522392421 0.487922512430918 BAT TRINITY_DN77689_c0_g2 199.542029759389 0.000188720678213067 BRO TRINITY_DN7954_c0_g1 161.436670399643 0.0170141496082409 BGM TRINITY_DN843_c1_g1 137.914855931795 0.111326393952307 OG0004090 BAT OG0004090.ref.mafft.n 0.2134 0.015 0.0029 0.0134 BRO OG0004090.ref.mafft.n 0.2134 0.062 0.0115 0.0538 BGM OG0004090.ref.mafft.n 0.2134 0.009 0.0017 0.0080 BGM_BAT OG0004090.ref.mafft.n 2 0.2134 0.003 0.0006 0.0029 TRINITY_DN77689_c0_g2_i5.p1 53.56 82.75 63.29 TRINITY_DN7954_c0_g1_i8.p1 54.68 85.78 65.05 TRINITY_DN843_c1_g1_i1.p1 53.48 83.62 63.52 OG0004090 6.814644 8.875576 50.6541 24.98846 6.084549 8.204885 NA 0.9079298 NA 39.18255 39.11039 40.10888 0.2696857 0.3093602 0.2696857 0.4895954 0.5265678 0.4895954 0.8404908 0.9018405 0.8527607
BGM_M TRINITY_DN3238_c1_g1 127.542868300248 5.16303113516543e-19 BAT TRINITY_DN91_c3_g1 91.9578905935414 2.41624449126398e-37 BRO TRINITY_DN2994_c6_g1 32.629542093739 1.54218181801695e-33 BGM TRINITY_DN3238_c1_g1 76.7837587745171 1.01112445268202e-49 OG0004092 BAT OG0004092.ref.mafft.n 0.1264 0.006 0.0010 0.0082 BRO OG0004092.ref.mafft.n 0.1264 0.051 0.0085 0.0675 BGM OG0004092.ref.mafft.n 0.1264 0.012 0.0021 0.0164 BGM_BAT OG0004092.ref.mafft.n 2 0.1264 0.000 0.0000 0.0000 TRINITY_DN91_c3_g1_i2.p1 59.83 96.64 72.10 TRINITY_DN2994_c6_g1_i1.p2 60.05 97.03 72.38 TRINITY_DN3238_c1_g1_i2.p1 60.17 96.37 72.33 OG0004092 2.24226 5.738678 24.20228 17.58104 3.435881 6.818522 NA NA NA 29.28268 28.27597 29.06768 0.5885365 0.5773683 0.5885365 0.5108828 0.5127693 0.5108828 0.968254 0.968254 0.968254
BGM_M TRINITY_DN5032_c1_g1 56.5662245369739 0.0522396045449321 BAT TRINITY_DN93625_c0_g2 98.234009051689 0.000149922286983142 BRO TRINITY_DN9383_c0_g2 114.758819464594 0.000252732332447398 BGM TRINITY_DN5032_c1_g1 45.9786510401672 0.521348120246133 OG0004093 BAT OG0004093.ref.mafft.n 0.0001 0.008 0.0000 0.0126 BRO OG0004093.ref.mafft.n 0.0001 0.018 0.0000 0.0307 BGM OG0004093.ref.mafft.n 0.3810 0.086 0.0217 0.0571 BGM_BAT OG0004093.ref.mafft.n 2 1.6857 0.000 0.0000 0.0000 TRINITY_DN93625_c0_g2_i1.p1 40.77 51.79 44.44 TRINITY_DN9383_c0_g2_i1.p1 40.77 54.76 45.44 TRINITY_DN5032_c1_g1_i5.p2 40.15 51.09 43.80 OG0004093 0.9125749 0.5547405 5.100003 1.012773 4.420242 12.0602 NA NA NA 52.4691 52.60692 59.10884 0.1244997 0.1888471 0.1244997 0.2761076 0.3525906 0.2761076 0.4848485 0.5151515 0.4545455
BGM_M TRINITY_DN84_c1_g1 9.58679004972103 0.0545457600828137 BAT TRINITY_DN939_c6_g1 3.66839819775446 0.923509204890443 BRO TRINITY_DN542_c2_g1 11.0352046106748 0.747166839799534 BGM TRINITY_DN84_c1_g1 8.28498879517682 0.406808483822409 OG0004094 BAT OG0004094.ref.mafft.n 0.3418 0.042 0.0100 0.0293 BRO OG0004094.ref.mafft.n 0.3418 2.002 0.4752 1.3903 BGM OG0004094.ref.mafft.n 0.3418 0.184 0.0437 0.1279 BGM_BAT OG0004094.ref.mafft.n 2 0.3418 2.544 0.6038 1.7664 TRINITY_DN939_c6_g1_i5.p1 41.22 23.66 35.37 TRINITY_DN542_c2_g1_i1.p1 35.98 27.10 33.02 TRINITY_DN84_c1_g1_i1.p1 45.36 23.57 38.10 OG0004094 13.79722 16.98985 79.69717 94.27758 17.37837 15.40898 NA NA NA 41.95659 48.40074 46.74637 0.3183136 0.3483364 0.3183136 0.4268511 0.5167897 0.4268511 0.1666667 0 0.5
BGM_M TRINITY_DN482_c1_g2 295.483643148015 0.112283767574393 BAT TRINITY_DN1006_c1_g1 251.414921140183 0.00268973774171201 BRO TRINITY_DN6694_c0_g3 266.335025460592 2.4360068312955e-11 BGM TRINITY_DN482_c1_g2 190.901179879526 0.0197965397791342 OG0004095 BAT OG0004095.ref.mafft.n 0.0836 0.004 0.0004 0.0046 BRO OG0004095.ref.mafft.n 0.0836 0.000 0.0000 0.0001 BGM OG0004095.ref.mafft.n 0.0836 0.006 0.0005 0.0062 BGM_BAT OG0004095.ref.mafft.n 2 0.0836 0.011 0.0010 0.0118 TRINITY_DN1006_c1_g1_i6.p1 46.00 59.67 50.56 TRINITY_DN6694_c0_g3_i3.p1 45.91 60.59 50.81 TRINITY_DN482_c1_g2_i7.p2 45.92 58.70 50.25 OG0004095 1.062535 3.866938 7.074708 5.985937 0.05505316 6.966283 NA NA NA 55.12267 54.26846 55.16585 0.08328481 0.09582278 0.08328481 0.432301 0.4410777 0.432301 0.5584416 0.5714286 0.5454545
BGM_M TRINITY_DN12236_c7_g1 145.935047770818 5.28031800370004e-19 BAT TRINITY_DN10403_c0_g2 167.779375165465 0.000267912624185352 BRO TRINITY_DN118_c56_g2 251.008526292729 6.82249271270837e-05 BGM TRINITY_DN12236_c7_g1 169.690891283116 0.00017572105904722 OG0004096 BAT OG0004096.ref.mafft.n 0.0001 0.006 0.0000 0.0087 BRO OG0004096.ref.mafft.n 0.2238 0.004 0.0008 0.0036 BGM OG0004096.ref.mafft.n 0.0001 0.006 0.0000 0.0089 BGM_BAT OG0004096.ref.mafft.n 2 0.0195 0.021 0.0006 0.0287 TRINITY_DN10403_c0_g2_i1.p1 44.67 60.73 50.02 TRINITY_DN118_c56_g2_i1.p1 44.53 65.18 51.42 TRINITY_DN12236_c7_g1_i1.p1 44.60 61.13 50.11 OG0004096 0.08204251 5.156953 27.13734 6.00347 1.097589 8.96372 NA 1.52903 NA 56.89245 54.01059 55.6761 0.06810038 0.08607388 0.06810038 0.456204 0.4594209 0.456204 0.5957447 0.6702128 0.6134752
BGM_M TRINITY_DN1391_c13_g1 32.6578189480019 1.79632269236384e-05 BAT TRINITY_DN11030_c0_g1 22.9366619800801 0.00938748631760956 BRO TRINITY_DN32523_c0_g2 21.8713461051013 1.65271112325571e-09 BGM TRINITY_DN1391_c13_g1 41.1803044347971 0.735034063315034 OG0004098 BAT OG0004098.ref.mafft.n 0.3181 0.009 0.0018 0.0056 BRO OG0004098.ref.mafft.n 0.3181 0.041 0.0085 0.0268 BGM OG0004098.ref.mafft.n 0.3181 0.006 0.0013 0.0041 BGM_BAT OG0004098.ref.mafft.n 2 0.3181 0.000 0.0000 0.0000 TRINITY_DN11030_c0_g1_i11.p1 55.19 63.20 57.86 TRINITY_DN32523_c0_g2_i9.p1 56.28 65.47 59.34 TRINITY_DN1391_c13_g1_i2.p1 55.75 63.99 58.50 OG0004098 4.650129e-14 1.578523e-13 30.42746 10.72797 3.654142 2.371122 NA 1.189071 NA 56.21894 53.67039 55.47224 0.1069431 0.1153757 0.1069431 0.4199337 0.421693 0.4199337 0.5625 0.5 0.5625
BGM_M TRINITY_DN2250_c0_g2 381.222961374111 9.12209447201258e-35 BAT TRINITY_DN1180_c0_g1 115.369269995076 1.15386994813778e-05 BRO TRINITY_DN44246_c0_g1 113.743524663481 3.64481337268714e-18 BGM TRINITY_DN2250_c0_g2 122.781527524939 2.35612816525256e-09 OG0004099 BAT OG0004099.ref.mafft.n 0.2586 0.013 0.0028 0.0108 BRO OG0004099.ref.mafft.n 0.2586 0.010 0.0022 0.0083 BGM OG0004099.ref.mafft.n 0.2586 0.008 0.0017 0.0066 BGM_BAT OG0004099.ref.mafft.n 2 0.2586 0.004 0.0008 0.0032 TRINITY_DN1180_c0_g1_i1.p1 39.29 36.54 38.37 TRINITY_DN44246_c0_g1_i5.p1 40.91 38.59 40.13 TRINITY_DN2250_c0_g2_i2.p1 38.95 36.26 38.09 OG0004099 6.834521 8.695995 6.808001 14.76005 4.713822 11.66347 NA NA NA 54.27263 55.35901 53.93163 0.08994312 0.09740005 0.08994312 0.4593737 0.4499352 0.4593737 0.515625 0.578125 0.53125
BGM_M TRINITY_DN5312_c0_g3 22.5188390504763 0.0166895395348389 BAT TRINITY_DN12015_c0_g1 7.52088259131918 0.476932318772358 BRO TRINITY_DN1726_c0_g3 27.732565030644 0.495116016442352 BGM TRINITY_DN5312_c0_g3 16.530906007086 0.987017936981978 OG0004100 BAT OG0004100.ref.mafft.n 0.1133 0.002 0.0003 0.0027 BRO OG0004100.ref.mafft.n 0.1133 0.014 0.0018 0.0158 BGM OG0004100.ref.mafft.n 0.1133 0.008 0.0010 0.0086 BGM_BAT OG0004100.ref.mafft.n 2 0.1133 0.005 0.0006 0.0054 TRINITY_DN12015_c0_g1_i2.p1 42.95 79.87 55.26 TRINITY_DN1726_c0_g3_i2.p1 43.29 81.88 56.15 TRINITY_DN5312_c0_g3_i5.p1 42.62 79.87 55.03 OG0004100 0.03307462 0.9967655 4.055879 1.011311 0.01742526 1.978422 NA NA NA 41.68546 41.59119 41.88064 0.350241 0.3848491 0.350241 0.295915 0.3163014 0.295915 0.8918919 0.9189189 0.9189189
BGM_M TRINITY_DN34467_c0_g4 4.67140647312923 8.06995297129612e-06 BAT TRINITY_DN122392_c0_g2 3.68302043420249 0.00041846128451965 BRO TRINITY_DN3886_c0_g1 15.2513493893232 1.50230379728104e-17 BGM TRINITY_DN34467_c0_g4 2.51472057295224 0.0130811685971193 OG0004101 BAT OG0004101.ref.mafft.n 0.0001 0.011 0.0000 0.0216 BRO OG0004101.ref.mafft.n 2.5237 0.000 0.0000 0.0000 BGM OG0004101.ref.mafft.n 0.0001 0.005 0.0000 0.0088 BGM_BAT OG0004101.ref.mafft.n 2 0.4481 0.010 0.0028 0.0063 TRINITY_DN122392_c0_g2_i1.p1 49.11 91.81 63.35 TRINITY_DN3886_c0_g1_i1.p1 47.11 83.71 59.43 TRINITY_DN34467_c0_g4_i7.p1 46.76 84.91 59.60 OG0004101 9.16574e-14 1.59956e-12 2.480643 2.551029 0.8728516 1.840818 NA NA NA 32.49561 38.52866 37.49633 0.3698762 0.3473613 0.3698762 0.4397476 0.4442395 0.4397476 0.9494949 0.969697 0.959596
